id,name,jl_number,block_id,latitude,longitude
13994,Pashchim Bargila,45,124.0,-1.0,-1.0
13995,Chapgar,46,124.0,26.6447377,88.8407037
13996,Purbba Bargila,47,124.0,-1.0,-1.0
13997,Bet Gara,48,124.0,-1.0,-1.0
13998,Amguri,49,124.0,26.6182666,88.8479035
13999,Uttar Khagrabari,50,124.0,-1.0,-1.0
14000,Madhya Khagrabari,51,124.0,-1.0,-1.0
14001,Dakshin Khagrabari,52,124.0,-1.0,-1.0
14002,Uttar Madhab Dangga,53,124.0,-1.0,-1.0
14003,Madhabdangga,54,124.0,-1.0,-1.0
14004,Dakshin Madhabdangga,55,124.0,-1.0,-1.0
14005,Dakshin Danggapara,56,124.0,-1.0,-1.0
14006,Purbba Shishuyabari,57,124.0,-1.0,-1.0
14007,Bara Kamat,58,124.0,26.4884256,88.8390112
14008,Penchahati,59,124.0,22.5081627,88.36694539999999
14009,Khayer Khal,61,124.0,22.5940709,88.3005058
14010,Bhotpatti,62,124.0,-1.0,-1.0
14011,Balasan,63,124.0,26.4710537,88.8766899
14012,Purbba Harmati,64,124.0,-1.0,-1.0
14013,Pashchim Harmati,65,124.0,26.4886002,88.8575011
14014,Dakshin Bhuskadangga,66,124.0,-1.0,-1.0
14015,Uttar Bhuskadangga,67,124.0,-1.0,-1.0
14016,Gartali Jalpesh,68,124.0,26.5248102,88.8676963
14017,Pashchim Shalbari,69,124.0,26.5374044,89.08240889999999
14018,Purbba Shalbari,70,124.0,26.5551286,89.0871808
14019,Basilar Dangga,71,124.0,-1.0,-1.0
14020,Nirendrapur,72,124.0,-1.0,-1.0
14021,Tekatali,73,124.0,26.5652757,88.8575011
14022,Dwarikamari,74,124.0,26.5830426,88.8670966
14023,Charer Bari,75,124.0,23.4155389,88.48773899999999
14024,Dholaguri,76,124.0,22.5709925,88.1901046
14025,Ratherhat,77,124.0,-1.0,-1.0
14026,Chura Bhandar,78,124.0,-1.0,-1.0
14027,Bhanggamali,79,124.0,-1.0,-1.0
14028,Purbba Dehar,80,124.0,26.5362714,88.9198322
14029,Husludanga,81,124.0,26.5619734,88.93105969999999
14030,Bhanggar Hat,82,124.0,22.4221442,88.3548502
14031,Char Chura Bhandar,83,124.0,26.574659,88.92701819999999
14032,Purbba Barghariya,86,124.0,-1.0,-1.0
14033,Panishala,87,124.0,26.455097,88.9114469
14034,Brambhapur,88,124.0,24.0988265,88.2679264
14035,Paharpur,89,124.0,22.5244929,88.2971985
14044,Dharmapur Sheet No-9,28,124.0,-1.0,-1.0
14050,Padamati Sheet No-2,60,124.0,-1.0,-1.0
14058,Jabramali Sheet No - 2,84,124.0,-1.0,-1.0
14062,Baikur Gaur Gram Sheet No - 1,90,124.0,-1.0,-1.0
14078,Sapti Bari Sheet No - 8,85,124.0,-1.0,-1.0
14086,Redbank,1,125.0,26.8571358,89.0166807
14087,Redbank Chabagan,2,125.0,-1.0,-1.0
14088,Ambari Cha Bagan,3,125.0,-1.0,-1.0
14089,Chamurchi Cha Bagan,4,125.0,-1.0,-1.0
14090,Chunabhati Cha Bagan,5,125.0,-1.0,-1.0
14091,Kathalaguri Cha Bagan,6,125.0,26.8299206,89.0811825
