id,name,jl_number,block_id,latitude,longitude
31951,Ratanpur,74,239.0,22.7985332,88.44402250000002
31952,Belsanda,75,239.0,24.263821,88.05464580000002
31953,Ganeshbati Chak,76,239.0,24.2632256,88.06625540000002
31954,Dhamua,77,239.0,22.2841782,88.3967536
31955,Dhumarpahar,78,239.0,24.2628117,88.06289509999999
31956,Dakshin Debagram,79,239.0,24.2701019,88.08152659999999
31957,Buzrug Debagram,80,239.0,24.2729803,88.07419709999999
31958,Brahamanigram,81,239.0,24.2970047,88.0752649
31959,Dangrail,82,239.0,24.2967134,88.0717537
31960,Pania,83,239.0,21.7736523,87.684
31961,Dhalsa,84,239.0,24.3114723,88.0644225
31962,Kundar,85,239.0,24.3131273,88.077862
31963,Jugor,86,239.0,26.866178,81.00644400000002
31964,Chak Chachua,87,239.0,-1.0,-1.0
31965,Popara,88,239.0,24.2955498,88.097403
31966,Sagardighi,89,239.0,24.2924268,88.0851909
31967,Bergram,90,239.0,23.7317843,87.627276
31968,Santoshpur,91,239.0,22.4896872,88.38947689999999
31969,Chandanbati,92,239.0,24.2777268,88.097403
31970,Durgapur,93,239.0,23.5204443,87.3119227
31971,Kanidighi,94,239.0,24.2642219,88.08641229999999
31972,Parulia,95,239.0,23.446217,88.3129969
31973,Shamsabad,96,239.0,21.9904957,87.9751299
31974,Katherpara,97,239.0,24.2675264,88.1132737
31975,Aheripara,98,239.0,24.2779085,88.1120531
31976,Fulban,99,239.0,24.289911,88.12181710000002
31977,Haldi,100,239.0,23.3400989,87.793548
31978,Harhari,101,239.0,24.3134935,88.10717029999999
31979,Baragara,102,239.0,23.4258568,87.2854565
31980,Taspara,103,239.0,26.4079015,88.4331189
31981,Bayar,104,239.0,22.4785759,88.83110219999999
31982,Iswarbati,105,239.0,24.3034128,88.1327991
31983,Dingali,106,239.0,24.2960314,88.1364591
31984,Chandigram Raghunathpur,107,239.0,24.2843271,88.1510962
31985,Senpara,108,239.0,23.968047,88.5927608
31986,Paschim Matiapara,109,239.0,24.2780887,88.1266983
31987,Olahar,110,239.0,24.2729126,88.1285286
31988,Kumarthi,111,239.0,24.2662062,88.1266983
31989,Narasinghapur,112,239.0,24.2587045,88.1205967
31990,Binodbati,113,239.0,22.7463051,88.02774869999999
31991,Ballabhbati,114,239.0,22.8622443,87.7849414
31992,Bharat Chanda,115,239.0,24.2409397,88.1254781
31993,Krishnapur,116,239.0,22.6627899,88.2765304
31994,Nanoch,117,239.0,24.2351172,88.13523909999999
31995,Paranpur,118,239.0,25.1576548,87.997164
31996,Diara,119,239.0,22.7982179,88.26801720000002
31997,Rambhadrapur,120,239.0,24.0969073,87.9016043
31998,Saundighi,121,239.0,24.2530905,88.1474374
31999,Garerpahar,122,239.0,25.5,90.33333329999999
32000,Tagarpur,123,239.0,24.26409,88.1358491
32001,Hosenpur,124,239.0,23.2366203,88.6458421
32002,Math Tagarpur,125,239.0,24.2685461,88.1358491
32003,Putimari,126,239.0,26.1674396,89.46240069999999
32004,Hukumapur,127,239.0,24.2767674,88.1401188
32005,Barala,128,239.0,24.4296046,88.0130707
32006,Sahapur,129,239.0,-1.0,-1.0
32007,Tokardanga,130,239.0,24.2712668,88.1766993
32008,Dakshin Dangapara,131,239.0,26.5059858,88.8190971
32009,Itor,132,239.0,24.1985508,88.1827931
32010,Ujalmanik,133,239.0,24.2949443,88.16938569999999
32011,Kanchia Bishnudanga,134,239.0,24.3082089,88.16085149999999
32012,Naopara,135,239.0,22.8128009,88.38098579999999
32013,Dangapara,136,239.0,24.1863087,88.4185765
32014,Bangsia,137,239.0,24.342116,88.1401188
32015,Bishnupur,138,239.0,23.0678795,87.3165222
32016,Kaliadanga,139,239.0,24.3540856,88.1474374
32017,Balia,140,239.0,23.082003,88.66994799999999
32018,Kabilpur,141,239.0,24.3383198,88.1949782
32019,Char Kabilpur,142,239.0,24.345702,88.191323
32020,Char Mathurapur,143,239.0,24.3326086,88.21446720000002
32021,Char Siteshnagar,144,239.0,24.3157255,88.2231008
32022,Jamalmati,145,239.0,24.3279094,88.1937598
32023,Uladanga,146,239.0,22.594817,88.3868594
32024,Chak Gopalpur,147,239.0,24.3361956,88.171424
32025,Uattar Ramnagar,148,239.0,23.5779018,87.627893
32026,Pilki,149,239.0,24.3319717,88.16085149999999
32027,Chamunda,150,239.0,24.3215609,88.15963219999999
32028,Balagachhi,151,239.0,23.2782141,88.63619589999999
32029,Ramanamahadipur,152,239.0,-1.0,-1.0
32030,Singeswari Gouripur,153,239.0,-1.0,-1.0
32031,Diar Balagachhi,154,239.0,24.3113945,88.2405594
32032,Arijpur,155,239.0,24.3154075,88.20411469999999
32033,Dihibaraj,156,239.0,24.3109518,88.20411469999999
32034,Gopalhat,157,239.0,24.3042036,88.198633
32035,Lakshmihat,158,239.0,24.3077653,88.1858397
32036,Pait Kaldanga,159,239.0,-1.0,-1.0
32037,Nurpur,160,239.0,24.2951479,88.186449
32038,Mahipal,161,239.0,25.5203261,88.48276849999999
32039,Bhabki,162,239.0,24.5974184,88.0191871
32040,Jadabpur,163,239.0,22.4939728,88.37067119999999
32041,Alankar,164,239.0,24.2608547,88.17548049999999
32042,Bajitpur,165,239.0,22.7081418,88.8527026
32043,Chargachhi,166,239.0,24.2502376,88.15719349999999
32044,Kundain,167,239.0,24.2406629,88.1638996
32045,Komadda,168,239.0,23.9620638,87.9298034
32046,Chordighi,169,239.0,25.8142285,87.91898959999999
32047,Ghuguridanga,170,239.0,24.2409824,88.1907138
32048,Sridharpur,171,239.0,23.3103669,87.6913936
32049,Palanda,172,239.0,24.2550869,88.1901046
32050,Khatua,173,239.0,24.2671424,88.20472380000001
32051,Dakshin Kaliakapur,174,239.0,24.2790825,88.2095958
32052,Baganhat,175,239.0,24.2893221,88.1961965
32053,Hukarhat,176,239.0,24.2967342,88.1949782
32054,Bhunihat,177,239.0,24.2969062,88.2095958
32055,Sinheswari,178,239.0,24.3051536,88.2162938
32056,Char Lalitakuri,179,239.0,24.3195949,88.24490139999999
32057,Char Sundarpur,180,239.0,24.3115169,88.25281079999999
32058,Choapukuria,181,239.0,24.3107115,88.2473352
32059,Chaitpur,182,239.0,23.9790742,88.50091859999999
32060,Kamarpara,183,239.0,25.248274,88.8610997
32061,Ganja Sinheswari,184,239.0,24.2896362,88.2229909
32062,Dakshin Ramna,185,239.0,24.2806958,88.22055569999999
32063,Arazi Jadabpur,186,239.0,24.27549,88.2199469
32064,Gobarddhandanga,187,239.0,22.8832286,88.76382939999999
32065,Dasturhat,188,239.0,24.2793658,88.2339475
32066,Pardiar,189,239.0,23.9643261,88.5130144
32067,Binod,190,239.0,24.2660115,88.23516479999999
32068,Dwarikapara,191,239.0,24.2570708,88.23273030000001
32069,Mansinghapur,192,239.0,22.6523934,88.144998
32070,Ramnagar,193,239.0,21.6786436,87.5631613
32071,Gosaingram,194,239.0,24.2567875,88.2083778
32072,Baora,195,239.0,22.8986465,87.8340995
32073,Matiapara,196,239.0,24.2479603,88.215685
32074,Lalipali,197,239.0,24.2540154,88.22542589999999
32075,Baharagachhi,64,240.0,23.2782141,88.63619589999999
32076,Phulandar,65,240.0,24.6789953,87.9065098
32077,Malancha,66,240.0,22.5004512,88.7674361
32078,Ratanpur,67,240.0,22.7985332,88.44402250000002
32079,Ghoramara,68,240.0,21.9148682,88.131579
32080,Antardwipa,69,240.0,24.6435215,87.9163191
32081,Bhasaipaikar,70,240.0,24.6377212,87.92612629999999
32082,Adwaitnagar,71,240.0,22.5736132,88.34834099999999
32083,Napara,72,240.0,23.220941,86.6453646
32084,Umarpur,73,240.0,24.4476749,88.0326403
32085,Sitarampur,74,240.0,23.7233343,86.89477889999999
32086,Dogachhi,75,240.0,24.3673169,88.1364591
32087,Arazi Napara,76,240.0,24.6095105,87.92490049999999
32088,Laskarpur,77,240.0,22.3609568,88.18888609999999
32089,Mahishathali,78,240.0,24.6085758,87.96533350000001
32090,Balbalpara,79,240.0,24.6248497,87.9616593
32091,Alamsahi,80,240.0,24.6190457,87.9714565
32092,Basudebpur,81,240.0,21.8248993,87.62110609999999
32093,Chachanda,82,240.0,24.6369837,87.9812516
32094,Uttar Mahammadpur,83,240.0,24.6446874,87.9763595
32095,Kohetpur,84,240.0,24.6397873,87.9690074
32096,Jaykrishnapur,85,240.0,24.1847384,87.8082982
32097,Dakshin Mahammadpur,86,240.0,24.6276518,87.94940969999999
32098,Chandnidaha,87,240.0,24.6335873,87.94940969999999
32099,Kankuria,88,240.0,24.6500587,87.96043449999999
32100,Jafrabad,89,240.0,23.9666221,88.3032755
32101,Anupnagar,90,240.0,24.6795342,87.9457342
32102,Lalpur,91,240.0,23.3062637,86.6371758
32103,Anantapur,100,240.0,24.1233506,88.10717029999999
32104,Sikdarpur,101,240.0,22.5967736,88.52873389999999
32105,Loharpur,102,240.0,24.6445822,87.9947163
32106,Jaladipur,103,240.0,24.6341789,87.9934924
32107,Dhusaripara,104,240.0,24.6356524,87.99953540000001
32108,Hasimpur,105,240.0,22.0988732,87.23446419999999
32109,Serpur,106,240.0,22.3162371,88.3065166
32110,Kashimnagar,107,240.0,24.435867,87.92612629999999
32111,Nimtita,108,240.0,24.6501906,87.970232
32112,Durgapur,109,240.0,23.5204443,87.3119227
32113,Dakshin Radhanagar,110,240.0,23.6118536,87.66057909999999
32114,Haridebpur,111,240.0,22.2295375,88.15963219999999
32115,kamalpur,112,240.0,23.3009283,86.84650359999999
32116,Shibpur,113,240.0,22.5723094,88.3117819
32117,Baidyanathpur,119,240.0,23.7186496,87.27924089999999
32118,Paschim Ramnagar,122,240.0,22.324884,88.4464452
