name,lat,lon
Domakonda,,
Mandi,,
Tirra,,
Amdangra,,
Bhandarkaki,,
Shaltara,,
Sonajhor,,
Murakati,,
Kaniari,,
Mamrasol,,
Patharjora,,
Brindabanpur,,
Dhuakaki,,
Sabrakon,,
Asthashol,,
Gamarbani,,
Rajpur,,
Shaldaha,,
Golakpur,,
Haduliya,,
Metyaldoba,,
Lakshyatapal,,
Budhadhara,,
Ramchandrapur,,
Kharkhari,,
Kharjuria,,
Peripathar,,
Kadamara,,
Pukhuriya,,
Madhabpur,,
Andhariya,,
Bara Nimdiha,,
Rengurbandh,,
Rajabandh,,
Mamra,,
Baradhara,,
Kukrakhondar,,
Gilirpahari,,
Tushkutri,,
Hansapathar,,
Kalshuli,,
Bhalkamuri,,
Betjharia,,
Guriaghati,,
Penruabaid,,
Kharika,,
Parshala,,
Khapmayna,,
Mayna,,
Bankata,,
Sinyajora,,
Ramgar,,
Nutangar,,
Junbakra,,
Bhelaidiha,,
Korkhi,,
Jamda,,
Tilabani,,
Jhikri,,
Kusumkanali,,
Baurishol,,
Lakshmisagar,,
Shyampur,,
Gotkanali,,
Maidhara,,
Jugidangra,,
Rasikpur,,
Kumarshol,,
Sarenga,,
Benjtabani,,
Benrebati,,
Tilbari,,
Bankhola,,
Sarasbakra,,
Pukhuria,,
Birsingpur,,
Bikrampur,,
Krishnapur,,
Kathjuria,,
Nuniabad,,
Harintuli,,
Kaniabali,,
Chhota Hetyagara,,
Bara Hetyagara,,
Gorakata,,
Patharkata,,
Malatibad,,
Bhudrubad,,
Bara Makarkole,,
Chotta Makarkol,,
Asna,,
Kaliam,,
Dhanishukni,,
Ambakra,,
Kadmabandh,,
Kantashola,,
Bhangabandh,,
Kalabati,,
Nimaipur,,
Shirsha,,
Kumardoba,,
Dhabani,,
Kallaicha,,
Manipur,,
Talda,,
Parulia,,
Bardi,,
Jarisa,,
Harunyaguri,,
Parulia,,
Junkaria,,
Tentulia,,
Shuknabad,,
Baniadoba,,
Bhaduldoba,,
Memauli,,
Amakunda,,
Kaharan,,
Tarupur,,
Banshi,,
Ganrra,,
Saras Bakra,,
Shovarajpur,,
Sonakanda,,
Tapubaid,,
Jirabaid,,
Banshkanali,,
Jhariya,,
Ghoradhara,,
Machatora,,
Kamala,,
Sitarampur,,
Sushunia,,
Uparsole,,
Kansachora,,
Taldiha,,
Shushunia,,
Karakanali,,
Jatiakanali,,
Koldoba,,
Pathardoba,,
Balarampur,,
Masatkhal,,
Rambani,,
Dudhiadoba,,
Nama Dudhiadoba,,
Badageria,,
Maulakanda,,
Rambandh,,
Ghagra,,
Runiara,,
Rangamatia,,
Madhupur,,
Jamirdiha,,
Godabahara,,
Krishnapur,,
Bagakhulia,,
Kusumdungri,,
Jagannathapur,,
Simlapal,,
Ghugia,,
Dhankhunia,,
Patamechla,,
Bhalukkhunia,,
Madhabpur,,
Doldere,,
Bankata,,
Arjjunia,,
Kayma,,
Roshana,,
Mukundapur,,
Jaleshwar,,
Lakshmanpur,,
Mathurkata,,
Jhumka,,
Nutangram,,
Lakshmipal,,
Dhanghari,,
Puipal,,
Khamardanga,,
Kushtara,,
Khaergaria,,
Shuknokhali,,
Shushinia,,
Hatibari,,
Raybandh,,
Dubrajpur,,
Ghaghrakhulia,,
Ekaria Jambani,,
Krishnabati,,
Chandpur,,
Putiadaha,,
Pithabakra,,
Bagnada,,
Nekratapal,,
Dhuliapur,,
Hariharpur,,
Jambedia,,
Baricha,,
Bhedua,,
Tikarpara,,
Mandalgram,,
Patharkhamar,,
Shyampur,,
Pachaparar,,
Bamunpathari,,
Barakhulia,,
Keotdhara,,
Balarampur,,
Siuli,,
Kuchakon,,
Bandiara,,
Digpar,,
Kusmi,,
Chakrashol,,
Arra,,
Kushbakra,,
Bhutsahar,,
Barishol,,
Shrirampur,,
Beoncha,,
Parashol,,
Ratanpur,,
SHYAMBAZAR,,
Jagannathpur,,
Banbedia,,
Nimdiha,,
Pirrabakra,,
Mukundapur,,
Khakrakanali,,
Nagri,,
Paharapatpur,,
Baidyanathpur,,
Jasara,,
Bhaluka,,
Kadra,,
Damodarpur,,
Shimla,,
Arkama,,
Rangibari,,
Dhemnashol,,
Kankata,,
Dharramuli,,
Mirgipahari,,
Supur,,
Raydihi,,
Bheduara,,
Baragar,,
Makrara,,
Radhamohanpur,,
Nityanandapur,,
Balarampur,,
Kubashol,,
Banpukhuria,,
Madhupur,,
Tantikata,,
Rajadali,,
Shibarampur,,
Loadihi,,
Kuanrbahal,,
Satshol,,
Sarga,,
Jhantipahari,,
Sunrigara,,
Damdi,,
Phulhari,,
Mukutmanipur,,
Gorabari,,
Hadhadigara,,
Lakshmandihi,,
Ghagra,,
Bagjabra,,
Kharidungri,,
Peripathar,,
Dhagara,,
Jamabeda,,
Baraghutu,,
Nadupara,,
Susne,,
Kadamberia,,
Dhabani,,
Jalhari,,
Banshnala,,
Tentulchita,,
Amdoba,,
Harangara,,
Purandihi,,
Dubrajpur,,
Burisahar,,
Senapatia,,
Shyamsundarpur,,
Panpra,,
Khatra,,
Kandnashol,,
Guianala,,
Ledishol,,
Chandania,,
Salbani,,
Bhurudanga,,
Kurkutia,,
Dedua,,
Mailihir,,
Benkia,,
Raktajura,,
Ruparhir,,
Jhariakocha,,
Damodarpur,,
Amdiha,,
Bankati,,
Bandarkonda,,
Danrrrshol,,
Tilabani,,
Baramatiala,,
Kechanda,,
Patpur,,
Maharadihi,,
Dharampur,,
Purkul,,
Mashara,,
Goaladanga,,
Baragari,,
Datarampur,,
Pithabaid,,
Jitpur,,
Murgadanga,,
Bantilla,,
Dakshinabad,,
Saluajamda,,
Jamda,,
Nargashol,,
Kashipur,,
Indkucha,,
Muragram,,
Hazamdihi,,
Dhanara,,
Gopisagar,,
Bena,,
Chaka,,
Karulpahari,,
Sindurpeti,,
Baurishol,,
Keshia,,
Bhalaidiha,,
Kapaskhera,,
Tiring,,
Katar,,
Nekrasonda,,
Parashidanga,,
Khayerbani,,
Bagakhulia,,
Dahala,,
Bahadurpur,,
Madhabpur,,
Sabubad,,
Dumuria,,
Dhargram,,
Sealpahari,,
Dhabani,,
Simchaka,,
Radhanathpur,,
Saluka,,
Chandanpur,,
Beniabaid,,
Kankradara,,
Bhedua,,
Labdapara,,
Birkham,,
Jharia,,
Dakai,,
Karra,,
Kapila,,
Hetiashol,,
Sikrabad,,
Gopalpur,,
Jiakanali,,
Pitadungri,,
Kuchiarmahar,,
Guniada,,
Chalka,,
Shalai Pahari,,
Harirampur,,
Elora,,
Dhanarangi,,
Lachipur,,
Fatepur,,
Gopalpur,,
Batikara,,
Tilabad,,
Jhariakucha,,
Nanda,,
Bansol,,
Kadia,,
Pakhuria,,
Khaerkundi,,
Aralbara,,
Damodarpur,,
Shyamnagar,,
Malian,,
Lalbazar,,
Deuli,,
Dulalpur,,
Tentulia,,
AralChhota,,
Naria,,
Benagaria,,
Hirakhon,,
Nipania,,
Brahmadanga,,
Mahaldanga,,
Ranga,,
Ashatara,,
Nawadihi,,
Jibanpur,,
Biradihi,,
Diktor,,
Rangamati,,
Bamni,,
Kundurka,,
