id,name,jl_number,block_id
38564,Manik Hira,084,304.0
38565,Shimulpur,085,304.0
38566,Faridkati,086,304.0
38567,Madhusudankati,087,304.0
38568,Bishnupur,088,304.0
38569,Tegharia,089,304.0
38570,Gajna,090,304.0
38571,Shutia,091,304.0
38572,Jadabpur,092,304.0
38573,Bharadanga,093,304.0
38574,Barasat,094,304.0
38575,Mahishakathi,095,304.0
38576,Kahankiya,096,304.0
38577,Shashadanga,097,304.0
38578,Raghunandanpur,098,304.0
38579,Chak Jhaudanga,099,304.0
38580,Pipli,100,304.0
38581,Tentulberia,101,304.0
38582,Panchpota,102,304.0
38583,Ramnagar,103,304.0
38584,Purandarpur,104,304.0
38585,Subidpur,105,304.0
38586,Kalanchi,106,304.0
38587,Garjala,107,304.0
38602,Auliapur,002,306.0
38603,Jamalhati,003,306.0
38604,Bhanta,004,306.0
38605,Khadupatalia,005,306.0
38606,South Garhia,006,306.0
38607,Shrirampur,007,306.0
38608,Panchghara,008,306.0
38609,Faridpur,009,306.0
38610,Mallikpur,010,306.0
38611,Hariharpur,011,306.0
38612,Ganeshpur,012,306.0
38613,Kholapota,013,306.0
38614,Akna Mirzapur,014,306.0
38615,Bhurkul,015,306.0
38616,Sultanpur,016,306.0
38617,Beralia,017,306.0
38618,Kapindapur,018,306.0
38619,Madhubanpur,019,306.0
38620,Tagarberhia,020,306.0
38621,Malanga,021,306.0
38622,Tegachhi Mamudpur,022,306.0
38623,Champahati,024,306.0
38624,Solgoyalia,025,306.0
38625,Haral,026,306.0
38626,Naridana,027,306.0
38627,Kamra,028,306.0
38628,Begampur,029,306.0
38629,Atghara,030,306.0
38630,Baruipur,031,306.0
38631,Subuddhipur,032,306.0
38632,Shalepur,033,306.0
38633,Dihimedanmalla,034,306.0
38634,Khashmallick,035,306.0
38635,Baikunthapur,036,306.0
38636,Biral Dhamnagar,037,306.0
38637,Uttar Kalyanpur,038,306.0
38638,Khodarbajar,040,306.0
38639,Dakshin Kalyanpur,041,306.0
38640,Madhya Kalyanpur,042,306.0
38641,Dhopagachhi,043,306.0
38642,Jagadishpur,044,306.0
38643,Tangtala,045,306.0
38644,Chandipur,046,306.0
38645,Chak Alampur,047,306.0
38646,Chakarberh,048,306.0
38647,Nihata,049,306.0
38648,Sanpukuria,050,306.0
38649,Pashchim Madhabpur,051,306.0
38650,Kundarali,052,306.0
38651,Kalikapur,053,306.0
38652,Malyapur,054,306.0
38653,Maheshpur,055,306.0
38654,Sonagachhi,056,306.0
38655,Gopalpur,057,306.0
38656,Bagdaha,058,306.0
38657,Dhanaberia,059,306.0
38658,Chandanpukur,060,306.0
38659,Durgapur-Gajipur,061,306.0
38660,Mamudpur,062,306.0
38661,Indrapala,063,306.0
38662,Shikharbali,064,306.0
38663,Tripura Nagar,065,306.0
38664,Beliaghata,067,306.0
38665,Pashchim Ramnagar,068,306.0
38666,Komarhat,069,306.0
38667,Mirpur,070,306.0
38668,Banbere,071,306.0
38669,Tularbada,072,306.0
38670,Kanthalberia,073,306.0
38671,Shankarpur,074,306.0
38672,Khanpur,075,306.0
38673,Ratanpur,076,306.0
38674,Alampur,077,306.0
38675,Teka,078,306.0
38676,Balbalia,079,306.0
38677,Durg,080,306.0
38678,Nore,081,306.0
38679,Gajirhat,082,306.0
38680,Dadpur,083,306.0
38681,Keshbpur,084,306.0
38682,Ganggaduyara,085,306.0
38683,Rajgara,086,306.0
38684,Gocharan,087,306.0
38685,Panchgachhia,088,306.0
38686,Keyatala,089,306.0
38687,Nachangachha,090,306.0
38688,Kumdakhali,091,306.0
38689,Bhantpoya,092,306.0
38690,Ramchandrapur,093,306.0
38691,Beledahari,094,306.0
38692,Teurhat,095,306.0
38693,Seyadpur,096,306.0
38694,Purushottampur,098,306.0
38695,Pashchim Mallikapur,099,306.0
38696,Serpur,100,306.0
38697,Alipur,101,306.0
38698,Surjapur,102,306.0
38699,Chandkhali,103,306.0
38700,Padmajala,104,306.0
38701,Rana,105,306.0
38702,Shakharipukur,106,306.0
38703,Dudhnai,107,306.0
38704,Sitakundu,108,306.0
38705,Baje Orencha,109,306.0
38706,Madhabpur,110,306.0
38707,Fuldubi,111,306.0
38708,Chitrashali,112,306.0
38709,Uttarbhag,113,306.0
38710,Kalabadu,114,306.0
38711,Chhayani,115,306.0
38712,Tengarberia,116,306.0
38713,Jay Krishna Nagar,117,306.0
38714,Kurali,118,306.0
38715,Ramdhari,119,306.0
38716,Ghola,120,306.0
38717,Dakshinghola,121,306.0
38718,Harimul,122,306.0
38719,Jelerhat,123,306.0
