id,name,jl_number,block_id
11406,Rana,039,101.0
11407,Krishnanagar,040,101.0
11408,Palgoria,041,101.0
11409,Bachhri,042,101.0
11410,Danpatia,043,101.0
11411,Chilara,044,101.0
11412,Sajnagachi,045,101.0
11413,Ganeshpur,046,101.0
11414,Paschim - Gajipur,047,101.0
11415,Garchumuk,048,101.0
11416,Bar - Garchumuk,049,101.0
11417,Bargram,050,101.0
11418,Jowarkol,051,101.0
11419,Chhoto - Radhanagar,052,101.0
11420,Narottampur,053,101.0
11421,Ankul,054,101.0
11422,Moula,055,101.0
11423,Satghara,056,101.0
11424,Kharuberia,057,101.0
11425,Radhanagar,058,101.0
11426,Tripurapur,059,101.0
11427,Khajri,060,101.0
11428,Sadashibpur,061,101.0
11429,Uddhabpur,062,101.0
11430,Paschim - Basudevpur,063,101.0
11431,Ramnagar,064,101.0
11432,Anantapur,065,101.0
11433,Jhumjumi,066,101.0
11434,Narikeldaha,067,101.0
11435,Dehi - Mondalghat,068,101.0
11436,Ajodhya,071,101.0
11437,Chalitapara,072,101.0
11438,Sultanpur,073,101.0
11439,Bainchi,074,101.0
11440,Narayanpur,075,101.0
11441,Gobindapur,076,101.0
11442,Joynagore,077,101.0
11443,Morshal,078,101.0
11451,Krishnapur Chandanpur,001,103.0
11452,Iswarbaha,002,103.0
11453,Debanandapur,003,103.0
11454,Manushpur,004,103.0
11455,Kajidanga,005,103.0
11456,Naldanga,006,103.0
11457,Keota,007,103.0
11458,Balagarh,008,103.0
11459,Bali,009,103.0
11460,Kapasdangga,010,103.0
11461,Narayanpur,011,103.0
11462,Kodaliya,012,103.0
11463,Kanagarh,013,103.0
11464,Akna,014,103.0
11465,Benabharui,015,103.0
11466,Simla,016,103.0
11467,Dharmapur,017,103.0
11468,Kulihanda,018,103.0
11469,Hooghly,019,103.0
11470,Chinsurah,020,103.0
11471,Uttar Chandannagar,021,103.0
11472,Khamarpada,022,103.0
11473,Char Kona,023,103.0
11474,Hoyera,101,103.0
11475,Madhupur,102,103.0
11476,Talandu,103,103.0
11477,Taragun,104,103.0
11478,Fatepur,105,103.0
11479,Champarui,106,103.0
11480,Asfal,107,103.0
11481,Bagri,108,103.0
11482,Dahar Chaklai,109,103.0
11483,Gannegarh,110,103.0
11484,Raypur,111,103.0
11485,Digsui,112,103.0
11486,Mamudpur,113,103.0
11487,Kabirhati,114,103.0
11488,Rajarambati,115,103.0
11489,Naksa,116,103.0
11490,Bharatpur,117,103.0
11491,Hediapota,118,103.0
11492,Purushottampur,119,103.0
11493,Kola,120,103.0
11494,Hansgharah,121,103.0
11495,Jaypur,122,103.0
11496,Dadpur,123,103.0
11497,Demra,124,103.0
11498,Madhusudanpur,125,103.0
11499,Raghunathpur,126,103.0
11500,Refaitpur,129,103.0
11501,Banpara,131,103.0
11502,Gaharpur,132,103.0
11503,Uttar Hazipur,133,103.0
11504,Benipur,134,103.0
11505,Raghabpur,135,103.0
11506,Tribeni Baikunthapur,136,103.0
11507,Shibpur,137,103.0
11508,Shankhanagar,138,103.0
11509,Basudebpur,139,103.0
11510,Amodghata,140,103.0
11511,Gajaghanta,141,103.0
11512,Minajpur,142,103.0
11513,Alikhoja,143,103.0
11514,Dingalhat,144,103.0
11515,Saptagram,145,103.0
11516,Dakshin Hajipur,146,103.0
11517,Chhotokhejuria,147,103.0
11518,Tegharia,148,103.0
11519,BaroKhejuria,149,103.0
11520,Trishbigha,150,103.0
11521,Namajgor,151,103.0
11522,Chak Banshberia,152,103.0
11523,Banshaberia,153,103.0
11525,Meghsar,002,104.0
11526,Sheetala,003,104.0
11527,Kagjipara,004,104.0
11529,Paranchapur,006,104.0
11530,Sudarshan,007,104.0
11532,Dakshinpara,009,104.0
11534,Balichara,011,104.0
11536,Kasemaligarh,013,104.0
11537,Birpala,014,104.0
11538,Radhanagar,015,104.0
11539,Basudebbati,016,104.0
11541,Ekbalpur,018,104.0
11543,Sultangachha,020,104.0
11544,Kapashtikri,021,104.0
11545,Jot Kalidas,022,104.0
11546,Akna,023,104.0
11547,Prasadpur,024,104.0
11551,Jhanpa,028,104.0
11556,Manipur,033,104.0
11557,Sonatikri,034,104.0
11558,Gopalnagar,035,104.0
11559,Meria,036,104.0
11561,Patna Bhairabpur,038,104.0
11565,Goaljore,042,104.0
11567,Sarangpur,044,104.0
11568,Mirjapur,045,104.0
11571,Bansaye,048,104.0
11572,Kedanagar,049,104.0
11574,Araji Jotchandi,051,104.0
11575,Barunanpara,052,104.0
11576,Soya,053,104.0
11581,Belgare,058,104.0
11582,Chautara,059,104.0
11583,Bhaturia,060,104.0
11584,Ramnagar,061,104.0
11586,Gotu,063,104.0
11587,Ampala,064,104.0
11590,Barakpurnowpara,067,104.0
11594,Sugandha,071,104.0
11598,Jagannathbati,075,104.0
11601,Payradanga,078,104.0
11606,Ranirbheri,083,104.0
11608,Dakatiarbheri,085,104.0
11611,Dubirbheri,088,104.0
11612,Nejampur,089,104.0
11614,Bahir Ranagachha,091,104.0
11615,Dogachhiya,092,104.0
11616,Jarura,093,104.0
11617,Bhushoyara,094,104.0
11619,Sankarbati,096,104.0
11620,Nagarpara,001,104.0
11624,Ramnathpur,005,104.0
11627,Hamidpur,108,104.0
11629,Harmala,010,104.0
11631,Uttar Dadpur,012,104.0
11636,Malipara,017,104.0
11638,Dalimba,019,104.0
11644,Milchita,025,104.0
11645,Hosenabad,026,104.0
11646,Dhuliara,027,104.0
11648,Tarabihari,029,104.0
11649,Baral Malimpur,030,104.0
11650,Bhatua,031,104.0
11651,Atpukur,032,104.0
11656,Khei,037,104.0
11658,Kasundipara,039,104.0
11659,Sangrampur,040,104.0
11660,Gaula,041,104.0
11662,Khatni,043,104.0
11665,Jatarpur,046,104.0
11666,Pawnan,047,104.0
11669,Amnan,050,104.0
11673,Ochai,054,104.0
11674,Polba,055,104.0
11675,Bhoyagachi,056,104.0
11676,Shibrampur,057,104.0
11681,Kashwara,062,104.0
11683,Rajhat,065,104.0
11684,Nandipur,066,104.0
11686,Kalora,068,104.0
11687,Panchrakhi,069,104.0
11688,Purushottambati,070,104.0
11690,Patul,072,104.0
11691,Kamdebpur,073,104.0
11692,Amarpur,074,104.0
11694,Maheshpur,076,104.0
11695,Arenga,077,104.0
11697,Jadabpur,079,104.0
11698,Narayanpara,080,104.0
11699,Binodpur,081,104.0
11700,Maheshwarbati,082,104.0
11702,Purba Jalarbheri,084,104.0
11704,Karicharbheri,086,104.0
11705,Ugli,087,104.0
11708,Ranagachha,090,104.0
11713,Amdabad,095,104.0
11715,Bilatpur,197,104.0
11716,Khurigachhi,198,104.0
11717,Zerur,001,105.0
11718,Harirampur,002,105.0
11719,Chaughata,003,105.0
11720,Uttarjagannathpur,004,105.0
11721,Gur Bari,005,105.0
11722,Uttar Mamudpur,006,105.0
11723,Mahishgariah,007,105.0
11724,Chopa,008,105.0
11725,Baidyapur,009,105.0
11726,Bongshipur,010,105.0
11727,Balidanga,011,105.0
11728,Khanpur,012,105.0
11729,Katgarah,013,105.0
11730,Hridayrampur,014,105.0
11731,Raghabindubati,015,105.0
11732,Hajipur,016,105.0
11733,Kasipur,017,105.0
11734,Maharampur,018,105.0
11735,Dakshin Shankarpur,019,105.0
11736,Madpur,020,105.0
11737,Sirijpur,021,105.0
11738,Rajipur,022,105.0
11739,Salalpur,023,105.0
11740,Byashpur,024,105.0
11741,Dedhara,025,105.0
11742,Pashchim Banpur,026,105.0
11743,Baharampur,027,105.0
11744,Ganggeshnagar,028,105.0
11745,Dashghara,029,105.0
11746,Shrikrishnapur,030,105.0
11747,Dighir,031,105.0
11748,Ballabhipur,032,105.0
11749,Nimdanga,033,105.0
