0,1,2,3,4,5,6,7,8
956,76,,,5,7,24,2016-04-30 09:54:37.862274,2016-04-30 09:54:37.862274
957,183,,,5,9,24,2016-04-30 09:54:51.025767,2016-04-30 09:54:51.025767
958,183,,,5,8,24,2016-04-30 09:54:54.803106,2016-04-30 09:54:54.803106
959,183,,,5,7,24,2016-04-30 09:55:00.374439,2016-04-30 09:55:00.374439
960,132,,,6,9,24,2016-04-30 09:56:10.004150,2016-04-30 09:56:10.004150
961,132,,,6,8,24,2016-04-30 09:56:23.309304,2016-04-30 09:56:23.309304
962,132,,,6,7,24,2016-04-30 09:56:32.323246,2016-04-30 09:56:32.323246
963,76,,,6,9,24,2016-04-30 09:58:24.751216,2016-04-30 09:58:24.751216
964,76,,,6,8,24,2016-04-30 09:58:29.542708,2016-04-30 09:58:29.542708
965,76,,,6,7,24,2016-04-30 09:58:35.429829,2016-04-30 09:58:35.429829
966,183,,,6,9,24,2016-04-30 09:58:43.326040,2016-04-30 09:58:43.326040
967,183,,,6,8,24,2016-04-30 09:58:47.113136,2016-04-30 09:58:47.113136
968,183,,,6,7,24,2016-04-30 09:58:51.081703,2016-04-30 09:58:51.081703
969,122,,,4,9,56,2016-04-30 09:59:36.653717,2016-04-30 09:59:36.653717
970,122,,,4,8,56,2016-04-30 09:59:43.041448,2016-04-30 09:59:43.041448
971,122,,,4,7,56,2016-04-30 09:59:55.753009,2016-04-30 09:59:55.753009
972,103,,,4,9,56,2016-04-30 10:00:07.234397,2016-04-30 10:00:07.234397
973,103,,,4,8,56,2016-04-30 10:00:11.574825,2016-04-30 10:00:11.574825
974,103,,,4,7,56,2016-04-30 10:00:17.097931,2016-04-30 10:00:17.097931
975,209,,,4,9,56,2016-04-30 10:00:26.996761,2016-04-30 10:00:26.996761
976,209,,,4,8,56,2016-04-30 10:04:27.936429,2016-04-30 10:04:27.936429
977,209,,,4,7,56,2016-04-30 10:04:32.525272,2016-04-30 10:04:32.525272
978,122,,,5,9,28,2016-04-30 10:04:55.373664,2016-04-30 10:04:55.373664
979,122,,,5,8,28,2016-04-30 10:04:59.505518,2016-04-30 10:04:59.505518
980,122,,,5,7,28,2016-04-30 10:05:03.665109,2016-04-30 10:05:03.665109
981,103,,,5,9,28,2016-04-30 10:05:12.500245,2016-04-30 10:05:12.500245
982,103,,,5,8,28,2016-04-30 10:05:17.535192,2016-04-30 10:05:17.535192
983,103,,,5,7,28,2016-04-30 10:05:22.407993,2016-04-30 10:05:22.407993
984,209,,,5,9,28,2016-04-30 10:05:31.464512,2016-04-30 10:05:31.464512
985,209,,,5,8,28,2016-04-30 10:05:36.897854,2016-04-30 10:05:36.897854
986,209,,,5,7,28,2016-04-30 10:05:50.527942,2016-04-30 10:05:50.527942
987,122,,,6,9,28,2016-04-30 10:06:08.086111,2016-04-30 10:06:08.086111
988,122,,,6,8,28,2016-04-30 10:06:12.955694,2016-04-30 10:06:12.955694
989,122,,,6,7,28,2016-04-30 10:06:17.676118,2016-04-30 10:06:17.676118
990,103,,,6,9,28,2016-04-30 10:06:24.549578,2016-04-30 10:06:24.549578
991,103,,,6,8,28,2016-04-30 10:06:31.132015,2016-04-30 10:06:31.132015
992,103,,,6,7,28,2016-04-30 10:06:37.860827,2016-04-30 10:06:37.860827
993,209,,,6,9,28,2016-04-30 10:06:49.247137,2016-04-30 10:06:49.247137
994,209,,,6,8,28,2016-04-30 10:06:53.586658,2016-04-30 10:06:53.586658
995,209,,,6,7,28,2016-04-30 10:06:58.394628,2016-04-30 10:06:58.394628
996,131,,,4,9,40,2016-04-30 10:07:47.252510,2016-04-30 10:07:47.252510
997,131,,,4,8,40,2016-04-30 10:07:51.397542,2016-04-30 10:07:51.397542
998,131,,,4,7,40,2016-04-30 10:07:57.678294,2016-04-30 10:07:57.678294
999,75,,,4,9,40,2016-04-30 10:08:07.458727,2016-04-30 10:08:07.458727
1000,75,,,4,8,40,2016-04-30 10:08:12.144986,2016-04-30 10:08:12.144986
1001,75,,,4,7,40,2016-04-30 10:08:19.308140,2016-04-30 10:08:19.308140
1002,182,,,4,9,40,2016-04-30 10:08:29.883981,2016-04-30 10:08:29.883981
1003,182,,,4,8,40,2016-04-30 10:08:34.295356,2016-04-30 10:08:34.295356
1004,182,,,4,7,40,2016-04-30 10:08:41.154815,2016-04-30 10:08:41.154815
1005,131,,,5,9,32,2016-04-30 10:09:30.317673,2016-04-30 10:09:30.317673
1006,131,,,5,8,32,2016-04-30 10:09:34.569720,2016-04-30 10:09:34.569720
1007,131,,,5,7,32,2016-04-30 10:09:39.295117,2016-04-30 10:09:39.295117
1008,75,,,5,9,32,2016-04-30 10:09:52.080619,2016-04-30 10:09:52.080619
1009,75,,,5,8,32,2016-04-30 10:09:57.642710,2016-04-30 10:09:57.642710
1010,75,,,5,7,32,2016-04-30 10:10:02.608444,2016-04-30 10:10:02.608444
1011,182,,,5,9,32,2016-04-30 10:10:10.964740,2016-04-30 10:10:10.964740
1012,182,,,5,8,32,2016-04-30 10:10:15.803857,2016-04-30 10:10:15.803857
1013,182,,,5,7,32,2016-04-30 10:10:20.929947,2016-04-30 10:10:20.929947
1014,131,,,6,9,32,2016-04-30 10:10:35.880332,2016-04-30 10:10:35.880332
1015,131,,,6,8,32,2016-04-30 10:10:40.074656,2016-04-30 10:10:40.074656
1016,131,,,6,7,32,2016-04-30 10:10:44.749480,2016-04-30 10:10:44.749480
1017,75,,,6,9,32,2016-04-30 10:10:54.527354,2016-04-30 10:10:54.527354
1018,75,,,6,8,32,2016-04-30 10:11:00.064412,2016-04-30 10:11:00.064412
1019,75,,,6,7,32,2016-04-30 10:11:05.769783,2016-04-30 10:11:05.769783
1020,182,,,6,9,32,2016-04-30 10:11:16.984170,2016-04-30 10:11:16.984170
1021,182,,,6,8,32,2016-04-30 10:11:21.016852,2016-04-30 10:11:21.016852
1022,182,,,6,7,32,2016-04-30 10:11:26.086057,2016-04-30 10:11:26.086057
1023,137,,,4,9,12,2016-04-30 10:12:08.555168,2016-04-30 10:12:08.555168
1024,137,,,4,8,12,2016-04-30 10:12:13.894128,2016-04-30 10:12:13.894128
1025,137,,,4,7,12,2016-04-30 10:12:19.215937,2016-04-30 10:12:19.215937
1026,81,,,4,9,12,2016-04-30 10:12:29.202551,2016-04-30 10:12:29.202551
1027,81,,,4,8,12,2016-04-30 10:12:33.220898,2016-04-30 10:12:33.220898
1028,81,,,4,7,12,2016-04-30 10:12:41.008488,2016-04-30 10:12:41.008488
1029,186,,,4,9,12,2016-04-30 10:12:51.704325,2016-04-30 10:12:51.704325
1030,186,,,4,8,12,2016-04-30 10:12:55.502479,2016-04-30 10:12:55.502479
1031,186,,,4,7,12,2016-04-30 10:13:00.151016,2016-04-30 10:13:00.151016
1032,137,,,5,9,12,2016-04-30 10:13:14.319342,2016-04-30 10:13:14.319342
1033,137,,,5,8,12,2016-04-30 10:13:18.583093,2016-04-30 10:13:18.583093
1034,137,,,5,7,12,2016-04-30 10:13:25.875380,2016-04-30 10:13:25.875380
1035,81,,,5,9,12,2016-04-30 10:13:34.893440,2016-04-30 10:13:34.893440
1036,81,,,5,8,12,2016-04-30 10:13:38.728574,2016-04-30 10:13:38.728574
1037,81,,,5,7,12,2016-04-30 10:13:44.572722,2016-04-30 10:13:44.572722
1038,186,,,5,9,12,2016-04-30 10:13:52.711939,2016-04-30 10:13:52.711939
1039,186,,,5,8,12,2016-04-30 10:13:57.319737,2016-04-30 10:13:57.319737
1040,186,,,5,7,12,2016-04-30 10:14:03.406439,2016-04-30 10:14:03.406439
1041,137,,,6,9,12,2016-04-30 10:14:18.132951,2016-04-30 10:14:18.132951
1042,137,,,6,8,12,2016-04-30 10:14:22.448936,2016-04-30 10:14:22.448936
1043,137,,,6,7,12,2016-04-30 10:14:28.270275,2016-04-30 10:14:28.270275
1044,81,,,6,9,12,2016-04-30 10:14:35.082519,2016-04-30 10:14:35.082519
1045,81,,,6,8,12,2016-04-30 10:14:39.067441,2016-04-30 10:14:39.067441
1046,81,,,6,7,12,2016-04-30 10:14:44.404049,2016-04-30 10:14:44.404049
1047,186,,,6,9,12,2016-04-30 10:14:50.362363,2016-04-30 10:14:50.362363
1048,186,,,6,8,12,2016-04-30 10:14:54.411640,2016-04-30 10:14:54.411640
1049,186,,,6,7,12,2016-04-30 10:14:59.405969,2016-04-30 10:14:59.405969
1050,127,,,4,9,80,2016-04-30 10:24:37.293965,2016-04-30 10:24:37.293965
1051,127,,,4,8,80,2016-04-30 10:24:46.233100,2016-04-30 10:24:46.233100
1052,127,,,4,7,80,2016-04-30 10:25:00.530467,2016-04-30 10:25:00.530467
1053,127,,,5,9,40,2016-04-30 10:25:14.386505,2016-04-30 10:25:14.386505
1054,127,,,5,8,40,2016-04-30 10:25:25.289377,2016-04-30 10:25:25.289377
1055,127,,,5,7,40,2016-04-30 10:25:33.500337,2016-04-30 10:25:33.500337
1056,127,,,6,9,40,2016-04-30 10:25:43.708367,2016-04-30 10:25:43.708367
1057,127,,,6,8,40,2016-04-30 10:25:49.332756,2016-04-30 10:25:49.332756
1058,127,,,6,8,40,2016-04-30 10:26:01.747720,2016-04-30 10:26:01.747720
1059,127,,,6,7,40,2016-04-30 10:26:11.055407,2016-04-30 10:26:11.055407
1060,72,,,4,9,80,2016-04-30 10:26:27.697781,2016-04-30 10:26:27.697781
1061,72,,,4,8,80,2016-04-30 10:26:32.695215,2016-04-30 10:26:32.695215
1062,72,,,4,7,80,2016-04-30 10:26:40.054577,2016-04-30 10:26:40.054577
1063,72,,,5,9,40,2016-04-30 10:26:55.359707,2016-04-30 10:26:55.359707
1064,72,,,5,8,40,2016-04-30 10:26:59.349731,2016-04-30 10:26:59.349731
1065,72,,,5,7,40,2016-04-30 10:27:03.610418,2016-04-30 10:27:03.610418
1066,72,,,6,9,40,2016-04-30 10:27:19.691616,2016-04-30 10:27:19.691616
1067,72,,,6,8,40,2016-04-30 10:27:23.428722,2016-04-30 10:27:23.428722
1068,72,,,6,7,40,2016-04-30 10:27:32.591732,2016-04-30 10:27:32.591732
1069,179,,,4,9,80,2016-04-30 10:27:59.370079,2016-04-30 10:27:59.370079
1070,179,,,4,8,80,2016-04-30 10:28:06.990300,2016-04-30 10:28:06.990300
1071,179,,,4,7,80,2016-04-30 10:28:11.786774,2016-04-30 10:28:11.786774
1072,179,,,5,9,40,2016-04-30 10:28:28.748902,2016-04-30 10:28:28.748902
1073,179,,,5,8,40,2016-04-30 10:28:33.830097,2016-04-30 10:28:33.830097
1074,179,,,5,7,40,2016-04-30 10:28:40.126223,2016-04-30 10:28:40.126223
1075,179,,,6,9,40,2016-04-30 10:28:51.577577,2016-04-30 10:28:51.577577
1076,179,,,6,8,40,2016-04-30 10:28:55.593996,2016-04-30 10:28:55.593996
1077,179,,,6,7,40,2016-04-30 10:28:59.406326,2016-04-30 10:28:59.406326
1078,128,,,4,9,56,2016-04-30 10:29:34.263701,2016-04-30 10:29:34.263701
1079,128,,,4,8,56,2016-04-30 10:29:38.247190,2016-04-30 10:29:38.247190
1080,128,,,4,7,56,2016-04-30 10:29:43.203469,2016-04-30 10:29:43.203469
1081,73,,,4,9,56,2016-04-30 10:30:07.133055,2016-04-30 10:30:07.133055
1082,73,,,4,8,56,2016-04-30 10:30:11.383010,2016-04-30 10:30:11.383010
1083,73,,,4,7,56,2016-04-30 10:30:17.298224,2016-04-30 10:30:17.298224
1084,180,,,4,9,56,2016-04-30 10:30:27.650822,2016-04-30 10:30:27.650822
1085,180,,,4,8,56,2016-04-30 10:30:31.018720,2016-04-30 10:30:31.018720
1086,180,,,4,7,56,2016-04-30 10:30:35.168120,2016-04-30 10:30:35.168120
1087,128,,,5,9,28,2016-04-30 10:30:54.464088,2016-04-30 10:30:54.464088
1088,128,,,5,8,28,2016-04-30 10:30:58.064124,2016-04-30 10:30:58.064124
1089,128,,,5,7,28,2016-04-30 10:31:02.844299,2016-04-30 10:31:02.844299
1090,73,,,5,9,28,2016-04-30 10:31:09.514327,2016-04-30 10:31:09.514327
1091,73,,,5,8,28,2016-04-30 10:31:14.224796,2016-04-30 10:31:14.224796
1092,73,,,5,7,28,2016-04-30 10:31:20.730115,2016-04-30 10:31:20.730115
1093,180,,,5,9,28,2016-04-30 10:31:30.669730,2016-04-30 10:31:30.669730
1094,180,,,5,8,28,2016-04-30 10:31:34.390870,2016-04-30 10:31:34.390870
1095,180,,,5,7,28,2016-04-30 10:31:40.275124,2016-04-30 10:31:40.275124
1096,128,,,6,9,28,2016-04-30 10:31:57.927195,2016-04-30 10:31:57.927195
1097,128,,,6,8,28,2016-04-30 10:32:01.928429,2016-04-30 10:32:01.928429
1098,128,,,6,7,28,2016-04-30 10:32:08.266703,2016-04-30 10:32:08.266703
1099,73,,,6,9,28,2016-04-30 10:32:17.977304,2016-04-30 10:32:17.977304
1100,73,,,6,8,28,2016-04-30 10:32:23.289708,2016-04-30 10:32:23.289708
1101,73,,,6,7,28,2016-04-30 10:32:28.059767,2016-04-30 10:32:28.059767
1102,180,,,6,9,28,2016-04-30 10:32:34.763435,2016-04-30 10:32:34.763435
1103,180,,,6,8,28,2016-04-30 10:32:39.049652,2016-04-30 10:32:39.049652
1104,180,,,6,7,28,2016-04-30 10:32:44.040291,2016-04-30 10:32:44.040291
1105,160,,,4,9,56,2016-04-30 10:42:05.483574,2016-04-30 10:42:05.483574
1107,160,,,4,7,56,2016-04-30 10:42:16.568081,2016-04-30 10:42:16.568081
1108,105,,,4,9,56,2016-04-30 10:42:25.197911,2016-04-30 10:42:25.197911
1109,105,,,4,8,56,2016-04-30 10:42:29.808405,2016-04-30 10:42:29.808405
1111,213,,,4,9,56,2016-04-30 10:42:46.556246,2016-04-30 10:42:46.556246
1113,213,,,4,7,56,2016-04-30 10:42:56.068116,2016-04-30 10:42:56.068116
1115,160,,,5,8,28,2016-04-30 10:43:28.805090,2016-04-30 10:43:28.805090
1117,105,,,5,9,28,2016-04-30 10:43:45.360657,2016-04-30 10:43:45.360657
1120,213,,,5,9,28,2016-04-30 10:44:06.866221,2016-04-30 10:44:06.866221
1106,160,,,4,8,56,2016-04-30 10:42:10.975478,2016-04-30 10:42:10.975478
1110,105,,,4,7,56,2016-04-30 10:42:34.570805,2016-04-30 10:42:34.570805
1112,213,,,4,8,56,2016-04-30 10:42:51.029325,2016-04-30 10:42:51.029325
1114,160,,,5,9,28,2016-04-30 10:43:24.595973,2016-04-30 10:43:24.595973
1116,160,,,5,7,28,2016-04-30 10:43:33.553648,2016-04-30 10:43:33.553648
1118,105,,,5,8,28,2016-04-30 10:43:48.918613,2016-04-30 10:43:48.918613
1119,105,,,5,7,28,2016-04-30 10:43:56.993684,2016-04-30 10:43:56.993684
1121,213,,,5,8,28,2016-04-30 10:44:14.154982,2016-04-30 10:44:14.154982
1122,213,,,5,7,28,2016-04-30 10:44:21.424670,2016-04-30 10:44:21.424670
1124,160,,,6,8,28,2016-04-30 10:44:42.442510,2016-04-30 10:44:42.442510
1123,160,,,6,9,28,2016-04-30 10:44:33.492122,2016-04-30 10:44:33.492122
1125,160,,,6,7,28,2016-04-30 10:44:47.399160,2016-04-30 10:44:47.399160
1126,105,,,6,9,28,2016-04-30 10:44:54.094077,2016-04-30 10:44:54.094077
1127,105,,,6,8,28,2016-04-30 10:44:58.192400,2016-04-30 10:44:58.192400
1128,105,,,6,7,28,2016-04-30 10:45:03.992036,2016-04-30 10:45:03.992036
1129,213,,,6,9,28,2016-04-30 10:45:13.395144,2016-04-30 10:45:13.395144
1130,213,,,6,8,28,2016-04-30 10:45:19.036216,2016-04-30 10:45:19.036216
1131,213,,,6,7,28,2016-04-30 10:45:23.424532,2016-04-30 10:45:23.424532
1132,143,,,4,9,48,2016-04-30 10:46:38.471794,2016-04-30 10:46:38.471794
1133,143,,,4,8,48,2016-04-30 10:46:43.173935,2016-04-30 10:46:43.173935
1134,143,,,4,7,48,2016-04-30 10:46:47.339827,2016-04-30 10:46:47.339827
1135,87,,,4,9,48,2016-04-30 10:47:00.951433,2016-04-30 10:47:00.951433
1136,87,,,4,8,48,2016-04-30 10:47:05.163189,2016-04-30 10:47:05.163189
1137,87,,,4,7,48,2016-04-30 10:47:13.068416,2016-04-30 10:47:13.068416
1138,193,,,4,9,48,2016-04-30 10:47:24.167025,2016-04-30 10:47:24.167025
1139,193,,,4,8,48,2016-04-30 10:47:28.701675,2016-04-30 10:47:28.701675
1140,193,,,4,7,48,2016-04-30 10:47:34.042137,2016-04-30 10:47:34.042137
1141,143,,,5,9,60,2016-04-30 10:48:03.834625,2016-04-30 10:48:03.834625
1142,143,,,5,8,60,2016-04-30 10:48:07.940455,2016-04-30 10:48:07.940455
1143,143,,,5,7,60,2016-04-30 10:48:16.782205,2016-04-30 10:48:16.782205
1144,87,,,5,9,60,2016-04-30 10:48:30.388635,2016-04-30 10:48:30.388635
1145,87,,,5,8,60,2016-04-30 10:48:35.133401,2016-04-30 10:48:35.133401
1146,87,,,5,7,60,2016-04-30 10:48:43.916979,2016-04-30 10:48:43.916979
1147,193,,,5,9,60,2016-04-30 10:48:55.024009,2016-04-30 10:48:55.024009
1148,193,,,5,8,60,2016-04-30 10:48:59.181023,2016-04-30 10:48:59.181023
1149,193,,,5,7,60,2016-04-30 10:49:06.398520,2016-04-30 10:49:06.398520
1150,143,,,6,9,60,2016-04-30 10:50:06.193319,2016-04-30 10:50:06.193319
1151,143,,,6,8,60,2016-04-30 10:50:10.009241,2016-04-30 10:50:10.009241
1152,143,,,6,7,60,2016-04-30 10:50:15.715171,2016-04-30 10:50:15.715171
1153,87,,,6,9,60,2016-04-30 10:50:23.651413,2016-04-30 10:50:23.651413
1154,87,,,6,8,60,2016-04-30 10:50:28.757465,2016-04-30 10:50:28.757465
1155,87,,,6,7,60,2016-04-30 10:50:33.908665,2016-04-30 10:50:33.908665
1156,193,,,6,9,60,2016-04-30 10:50:47.540581,2016-04-30 10:50:47.540581
1157,193,,,6,8,60,2016-04-30 10:50:52.023117,2016-04-30 10:50:52.023117
1158,193,,,6,7,60,2016-04-30 10:50:57.612833,2016-04-30 10:50:57.612833
1159,150,,,4,9,80,2016-04-30 10:51:33.601153,2016-04-30 10:51:33.601153
1160,150,,,4,8,80,2016-04-30 10:51:37.147661,2016-04-30 10:51:37.147661
1161,150,,,4,7,80,2016-04-30 10:51:41.772855,2016-04-30 10:51:41.772855
1162,96,,,4,9,80,2016-04-30 10:51:51.736742,2016-04-30 10:51:51.736742
1163,96,,,4,8,80,2016-04-30 10:51:55.459531,2016-04-30 10:51:55.459531
1164,96,,,4,7,80,2016-04-30 10:51:59.792582,2016-04-30 10:51:59.792582
1165,204,,,4,9,80,2016-04-30 10:52:09.508067,2016-04-30 10:52:09.508067
1166,204,,,4,8,80,2016-04-30 10:52:13.688186,2016-04-30 10:52:13.688186
1167,204,,,4,7,80,2016-04-30 10:52:18.577699,2016-04-30 10:52:18.577699
1168,150,,,5,9,32,2016-04-30 10:52:41.233533,2016-04-30 10:52:41.233533
1169,150,,,5,8,32,2016-04-30 10:52:46.064156,2016-04-30 10:52:46.064156
1170,150,,,5,7,32,2016-04-30 10:52:55.018837,2016-04-30 10:52:55.018837
1171,96,,,5,9,32,2016-04-30 10:53:04.157025,2016-04-30 10:53:04.157025
1172,96,,,5,8,32,2016-04-30 10:53:08.353128,2016-04-30 10:53:08.353128
1173,96,,,5,7,32,2016-04-30 10:53:12.717713,2016-04-30 10:53:12.717713
1174,204,,,5,9,32,2016-04-30 10:53:20.659704,2016-04-30 10:53:20.659704
1175,204,,,5,8,32,2016-04-30 10:53:41.159137,2016-04-30 10:53:41.159137
1176,204,,,5,7,32,2016-04-30 10:53:48.881703,2016-04-30 10:53:48.881703
1177,150,,,6,9,32,2016-04-30 11:01:35.254694,2016-04-30 11:01:35.254694
1178,150,,,6,8,32,2016-04-30 11:01:39.110407,2016-04-30 11:01:39.110407
1179,150,,,6,7,32,2016-04-30 11:01:44.221617,2016-04-30 11:01:44.221617
1180,96,,,6,9,32,2016-04-30 11:02:12.293125,2016-04-30 11:02:12.293125
1181,96,,,6,8,32,2016-04-30 11:02:16.428501,2016-04-30 11:02:16.428501
1182,96,,,6,7,32,2016-04-30 11:02:21.308970,2016-04-30 11:02:21.308970
1183,204,,,6,9,32,2016-04-30 11:02:28.794647,2016-04-30 11:02:28.794647
1184,204,,,6,8,32,2016-04-30 11:02:33.453474,2016-04-30 11:02:33.453474
1185,204,,,6,7,32,2016-04-30 11:02:39.334463,2016-04-30 11:02:39.334463
1186,164,,,4,9,60,2016-04-30 11:04:01.907732,2016-04-30 11:04:01.907732
1187,164,,,4,8,60,2016-04-30 11:04:05.705684,2016-04-30 11:04:05.705684
1188,164,,,4,7,60,2016-04-30 11:04:10.090836,2016-04-30 11:04:10.090836
1189,110,,,4,9,60,2016-04-30 11:04:19.009639,2016-04-30 11:04:19.009639
1190,110,,,4,8,60,2016-04-30 11:04:22.912946,2016-04-30 11:04:22.912946
1191,110,,,4,7,60,2016-04-30 11:04:27.599881,2016-04-30 11:04:27.599881
1192,217,,,4,9,60,2016-04-30 11:04:34.607895,2016-04-30 11:04:34.607895
1193,217,,,4,8,60,2016-04-30 11:04:38.348721,2016-04-30 11:04:38.348721
1194,217,,,4,7,60,2016-04-30 11:04:44.734626,2016-04-30 11:04:44.734626
1195,164,,,5,9,320,2016-04-30 11:05:04.311802,2016-04-30 11:05:04.311802
1196,164,,,5,8,320,2016-04-30 11:05:08.068106,2016-04-30 11:05:08.068106
1197,164,,,5,7,320,2016-04-30 11:05:12.888432,2016-04-30 11:05:12.888432
1198,110,,,5,9,320,2016-04-30 11:05:22.766412,2016-04-30 11:05:22.766412
1199,110,,,5,8,320,2016-04-30 11:05:27.131363,2016-04-30 11:05:27.131363
1200,110,,,5,7,320,2016-04-30 11:05:32.281658,2016-04-30 11:05:32.281658
1201,217,,,5,9,320,2016-04-30 11:05:41.051202,2016-04-30 11:05:41.051202
1202,217,,,5,8,320,2016-04-30 11:05:44.835185,2016-04-30 11:05:44.835185
1203,217,,,5,7,320,2016-04-30 11:05:49.937403,2016-04-30 11:05:49.937403
1204,164,,,6,9,320,2016-04-30 11:06:07.260611,2016-04-30 11:06:07.260611
1205,164,,,6,8,320,2016-04-30 11:06:11.417636,2016-04-30 11:06:11.417636
1206,164,,,6,7,320,2016-04-30 11:06:16.105092,2016-04-30 11:06:16.105092
1207,110,,,6,9,320,2016-04-30 11:06:23.506667,2016-04-30 11:06:23.506667
1208,110,,,6,8,320,2016-04-30 11:06:27.347159,2016-04-30 11:06:27.347159
1209,110,,,6,7,320,2016-04-30 11:06:32.744019,2016-04-30 11:06:32.744019
1210,217,,,6,9,320,2016-04-30 11:06:42.491989,2016-04-30 11:06:42.491989
1211,217,,,6,8,320,2016-04-30 11:06:46.262730,2016-04-30 11:06:46.262730
1212,217,,,6,7,320,2016-04-30 11:06:50.740316,2016-04-30 11:06:50.740316
1213,163,,,4,9,40,2016-04-30 12:15:49.148454,2016-04-30 12:15:49.148454
1214,163,,,4,7,40,2016-04-30 12:15:54.105185,2016-04-30 12:15:54.105185
1215,109,,,4,9,40,2016-04-30 12:16:02.083420,2016-04-30 12:16:02.083420
1216,109,,,4,7,40,2016-04-30 12:16:06.837540,2016-04-30 12:16:06.837540
1217,172,,,4,9,40,2016-04-30 12:16:12.581066,2016-04-30 12:16:12.581066
1218,172,,,4,7,40,2016-04-30 12:16:18.066866,2016-04-30 12:16:18.066866
1219,163,,,5,9,20,2016-04-30 12:16:34.679900,2016-04-30 12:16:34.679900
1220,163,,,5,7,20,2016-04-30 12:16:39.531830,2016-04-30 12:16:39.531830
1221,109,,,5,9,20,2016-04-30 12:16:48.021177,2016-04-30 12:16:48.021177
1222,109,,,5,7,20,2016-04-30 12:16:54.533816,2016-04-30 12:16:54.533816
1223,172,,,5,9,20,2016-04-30 12:17:04.071274,2016-04-30 12:17:04.071274
1224,172,,,5,7,20,2016-04-30 12:17:09.267244,2016-04-30 12:17:09.267244
1225,163,,,6,9,20,2016-04-30 12:17:24.719954,2016-04-30 12:17:24.719954
1226,163,,,6,7,20,2016-04-30 12:17:28.937731,2016-04-30 12:17:28.937731
1227,109,,,6,9,20,2016-04-30 12:17:50.081443,2016-04-30 12:17:50.081443
1228,109,,,6,7,20,2016-04-30 12:17:54.761767,2016-04-30 12:17:54.761767
1229,172,,,6,9,20,2016-04-30 12:18:00.780127,2016-04-30 12:18:00.780127
1230,172,,,6,7,20,2016-04-30 12:18:05.621349,2016-04-30 12:18:05.621349
1231,153,,,4,9,32,2016-04-30 12:19:57.357471,2016-04-30 12:19:57.357471
1232,153,,,4,7,32,2016-04-30 12:20:01.698777,2016-04-30 12:20:01.698777
1233,99,,,4,9,32,2016-04-30 12:20:13.087503,2016-04-30 12:20:13.087503
1234,99,,,4,7,32,2016-04-30 12:20:17.056559,2016-04-30 12:20:17.056559
1235,174,,,4,9,32,2016-04-30 12:20:23.345450,2016-04-30 12:20:23.345450
1236,174,,,4,7,32,2016-04-30 12:20:29.187890,2016-04-30 12:20:29.187890
1237,153,,,5,9,24,2016-04-30 12:20:46.468297,2016-04-30 12:20:46.468297
1238,153,,,5,7,24,2016-04-30 12:20:50.945835,2016-04-30 12:20:50.945835
1239,99,,,5,9,24,2016-04-30 12:20:59.620092,2016-04-30 12:20:59.620092
1240,99,,,5,7,24,2016-04-30 12:21:03.916675,2016-04-30 12:21:03.916675
1241,174,,,5,9,24,2016-04-30 12:21:12.740221,2016-04-30 12:21:12.740221
1242,174,,,5,7,24,2016-04-30 12:21:16.657275,2016-04-30 12:21:16.657275
1243,153,,,6,9,24,2016-04-30 12:21:29.827251,2016-04-30 12:21:29.827251
1244,153,,,6,7,24,2016-04-30 12:21:36.515759,2016-04-30 12:21:36.515759
1246,99,,,6,7,24,2016-04-30 12:21:49.680062,2016-04-30 12:21:49.680062
1248,174,,,6,7,24,2016-04-30 12:22:00.924184,2016-04-30 12:22:00.924184
1250,156,,,4,7,56,2016-04-30 12:22:30.709342,2016-04-30 12:22:30.709342
1251,68,,,4,9,56,2016-04-30 12:22:38.996969,2016-04-30 12:22:38.996969
1252,68,,,4,7,56,2016-04-30 12:22:46.212147,2016-04-30 12:22:46.212147
1279,159,,,6,9,28,2016-04-30 12:26:15.218040,2016-04-30 12:26:15.218040
1282,67,,,6,9,28,2016-04-30 12:29:45.462871,2016-04-30 12:29:45.462871
1284,211,,,6,9,28,2016-04-30 12:29:57.159330,2016-04-30 12:29:57.159330
1245,99,,,6,9,24,2016-04-30 12:21:45.068057,2016-04-30 12:21:45.068057
1247,174,,,6,9,24,2016-04-30 12:21:55.925671,2016-04-30 12:21:55.925671
1249,156,,,4,9,56,2016-04-30 12:22:26.895411,2016-04-30 12:22:26.895411
1253,208,,,4,9,56,2016-04-30 12:22:51.798111,2016-04-30 12:22:51.798111
1254,208,,,4,7,56,2016-04-30 12:22:57.001696,2016-04-30 12:22:57.001696
1255,156,,,5,9,28,2016-04-30 12:23:13.175359,2016-04-30 12:23:13.175359
1278,211,,,5,7,28,2016-04-30 12:26:03.881692,2016-04-30 12:26:03.881692
1281,159,,,6,7,28,2016-04-30 12:29:33.919800,2016-04-30 12:29:33.919800
1283,67,,,6,7,28,2016-04-30 12:29:50.143127,2016-04-30 12:29:50.143127
1285,211,,,6,7,28,2016-04-30 12:30:01.492955,2016-04-30 12:30:01.492955
1256,156,,,5,7,28,2016-04-30 12:23:18.985192,2016-04-30 12:23:18.985192
1258,68,,,5,7,28,2016-04-30 12:23:34.220535,2016-04-30 12:23:34.220535
1260,208,,,5,7,28,2016-04-30 12:23:49.958508,2016-04-30 12:23:49.958508
1262,156,,,6,7,28,2016-04-30 12:24:09.947313,2016-04-30 12:24:09.947313
