0,1,2,3,4,5,6,7,8
320,202,,,4,8,48,2016-04-22 05:17:02.088285,2016-04-22 05:17:02.088285
321,202,,,4,7,40,2016-04-22 05:17:15.126050,2016-04-22 05:17:15.126050
322,202,,,5,9,26,2016-04-22 05:17:43.496108,2016-04-22 05:17:43.496108
323,202,,,5,8,24,2016-04-22 05:17:53.651681,2016-04-22 05:17:53.651681
324,202,,,5,7,20,2016-04-22 05:18:15.955095,2016-04-22 05:18:15.955095
325,202,,,6,9,26,2016-04-22 05:18:36.562156,2016-04-22 05:18:36.562156
326,202,,,6,8,24,2016-04-22 05:18:49.823913,2016-04-22 05:18:49.823913
327,202,,,6,7,20,2016-04-22 05:19:04.914784,2016-04-22 05:19:04.914784
328,62,,,4,9,60,2016-04-22 05:20:34.116164,2016-04-22 05:20:34.116164
329,62,,,4,8,56,2016-04-22 05:20:45.103089,2016-04-22 05:20:45.103089
330,62,,,4,7,48,2016-04-22 05:20:57.173886,2016-04-22 05:20:57.173886
331,62,,,5,9,30,2016-04-22 05:21:09.531610,2016-04-22 05:21:09.531610
332,62,,,5,8,28,2016-04-22 05:21:20.686337,2016-04-22 05:21:20.686337
333,62,,,5,7,24,2016-04-22 05:21:33.001220,2016-04-22 05:21:33.001220
334,62,,,6,9,30,2016-04-22 05:21:46.064268,2016-04-22 05:21:46.064268
335,62,,,6,8,28,2016-04-22 05:21:56.099379,2016-04-22 05:21:56.099379
336,62,,,6,7,24,2016-04-22 05:22:11.161461,2016-04-22 05:22:11.161461
337,155,,,4,9,12,2016-04-22 05:23:04.598727,2016-04-22 05:23:04.598727
338,155,,,4,8,8,2016-04-22 05:23:14.494403,2016-04-22 05:23:14.494403
339,155,,,4,7,4,2016-04-22 05:23:24.456645,2016-04-22 05:23:24.456645
340,155,,,5,9,24,2016-04-22 05:24:11.509911,2016-04-22 05:24:11.509911
341,155,,,5,8,16,2016-04-22 05:24:23.223367,2016-04-22 05:24:23.223367
342,155,,,5,7,8,2016-04-22 05:24:34.497104,2016-04-22 05:24:34.497104
343,155,,,6,9,24,2016-04-22 05:24:49.210822,2016-04-22 05:24:49.210822
344,155,,,6,8,16,2016-04-22 05:25:54.451923,2016-04-22 05:25:54.451923
345,155,,,6,7,8,2016-04-22 05:26:07.092354,2016-04-22 05:26:07.092354
346,101,,,4,9,12,2016-04-22 05:26:41.553584,2016-04-22 05:26:41.553584
347,101,,,4,8,8,2016-04-22 05:26:54.581059,2016-04-22 05:26:54.581059
348,101,,,4,7,4,2016-04-22 05:27:02.308777,2016-04-22 05:27:02.308777
349,101,,,5,9,24,2016-04-22 05:27:23.412378,2016-04-22 05:27:23.412378
350,101,,,5,8,16,2016-04-22 05:27:42.035741,2016-04-22 05:27:42.035741
351,101,,,5,7,8,2016-04-22 05:27:52.506028,2016-04-22 05:27:52.506028
352,101,,,6,9,24,2016-04-22 05:28:04.855894,2016-04-22 05:28:04.855894
353,101,,,6,8,16,2016-04-22 05:28:14.557369,2016-04-22 05:28:14.557369
354,101,,,6,7,8,2016-04-22 05:28:24.811844,2016-04-22 05:28:24.811844
355,207,,,4,9,12,2016-04-22 05:28:42.998368,2016-04-22 05:28:42.998368
356,207,,,4,8,8,2016-04-22 05:29:00.994251,2016-04-22 05:29:00.994251
357,207,,,4,7,4,2016-04-22 05:29:11.976130,2016-04-22 05:29:11.976130
358,207,,,5,9,24,2016-04-22 05:29:27.919668,2016-04-22 05:29:27.919668
359,207,,,5,8,16,2016-04-22 05:29:42.034222,2016-04-22 05:29:42.034222
360,207,,,5,7,8,2016-04-22 05:29:51.817384,2016-04-22 05:29:51.817384
361,207,,,6,9,24,2016-04-22 05:30:07.562360,2016-04-22 05:30:07.562360
362,207,,,6,8,16,2016-04-22 05:30:18.526533,2016-04-22 05:30:18.526533
363,207,,,6,7,8,2016-04-22 05:30:29.218770,2016-04-22 05:30:29.218770
364,145,,,4,9,12,2016-04-22 05:31:16.927962,2016-04-22 05:31:16.927962
365,145,,,4,8,8,2016-04-22 05:31:28.173530,2016-04-22 05:31:28.173530
366,145,,,4,7,4,2016-04-22 05:31:36.222078,2016-04-22 05:31:36.222078
367,145,,,5,9,24,2016-04-22 05:31:50.495350,2016-04-22 05:31:50.495350
368,145,,,5,8,16,2016-04-22 05:32:00.543067,2016-04-22 05:32:00.543067
369,145,,,5,7,8,2016-04-22 05:32:11.273314,2016-04-22 05:32:11.273314
370,145,,,6,9,24,2016-04-22 05:34:11.305413,2016-04-22 05:34:11.305413
371,145,,,6,8,16,2016-04-22 05:34:20.316856,2016-04-22 05:34:20.316856
372,145,,,6,7,8,2016-04-22 05:34:30.548163,2016-04-22 05:34:30.548163
373,89,,,4,9,12,2016-04-22 05:34:49.780728,2016-04-22 05:34:49.780728
374,89,,,4,8,8,2016-04-22 05:35:02.525649,2016-04-22 05:35:02.525649
385,195,,,5,9,24,2016-04-22 05:39:25.578409,2016-04-22 05:39:25.578409
386,195,,,5,8,16,2016-04-22 05:39:36.807847,2016-04-22 05:39:36.807847
392,129,,,4,8,8,2016-04-22 05:42:54.743651,2016-04-22 05:42:54.743651
393,129,,,4,7,4,2016-04-22 05:43:06.502561,2016-04-22 05:43:06.502561
399,129,,,6,7,8,2016-04-22 05:46:33.387682,2016-04-22 05:46:33.387682
403,64,,,5,9,24,2016-04-22 05:48:16.520403,2016-04-22 05:48:16.520403
404,64,,,5,8,16,2016-04-22 05:48:28.398368,2016-04-22 05:48:28.398368
409,181,,,4,9,12,2016-04-22 05:49:36.682907,2016-04-22 05:49:36.682907
410,181,,,4,8,8,2016-04-22 05:49:42.556263,2016-04-22 05:49:42.556263
375,89,,,4,7,4,2016-04-22 05:35:13.702596,2016-04-22 05:35:13.702596
381,89,,,6,7,8,2016-04-22 05:38:25.046359,2016-04-22 05:38:25.046359
395,129,,,5,8,16,2016-04-22 05:45:52.780384,2016-04-22 05:45:52.780384
400,64,,,4,9,12,2016-04-22 05:47:39.965416,2016-04-22 05:47:39.965416
406,64,,,6,9,24,2016-04-22 05:48:55.102275,2016-04-22 05:48:55.102275
407,64,,,6,8,16,2016-04-22 05:49:05.126877,2016-04-22 05:49:05.126877
376,89,,,5,9,24,2016-04-22 05:35:31.548443,2016-04-22 05:35:31.548443
398,129,,,6,8,16,2016-04-22 05:46:23.241222,2016-04-22 05:46:23.241222
401,64,,,4,8,8,2016-04-22 05:47:48.729197,2016-04-22 05:47:48.729197
416,181,,,6,8,16,2016-04-22 05:50:46.174823,2016-04-22 05:50:46.174823
377,89,,,5,8,16,2016-04-22 05:36:20.888407,2016-04-22 05:36:20.888407
387,195,,,5,7,8,2016-04-22 05:39:47.578717,2016-04-22 05:39:47.578717
378,89,,,5,7,8,2016-04-22 05:36:36.972906,2016-04-22 05:36:36.972906
389,195,,,6,8,16,2016-04-22 05:40:22.213249,2016-04-22 05:40:22.213249
408,64,,,6,7,8,2016-04-22 05:49:16.701863,2016-04-22 05:49:16.701863
412,181,,,5,9,24,2016-04-22 05:50:04.606383,2016-04-22 05:50:04.606383
414,181,,,5,7,8,2016-04-22 05:50:25.706450,2016-04-22 05:50:25.706450
379,89,,,6,9,24,2016-04-22 05:37:29.408325,2016-04-22 05:37:29.408325
380,89,,,6,8,16,2016-04-22 05:37:44.228170,2016-04-22 05:37:44.228170
390,195,,,6,7,8,2016-04-22 05:40:33.184180,2016-04-22 05:40:33.184180
396,129,,,5,7,8,2016-04-22 05:46:02.081456,2016-04-22 05:46:02.081456
397,129,,,6,9,24,2016-04-22 05:46:14.253024,2016-04-22 05:46:14.253024
413,181,,,5,8,16,2016-04-22 05:50:14.450358,2016-04-22 05:50:14.450358
382,195,,,4,9,12,2016-04-22 05:38:40.927618,2016-04-22 05:38:40.927618
383,195,,,4,8,8,2016-04-22 05:38:52.418163,2016-04-22 05:38:52.418163
405,64,,,5,7,8,2016-04-22 05:48:41.301249,2016-04-22 05:48:41.301249
384,195,,,4,7,4,2016-04-22 05:38:59.154429,2016-04-22 05:38:59.154429
391,129,,,4,9,12,2016-04-22 05:42:46.277357,2016-04-22 05:42:46.277357
402,64,,,4,7,4,2016-04-22 05:48:01.993626,2016-04-22 05:48:01.993626
388,195,,,6,9,24,2016-04-22 05:40:10.240069,2016-04-22 05:40:10.240069
394,129,,,5,9,24,2016-04-22 05:45:43.461402,2016-04-22 05:45:43.461402
411,181,,,4,7,4,2016-04-22 05:49:49.284555,2016-04-22 05:49:49.284555
415,181,,,6,9,24,2016-04-22 05:50:36.499585,2016-04-22 05:50:36.499585
417,181,,,6,7,8,2016-04-22 05:50:59.708599,2016-04-22 05:50:59.708599
420,125,,,4,9,16,2016-04-22 05:52:49.983550,2016-04-22 05:52:49.983550
421,125,,,4,8,12,2016-04-22 05:52:59.770230,2016-04-22 05:52:59.770230
422,125,,,4,7,8,2016-04-22 05:53:08.601157,2016-04-22 05:53:08.601157
423,125,,,5,9,16,2016-04-22 05:53:46.119321,2016-04-22 05:53:46.119321
424,125,,,5,8,24,2016-04-22 05:53:56.322462,2016-04-22 05:53:56.322462
425,125,,,5,7,16,2016-04-22 05:54:07.552877,2016-04-22 05:54:07.552877
426,125,,,6,9,32,2016-04-22 05:55:07.435393,2016-04-22 05:55:07.435393
427,125,,,6,8,24,2016-04-22 05:55:22.479795,2016-04-22 05:55:22.479795
428,125,,,6,7,16,2016-04-22 05:55:39.912968,2016-04-22 05:55:39.912968
429,65,,,4,9,16,2016-04-22 05:56:02.950197,2016-04-22 05:56:02.950197
430,65,,,4,8,12,2016-04-22 05:56:20.327419,2016-04-22 05:56:20.327419
431,65,,,4,7,8,2016-04-22 05:56:31.162678,2016-04-22 05:56:31.162678
432,65,,,5,9,16,2016-04-22 05:59:51.297003,2016-04-22 05:59:51.297003
433,65,,,5,8,24,2016-04-22 06:00:01.114894,2016-04-22 06:00:01.114894
434,65,,,5,7,16,2016-04-22 06:00:14.655961,2016-04-22 06:00:14.655961
435,65,,,6,9,32,2016-04-22 06:00:30.493322,2016-04-22 06:00:30.493322
436,65,,,6,8,24,2016-04-22 06:00:40.252459,2016-04-22 06:00:40.252459
437,65,,,6,7,16,2016-04-22 06:00:51.090623,2016-04-22 06:00:51.090623
438,177,,,4,9,16,2016-04-22 06:01:12.109289,2016-04-22 06:01:12.109289
439,177,,,4,8,12,2016-04-22 06:01:22.120082,2016-04-22 06:01:22.120082
440,177,,,4,7,8,2016-04-22 06:01:32.639592,2016-04-22 06:01:32.639592
441,177,,,5,9,16,2016-04-22 06:02:08.462207,2016-04-22 06:02:08.462207
442,177,,,5,8,24,2016-04-22 06:02:19.714708,2016-04-22 06:02:19.714708
443,177,,,5,7,16,2016-04-22 06:02:28.362225,2016-04-22 06:02:28.362225
444,177,,,6,9,32,2016-04-22 06:02:42.720496,2016-04-22 06:02:42.720496
445,177,,,6,8,24,2016-04-22 06:02:54.351040,2016-04-22 06:02:54.351040
446,177,,,6,7,16,2016-04-22 06:03:05.559232,2016-04-22 06:03:05.559232
447,144,,,4,9,16,2016-04-23 06:30:04.947829,2016-04-23 06:30:04.947829
448,144,,,4,8,12,2016-04-23 06:30:15.976679,2016-04-23 06:30:15.976679
449,144,,,4,7,8,2016-04-23 06:30:27.575465,2016-04-23 06:30:27.575465
450,144,,,5,9,16,2016-04-23 06:30:41.184708,2016-04-23 06:30:41.184708
451,144,,,5,8,24,2016-04-23 06:30:52.118636,2016-04-23 06:30:52.118636
452,144,,,5,7,16,2016-04-23 06:31:04.807310,2016-04-23 06:31:04.807310
453,144,,,6,9,32,2016-04-23 06:31:17.691008,2016-04-23 06:31:17.691008
454,144,,,6,8,24,2016-04-23 06:31:28.392751,2016-04-23 06:31:28.392751
455,144,,,6,7,16,2016-04-23 06:31:41.795489,2016-04-23 06:31:41.795489
456,88,,,4,9,16,2016-04-23 06:33:14.634064,2016-04-23 06:33:14.634064
457,88,,,4,8,12,2016-04-23 06:33:24.806550,2016-04-23 06:33:24.806550
458,88,,,4,7,8,2016-04-23 06:33:40.265279,2016-04-23 06:33:40.265279
459,88,,,5,9,16,2016-04-23 06:37:07.431653,2016-04-23 06:37:07.431653
460,88,,,5,8,24,2016-04-23 06:37:17.862369,2016-04-23 06:37:17.862369
461,88,,,5,7,16,2016-04-23 06:37:29.521884,2016-04-23 06:37:29.521884
462,88,,,6,9,32,2016-04-23 06:37:48.325063,2016-04-23 06:37:48.325063
463,88,,,6,8,24,2016-04-23 06:37:58.809781,2016-04-23 06:37:58.809781
464,88,,,6,7,16,2016-04-23 06:38:10.012001,2016-04-23 06:38:10.012001
465,194,,,4,9,16,2016-04-23 06:38:27.571433,2016-04-23 06:38:27.571433
466,194,,,4,8,12,2016-04-23 06:38:43.278924,2016-04-23 06:38:43.278924
467,194,,,4,7,8,2016-04-23 06:38:55.280939,2016-04-23 06:38:55.280939
468,194,,,5,9,16,2016-04-23 06:39:12.625416,2016-04-23 06:39:12.625416
469,194,,,5,8,24,2016-04-23 06:39:26.493180,2016-04-23 06:39:26.493180
470,194,,,5,7,16,2016-04-23 06:39:36.418097,2016-04-23 06:39:36.418097
471,194,,,6,9,32,2016-04-23 06:39:48.164537,2016-04-23 06:39:48.164537
472,194,,,6,8,24,2016-04-23 06:40:03.745228,2016-04-23 06:40:03.745228
473,194,,,6,7,16,2016-04-23 06:40:16.794454,2016-04-23 06:40:16.794454
474,147,,,4,9,16,2016-04-23 06:42:13.766970,2016-04-23 06:42:13.766970
475,147,,,4,8,12,2016-04-23 06:42:23.415904,2016-04-23 06:42:23.415904
476,147,,,4,7,8,2016-04-23 06:42:32.956711,2016-04-23 06:42:32.956711
477,147,,,5,9,16,2016-04-23 06:42:52.202667,2016-04-23 06:42:52.202667
478,147,,,5,8,24,2016-04-23 06:43:05.023206,2016-04-23 06:43:05.023206
479,147,,,5,7,16,2016-04-23 06:43:16.106703,2016-04-23 06:43:16.106703
480,147,,,6,9,32,2016-04-23 06:43:30.662714,2016-04-23 06:43:30.662714
481,147,,,6,8,24,2016-04-23 06:43:43.227414,2016-04-23 06:43:43.227414
482,147,,,6,7,16,2016-04-23 06:43:55.149479,2016-04-23 06:43:55.149479
483,93,,,4,9,16,2016-04-23 06:46:57.426884,2016-04-23 06:46:57.426884
484,93,,,4,8,12,2016-04-23 06:47:08.355669,2016-04-23 06:47:08.355669
485,93,,,4,7,8,2016-04-23 06:47:20.266370,2016-04-23 06:47:20.266370
486,93,,,5,9,16,2016-04-23 06:47:34.139767,2016-04-23 06:47:34.139767
487,93,,,5,8,24,2016-04-23 06:47:46.719350,2016-04-23 06:47:46.719350
488,93,,,5,7,16,2016-04-23 06:47:56.919450,2016-04-23 06:47:56.919450
489,93,,,6,9,32,2016-04-23 06:48:08.676775,2016-04-23 06:48:08.676775
490,93,,,6,8,24,2016-04-23 06:48:19.108575,2016-04-23 06:48:19.108575
491,93,,,6,7,16,2016-04-23 06:48:29.730974,2016-04-23 06:48:29.730974
492,200,,,4,9,16,2016-04-23 06:48:46.613786,2016-04-23 06:48:46.613786
493,200,,,4,8,12,2016-04-23 06:48:55.889046,2016-04-23 06:48:55.889046
494,200,,,4,7,8,2016-04-23 06:49:12.114758,2016-04-23 06:49:12.114758
495,200,,,5,9,16,2016-04-23 06:49:26.556424,2016-04-23 06:49:26.556424
496,200,,,5,8,24,2016-04-23 06:49:35.771246,2016-04-23 06:49:35.771246
497,200,,,5,7,16,2016-04-23 06:49:45.875714,2016-04-23 06:49:45.875714
498,200,,,6,9,32,2016-04-23 06:50:00.606272,2016-04-23 06:50:00.606272
499,200,,,6,8,24,2016-04-23 06:50:12.675725,2016-04-23 06:50:12.675725
500,200,,,6,7,16,2016-04-23 06:50:22.947476,2016-04-23 06:50:22.947476
501,138,,,4,9,48,2016-04-23 06:58:05.727506,2016-04-23 06:58:05.727506
502,138,,,4,8,40,2016-04-23 06:58:19.247922,2016-04-23 06:58:19.247922
503,138,,,4,7,32,2016-04-23 06:58:29.474859,2016-04-23 06:58:29.474859
504,138,,,5,9,24,2016-04-23 06:58:42.080251,2016-04-23 06:58:42.080251
505,138,,,5,8,20,2016-04-23 06:58:52.691014,2016-04-23 06:58:52.691014
506,138,,,5,7,16,2016-04-23 06:59:03.867035,2016-04-23 06:59:03.867035
507,138,,,6,9,24,2016-04-23 06:59:30.841940,2016-04-23 06:59:30.841940
508,138,,,6,8,20,2016-04-23 06:59:42.576556,2016-04-23 06:59:42.576556
509,138,,,6,7,16,2016-04-23 06:59:52.629401,2016-04-23 06:59:52.629401
510,82,,,4,9,48,2016-04-23 07:00:17.788224,2016-04-23 07:00:17.788224
511,82,,,4,8,40,2016-04-23 07:00:27.961302,2016-04-23 07:00:27.961302
512,82,,,4,7,32,2016-04-23 07:00:41.543563,2016-04-23 07:00:41.543563
513,82,,,5,9,24,2016-04-23 07:00:59.131132,2016-04-23 07:00:59.131132
514,82,,,5,8,20,2016-04-23 07:01:09.580343,2016-04-23 07:01:09.580343
515,82,,,5,7,16,2016-04-23 07:01:20.205062,2016-04-23 07:01:20.205062
516,82,,,6,9,24,2016-04-23 07:01:35.076537,2016-04-23 07:01:35.076537
517,82,,,6,8,20,2016-04-23 07:01:46.729480,2016-04-23 07:01:46.729480
518,82,,,6,7,16,2016-04-23 07:01:58.221397,2016-04-23 07:01:58.221397
519,187,,,4,9,48,2016-04-23 07:02:23.933593,2016-04-23 07:02:23.933593
520,187,,,4,8,40,2016-04-23 07:02:40.320210,2016-04-23 07:02:40.320210
521,187,,,4,7,32,2016-04-23 07:02:50.547639,2016-04-23 07:02:50.547639
522,187,,,5,9,24,2016-04-23 07:03:18.591162,2016-04-23 07:03:18.591162
523,187,,,5,8,20,2016-04-23 07:03:32.152724,2016-04-23 07:03:32.152724
524,187,,,5,7,16,2016-04-23 07:03:46.372435,2016-04-23 07:03:46.372435
525,187,,,6,9,24,2016-04-23 07:04:00.186578,2016-04-23 07:04:00.186578
526,187,,,6,8,20,2016-04-23 07:04:11.502928,2016-04-23 07:04:11.502928
527,187,,,6,7,16,2016-04-23 07:04:21.682659,2016-04-23 07:04:21.682659
528,133,,,4,9,60,2016-04-23 07:05:15.767004,2016-04-23 07:05:15.767004
529,133,,,4,8,60,2016-04-23 07:05:21.771603,2016-04-23 07:05:21.771603
530,133,,,4,7,60,2016-04-23 07:05:57.838844,2016-04-23 07:05:57.838844
531,77,,,4,9,60,2016-04-23 07:06:11.970172,2016-04-23 07:06:11.970172
532,77,,,4,8,60,2016-04-23 07:06:17.293276,2016-04-23 07:06:17.293276
533,77,,,4,7,60,2016-04-23 07:06:22.082357,2016-04-23 07:06:22.082357
534,171,,,4,9,60,2016-04-23 07:06:30.272799,2016-04-23 07:06:30.272799
535,171,,,4,8,60,2016-04-23 07:06:35.173128,2016-04-23 07:06:35.173128
536,171,,,4,7,60,2016-04-23 07:06:39.804696,2016-04-23 07:06:39.804696
537,133,,,5,9,40,2016-04-23 07:07:13.061743,2016-04-23 07:07:13.061743
538,133,,,5,8,40,2016-04-23 07:07:17.993595,2016-04-23 07:07:17.993595
539,133,,,5,7,40,2016-04-23 07:07:22.701929,2016-04-23 07:07:22.701929
544,171,,,5,8,40,2016-04-23 07:08:01.740528,2016-04-23 07:08:01.740528
549,77,,,6,9,40,2016-04-23 07:08:43.443388,2016-04-23 07:08:43.443388
554,171,,,6,7,40,2016-04-23 07:09:09.782748,2016-04-23 07:09:09.782748
561,163,,,6,8,20,2016-04-23 07:11:08.981875,2016-04-23 07:11:08.981875
565,69,,,4,8,48,2016-04-23 07:13:26.615114,2016-04-23 07:13:26.615114
572,69,,,6,7,24,2016-04-23 07:14:19.207306,2016-04-23 07:14:19.207306
577,120,,,5,8,24,2016-04-23 07:17:06.083557,2016-04-23 07:17:06.083557
581,120,,,6,7,24,2016-04-23 07:18:04.413096,2016-04-23 07:18:04.413096
586,173,,,5,8,40,2016-04-23 07:18:59.147187,2016-04-23 07:18:59.147187
592,99,,,4,8,32,2016-04-23 07:23:45.944234,2016-04-23 07:23:45.944234
597,153,,,6,8,24,2016-04-23 07:24:37.942242,2016-04-23 07:24:37.942242
599,174,,,6,8,24,2016-04-23 07:24:50.283299,2016-04-23 07:24:50.283299
604,123,,,5,8,28,2016-04-23 07:26:04.412000,2016-04-23 07:26:04.412000
540,77,,,5,9,40,2016-04-23 07:07:36.665512,2016-04-23 07:07:36.665512
541,77,,,5,8,40,2016-04-23 07:07:40.680368,2016-04-23 07:07:40.680368
545,171,,,5,7,40,2016-04-23 07:08:06.999765,2016-04-23 07:08:06.999765
546,133,,,6,9,40,2016-04-23 07:08:24.020388,2016-04-23 07:08:24.020388
550,77,,,6,8,40,2016-04-23 07:08:48.033768,2016-04-23 07:08:48.033768
551,77,,,6,7,40,2016-04-23 07:08:53.047754,2016-04-23 07:08:53.047754
555,163,,,4,8,40,2016-04-23 07:10:10.759260,2016-04-23 07:10:10.759260
556,109,,,4,8,40,2016-04-23 07:10:17.063794,2016-04-23 07:10:17.063794
562,109,,,6,8,20,2016-04-23 07:11:14.737967,2016-04-23 07:11:14.737967
566,69,,,4,7,48,2016-04-23 07:13:31.275648,2016-04-23 07:13:31.275648
569,69,,,5,7,24,2016-04-23 07:13:55.741252,2016-04-23 07:13:55.741252
573,120,,,4,9,48,2016-04-23 07:16:37.206847,2016-04-23 07:16:37.206847
574,120,,,4,8,48,2016-04-23 07:16:41.792039,2016-04-23 07:16:41.792039
578,120,,,5,7,24,2016-04-23 07:17:15.499228,2016-04-23 07:17:15.499228
582,173,,,4,9,60,2016-04-23 07:18:32.675710,2016-04-23 07:18:32.675710
583,173,,,4,8,60,2016-04-23 07:18:37.398418,2016-04-23 07:18:37.398418
587,173,,,5,7,40,2016-04-23 07:19:04.225867,2016-04-23 07:19:04.225867
588,173,,,6,9,40,2016-04-23 07:19:16.964197,2016-04-23 07:19:16.964197
593,174,,,4,8,32,2016-04-23 07:23:51.073575,2016-04-23 07:23:51.073575
594,153,,,5,8,24,2016-04-23 07:24:05.816360,2016-04-23 07:24:05.816360
598,99,,,6,8,24,2016-04-23 07:24:44.112494,2016-04-23 07:24:44.112494
600,123,,,4,9,56,2016-04-23 07:25:32.069265,2016-04-23 07:25:32.069265
601,123,,,4,8,56,2016-04-23 07:25:37.182728,2016-04-23 07:25:37.182728
605,123,,,5,7,28,2016-04-23 07:26:09.755178,2016-04-23 07:26:09.755178
606,123,,,6,9,28,2016-04-23 07:26:21.405012,2016-04-23 07:26:21.405012
542,77,,,5,7,40,2016-04-23 07:07:45.535021,2016-04-23 07:07:45.535021
547,133,,,6,8,40,2016-04-23 07:08:28.071395,2016-04-23 07:08:28.071395
552,171,,,6,9,40,2016-04-23 07:09:00.231626,2016-04-23 07:09:00.231626
557,172,,,4,8,40,2016-04-23 07:10:24.910456,2016-04-23 07:10:24.910456
559,109,,,5,8,20,2016-04-23 07:10:48.201955,2016-04-23 07:10:48.201955
563,172,,,6,8,20,2016-04-23 07:11:21.452206,2016-04-23 07:11:21.452206
567,69,,,5,9,24,2016-04-23 07:13:44.125029,2016-04-23 07:13:44.125029
570,69,,,6,9,24,2016-04-23 07:14:08.648600,2016-04-23 07:14:08.648600
575,120,,,4,7,48,2016-04-23 07:16:46.765837,2016-04-23 07:16:46.765837
579,120,,,6,9,24,2016-04-23 07:17:54.790464,2016-04-23 07:17:54.790464
584,173,,,4,7,60,2016-04-23 07:18:41.872063,2016-04-23 07:18:41.872063
589,173,,,6,8,40,2016-04-23 07:19:21.285599,2016-04-23 07:19:21.285599
595,99,,,5,8,24,2016-04-23 07:24:13.458867,2016-04-23 07:24:13.458867
602,123,,,4,7,56,2016-04-23 07:25:41.689721,2016-04-23 07:25:41.689721
607,123,,,6,8,28,2016-04-23 07:26:25.898493,2016-04-23 07:26:25.898493
543,171,,,5,9,40,2016-04-23 07:07:56.645136,2016-04-23 07:07:56.645136
548,133,,,6,7,40,2016-04-23 07:08:33.480664,2016-04-23 07:08:33.480664
553,171,,,6,8,40,2016-04-23 07:09:04.204179,2016-04-23 07:09:04.204179
558,163,,,5,8,20,2016-04-23 07:10:40.276353,2016-04-23 07:10:40.276353
560,172,,,5,8,20,2016-04-23 07:10:54.247020,2016-04-23 07:10:54.247020
564,69,,,4,9,48,2016-04-23 07:13:20.996191,2016-04-23 07:13:20.996191
568,69,,,5,8,24,2016-04-23 07:13:49.943557,2016-04-23 07:13:49.943557
571,69,,,6,8,24,2016-04-23 07:14:13.461180,2016-04-23 07:14:13.461180
576,120,,,5,9,24,2016-04-23 07:17:02.272275,2016-04-23 07:17:02.272275
580,120,,,6,8,24,2016-04-23 07:17:59.713514,2016-04-23 07:17:59.713514
585,173,,,5,9,40,2016-04-23 07:18:54.825001,2016-04-23 07:18:54.825001
590,173,,,6,7,40,2016-04-23 07:19:26.373666,2016-04-23 07:19:26.373666
591,153,,,4,8,32,2016-04-23 07:23:35.269905,2016-04-23 07:23:35.269905
596,174,,,5,8,24,2016-04-23 07:24:21.788799,2016-04-23 07:24:21.788799
603,123,,,5,9,28,2016-04-23 07:25:57.424678,2016-04-23 07:25:57.424678
608,123,,,6,7,28,2016-04-23 07:26:33.262882,2016-04-23 07:26:33.262882
609,66,,,4,9,56,2016-04-23 07:26:55.736333,2016-04-23 07:26:55.736333
610,66,,,4,8,56,2016-04-23 07:27:00.634543,2016-04-23 07:27:00.634543
611,66,,,4,7,56,2016-04-23 07:27:04.689839,2016-04-23 07:27:04.689839
612,66,,,5,9,28,2016-04-23 07:27:16.014346,2016-04-23 07:27:16.014346
613,66,,,5,8,28,2016-04-23 07:27:20.299497,2016-04-23 07:27:20.299497
614,66,,,5,7,28,2016-04-23 07:27:28.511808,2016-04-23 07:27:28.511808
615,66,,,6,9,28,2016-04-23 07:27:39.308048,2016-04-23 07:27:39.308048
616,66,,,6,8,28,2016-04-23 07:27:45.333923,2016-04-23 07:27:45.333923
617,66,,,6,7,28,2016-04-23 07:27:50.554914,2016-04-23 07:27:50.554914
618,189,,,4,9,56,2016-04-23 07:28:07.316995,2016-04-23 07:28:07.316995
619,189,,,4,8,56,2016-04-23 07:28:14.252295,2016-04-23 07:28:14.252295
620,189,,,4,7,56,2016-04-23 07:28:19.411909,2016-04-23 07:28:19.411909
621,189,,,5,9,28,2016-04-23 07:28:33.055211,2016-04-23 07:28:33.055211
622,189,,,5,8,28,2016-04-23 07:28:38.391414,2016-04-23 07:28:38.391414
623,189,,,5,7,28,2016-04-23 07:28:44.799359,2016-04-23 07:28:44.799359
624,189,,,6,9,28,2016-04-23 07:28:53.416657,2016-04-23 07:28:53.416657
625,189,,,6,8,28,2016-04-23 07:28:58.359596,2016-04-23 07:28:58.359596
626,189,,,6,7,28,2016-04-23 07:29:03.532857,2016-04-23 07:29:03.532857
627,134,,,4,9,36,2016-04-23 07:38:53.215788,2016-04-23 07:38:53.215788
628,134,,,4,8,36,2016-04-23 07:38:59.710981,2016-04-23 07:38:59.710981
629,134,,,4,7,36,2016-04-23 07:39:07.954904,2016-04-23 07:39:07.954904
630,134,,,5,9,24,2016-04-23 07:39:24.092232,2016-04-23 07:39:24.092232
631,134,,,5,8,24,2016-04-23 07:39:29.602954,2016-04-23 07:39:29.602954
632,134,,,5,7,24,2016-04-23 07:39:35.077257,2016-04-23 07:39:35.077257
633,134,,,6,9,24,2016-04-23 07:39:45.585042,2016-04-23 07:39:45.585042
634,134,,,6,8,24,2016-04-23 07:39:52.770206,2016-04-23 07:39:52.770206
635,134,,,6,7,24,2016-04-23 07:39:58.493035,2016-04-23 07:39:58.493035
636,78,,,4,9,36,2016-04-23 07:40:19.027089,2016-04-23 07:40:19.027089
637,78,,,4,8,36,2016-04-23 07:40:24.000086,2016-04-23 07:40:24.000086
638,78,,,4,7,36,2016-04-23 07:40:33.807840,2016-04-23 07:40:33.807840
