id,farmer_id,soil_sample_id,plot_dag_number,remarks,created_at,updated_at
167828,184660,99840,694,,2016-06-02 10:03:54.784596,2016-06-02 10:03:54.784596
167829,184661,99840,692,,2016-06-02 10:03:54.795109,2016-06-02 10:03:54.795109
167830,184662,99840,692,,2016-06-02 10:03:54.800362,2016-06-02 10:03:54.800362
170377,187209,100643,1369,,2016-06-03 06:46:13.337551,2016-06-03 06:46:13.337551
170378,187210,100643,1390,,2016-06-03 06:46:13.349786,2016-06-03 06:46:13.349786
170379,187211,100643,1390,,2016-06-03 06:46:13.358985,2016-06-03 06:46:13.358985
170380,187212,100643,1355,,2016-06-03 06:46:13.365189,2016-06-03 06:46:13.365189
170381,187213,100643,1324,,2016-06-03 06:46:13.372597,2016-06-03 06:46:13.372597
169605,186437,100439,922,,2016-06-03 05:54:13.804608,2016-06-03 05:54:13.804608
169606,186438,100439,922,,2016-06-03 05:54:13.811247,2016-06-03 05:54:13.811247
169607,186439,100439,920,,2016-06-03 05:54:13.816759,2016-06-03 05:54:13.816759
169608,186440,100439,920,,2016-06-03 05:54:13.821010,2016-06-03 05:54:13.821010
169609,186441,100439,916,,2016-06-03 05:54:13.825903,2016-06-03 05:54:13.825903
170195,187027,100590,1168,,2016-06-03 06:34:53.209918,2016-06-03 06:34:53.209918
170196,187028,100590,1167,,2016-06-03 06:34:53.215349,2016-06-03 06:34:53.215349
170197,187029,100590,1167,,2016-06-03 06:34:53.220350,2016-06-03 06:34:53.220350
170198,187030,100590,1138,,2016-06-03 06:34:53.224478,2016-06-03 06:34:53.224478
170199,187031,100590,1138,,2016-06-03 06:34:53.228346,2016-06-03 06:34:53.228346
171564,188396,101038,781,,2016-06-03 08:13:00.881077,2016-06-03 08:13:00.881077
171565,188397,101038,780,,2016-06-03 08:13:00.885838,2016-06-03 08:13:00.885838
171566,188398,101038,778,,2016-06-03 08:13:00.893087,2016-06-03 08:13:00.893087
171567,188399,101038,778,,2016-06-03 08:13:00.899010,2016-06-03 08:13:00.899010
174626,191458,102183,163,,2016-06-06 05:56:35.893873,2016-06-06 05:56:35.893873
174735,191567,102214,189,,2016-06-06 06:15:50.907836,2016-06-06 06:15:50.907836
175169,192001,102327,795,,2016-06-06 07:00:40.466755,2016-06-06 07:00:40.466755
175170,192002,102327,784,,2016-06-06 07:00:40.471251,2016-06-06 07:00:40.471251
175171,192003,102327,784,,2016-06-06 07:00:40.475011,2016-06-06 07:00:40.475011
176909,193741,102845,1084,,2016-06-06 09:31:34.457381,2016-06-06 09:31:34.457381
176870,193702,102828,1608,,2016-06-06 09:26:50.905333,2016-06-06 09:26:50.905333
177249,194081,102927,1588,,2016-06-06 10:05:31.041308,2016-06-06 10:05:31.041308
181977,198809,104174,1023,,2016-06-07 08:54:56.617303,2016-06-07 08:54:56.617303
182155,198987,104220,1021,,2016-06-07 09:08:34.803996,2016-06-07 09:08:34.803996
182764,199596,104331,1021,,2016-06-07 09:51:38.171675,2016-06-07 09:51:38.171675
183458,200290,104564,583,,2016-06-07 10:42:23.074589,2016-06-07 10:42:23.074589
183697,200529,104640,1070,,2016-06-07 11:01:16.961307,2016-06-07 11:01:16.961307
183899,200731,104700,1091,,2016-06-07 11:18:51.504657,2016-06-07 11:18:51.504657
186823,203655,105747,616,,2016-06-08 07:27:01.212152,2016-06-08 07:27:01.212152
191883,208715,107407,879,,2016-06-09 07:29:16.663378,2016-06-09 07:29:16.663378
191884,208716,107407,839,,2016-06-09 07:29:16.667748,2016-06-09 07:29:16.667748
191735,208567,107339,679,,2016-06-09 07:17:05.133556,2016-06-09 07:17:05.133556
191736,208568,107339,1175,,2016-06-09 07:17:05.140491,2016-06-09 07:17:05.140491
191636,208468,107316,1093,,2016-06-09 07:08:17.453139,2016-06-09 07:08:17.453139
191859,208691,107398,618,,2016-06-09 07:26:59.273958,2016-06-09 07:26:59.273958
191860,208692,107398,555,,2016-06-09 07:26:59.279250,2016-06-09 07:26:59.279250
192884,209716,107770,000,,2016-06-09 08:53:55.391190,2016-06-09 08:53:55.391190
194933,211765,108213,1068,,2016-06-09 11:25:50.922392,2016-06-09 11:25:50.922392
194934,211766,108213,1069,,2016-06-09 11:25:50.928896,2016-06-09 11:25:50.928896
194935,211767,108213,1066,,2016-06-09 11:25:50.933732,2016-06-09 11:25:50.933732
194936,211768,108213,1067,,2016-06-09 11:25:50.938185,2016-06-09 11:25:50.938185
194937,211769,108213,1065,,2016-06-09 11:25:50.942938,2016-06-09 11:25:50.942938
194938,211770,108213,1064,,2016-06-09 11:25:50.947358,2016-06-09 11:25:50.947358
194939,211771,108213,1063,,2016-06-09 11:25:50.951412,2016-06-09 11:25:50.951412
194940,211772,108213,1062,,2016-06-09 11:25:50.956219,2016-06-09 11:25:50.956219
194941,211773,108213,1070,,2016-06-09 11:25:50.960151,2016-06-09 11:25:50.960151
194942,211774,108213,1052,,2016-06-09 11:25:50.964079,2016-06-09 11:25:50.964079
194773,211605,108167,1043,,2016-06-09 11:10:27.544771,2016-06-09 11:10:27.544771
194774,211606,108167,1038,,2016-06-09 11:10:27.554897,2016-06-09 11:10:27.554897
194775,211607,108167,1039,,2016-06-09 11:10:27.558782,2016-06-09 11:10:27.558782
194776,211608,108167,1036,,2016-06-09 11:10:27.562653,2016-06-09 11:10:27.562653
194777,211609,108167,1076,,2016-06-09 11:10:27.566303,2016-06-09 11:10:27.566303
194778,211610,108167,1075,,2016-06-09 11:10:27.570037,2016-06-09 11:10:27.570037
194779,211611,108167,1042,,2016-06-09 11:10:27.573674,2016-06-09 11:10:27.573674
194780,211612,108167,1044,,2016-06-09 11:10:27.577421,2016-06-09 11:10:27.577421
194781,211613,108167,1071,,2016-06-09 11:10:27.581110,2016-06-09 11:10:27.581110
194782,211614,108167,1041,,2016-06-09 11:10:27.585285,2016-06-09 11:10:27.585285
195986,212818,108435,984,,2016-06-10 06:16:15.119896,2016-06-10 06:16:15.119896
195987,212819,108435,983,,2016-06-10 06:16:15.127442,2016-06-10 06:16:15.127442
195988,212820,108435,981,,2016-06-10 06:16:15.134607,2016-06-10 06:16:15.134607
195989,212821,108435,"896,897,898",,2016-06-10 06:16:15.145293,2016-06-10 06:16:15.145293
195990,212822,108435,897,,2016-06-10 06:16:15.155254,2016-06-10 06:16:15.155254
195991,212823,108435,899,,2016-06-10 06:16:15.163536,2016-06-10 06:16:15.163536
195992,212824,108435,895,,2016-06-10 06:16:15.170019,2016-06-10 06:16:15.170019
195993,212825,108435,979,,2016-06-10 06:16:15.178397,2016-06-10 06:16:15.178397
195994,212826,108435,977,,2016-06-10 06:16:15.185307,2016-06-10 06:16:15.185307
195995,212827,108435,980,,2016-06-10 06:16:15.191569,2016-06-10 06:16:15.191569
195996,212828,108435,970,,2016-06-10 06:16:15.197781,2016-06-10 06:16:15.197781
196225,213057,108469,815,,2016-06-10 06:29:43.213824,2016-06-10 06:29:43.213824
196226,213058,108469,815,,2016-06-10 06:29:43.221874,2016-06-10 06:29:43.221874
196227,213059,108469,815,,2016-06-10 06:29:43.227729,2016-06-10 06:29:43.227729
196228,213060,108469,815,,2016-06-10 06:29:43.233285,2016-06-10 06:29:43.233285
196229,213061,108469,815,,2016-06-10 06:29:43.237556,2016-06-10 06:29:43.237556
196230,213062,108469,815,,2016-06-10 06:29:43.241616,2016-06-10 06:29:43.241616
196231,213063,108469,815,,2016-06-10 06:29:43.246720,2016-06-10 06:29:43.246720
196232,213064,108469,815,,2016-06-10 06:29:43.251232,2016-06-10 06:29:43.251232
195615,212447,108399,1810,,2016-06-10 05:52:58.916185,2016-06-10 05:52:58.916185
195616,212448,108399,1810,,2016-06-10 05:52:58.919965,2016-06-10 05:52:58.919965
195617,212449,108399,1810,,2016-06-10 05:52:58.923525,2016-06-10 05:52:58.923525
195618,212450,108399,1810,,2016-06-10 05:52:58.927307,2016-06-10 05:52:58.927307
195619,212451,108399,1810,,2016-06-10 05:52:58.931721,2016-06-10 05:52:58.931721
195620,212452,108399,1810,,2016-06-10 05:52:58.936125,2016-06-10 05:52:58.936125
195621,212453,108399,1810,,2016-06-10 05:52:58.940331,2016-06-10 05:52:58.940331
203398,220230,110771,180,,2016-06-13 11:35:10.352496,2016-06-13 11:35:10.352496
203399,220231,110771,269,,2016-06-13 11:35:10.360028,2016-06-13 11:35:10.360028
203400,220232,110771,255,,2016-06-13 11:35:10.367591,2016-06-13 11:35:10.367591
203401,220233,110771,49,,2016-06-13 11:35:10.374630,2016-06-13 11:35:10.374630
205154,221986,111473,406,,2016-06-14 06:53:58.563104,2016-06-14 06:53:58.563104
205884,222716,111693,393,,2016-06-14 07:32:55.573817,2016-06-14 07:32:55.573817
206949,223781,112118,1072,,2016-06-14 09:04:25.727339,2016-06-14 09:04:25.727339
206992,223824,112133,572,,2016-06-14 09:08:56.483569,2016-06-14 09:08:56.483569
207019,223851,112146,581,,2016-06-14 09:12:02.066862,2016-06-14 09:12:02.066862
221196,238028,116714,791,,2016-06-17 10:24:04.198397,2016-06-17 10:24:04.198397
221197,238029,116714,791,,2016-06-17 10:24:04.208340,2016-06-17 10:24:04.208340
221198,238030,116714,791,,2016-06-17 10:24:04.217472,2016-06-17 10:24:04.217472
223923,240755,117610,327,,2016-06-20 06:46:35.032073,2016-06-20 06:46:35.032073
223924,240756,117610,340,,2016-06-20 06:46:35.037651,2016-06-20 06:46:35.037651
223925,240757,117610,328,,2016-06-20 06:46:35.043190,2016-06-20 06:46:35.043190
223926,240758,117610,326,,2016-06-20 06:46:35.049074,2016-06-20 06:46:35.049074
225864,242696,118089,222,,2016-06-20 14:17:01.060846,2016-06-20 14:17:01.060846
225865,242697,118089,223,,2016-06-20 14:17:01.075320,2016-06-20 14:17:01.075320
225866,242698,118089,227,,2016-06-20 14:17:01.083513,2016-06-20 14:17:01.083513
225867,242699,118089,228,,2016-06-20 14:17:01.089689,2016-06-20 14:17:01.089689
225868,242700,118089,231,,2016-06-20 14:17:01.095104,2016-06-20 14:17:01.095104
225869,242701,118089,234,,2016-06-20 14:17:01.100870,2016-06-20 14:17:01.100870
225870,242702,118089,236,,2016-06-20 14:17:01.109735,2016-06-20 14:17:01.109735
228228,245060,118907,958,,2016-06-21 09:36:23.863839,2016-06-21 09:36:23.863839
228229,245061,118907,959,,2016-06-21 09:36:23.870275,2016-06-21 09:36:23.870275
228230,245062,118907,960/1135,,2016-06-21 09:36:23.874885,2016-06-21 09:36:23.874885
228231,245063,118907,960/1349,,2016-06-21 09:36:23.879113,2016-06-21 09:36:23.879113
228232,245064,118907,960/1721,,2016-06-21 09:36:23.883528,2016-06-21 09:36:23.883528
228233,245065,118907,970/14458,,2016-06-21 09:36:23.888430,2016-06-21 09:36:23.888430
228316,245148,118929,942,,2016-06-21 09:48:06.804977,2016-06-21 09:48:06.804977
228317,245149,118929,942/1794,,2016-06-21 09:48:06.810345,2016-06-21 09:48:06.810345
228318,245150,118929,9438/2089,,2016-06-21 09:48:06.816308,2016-06-21 09:48:06.816308
228319,245151,118929,943/2090,,2016-06-21 09:48:06.821467,2016-06-21 09:48:06.821467
228320,245152,118929,945,,2016-06-21 09:48:06.825511,2016-06-21 09:48:06.825511
228321,245153,118929,946,,2016-06-21 09:48:06.829780,2016-06-21 09:48:06.829780
228322,245154,118929,949,,2016-06-21 09:48:06.834534,2016-06-21 09:48:06.834534
230024,246856,119552,524,,2016-06-22 04:06:42.002425,2016-06-22 04:06:42.002425
230025,246857,119552,525/202,,2016-06-22 04:06:42.007541,2016-06-22 04:06:42.007541
230026,246858,119552,525/981,,2016-06-22 04:06:42.011621,2016-06-22 04:06:42.011621
230027,246859,119552,525/905,,2016-06-22 04:06:42.015452,2016-06-22 04:06:42.015452
230028,246860,119552,525/1906,,2016-06-22 04:06:42.020315,2016-06-22 04:06:42.020315
230029,246861,119552,525/1907,,2016-06-22 04:06:42.025657,2016-06-22 04:06:42.025657
230030,246862,119552,527/1293,,2016-06-22 04:06:42.030015,2016-06-22 04:06:42.030015
230067,246899,119566,494,,2016-06-22 04:22:48.703433,2016-06-22 04:22:48.703433
230068,246900,119566,496,,2016-06-22 04:22:48.711124,2016-06-22 04:22:48.711124
230069,246901,119566,508,,2016-06-22 04:22:48.718331,2016-06-22 04:22:48.718331
230070,246902,119566,509/1139,,2016-06-22 04:22:48.724521,2016-06-22 04:22:48.724521
230071,246903,119566,509/1964,,2016-06-22 04:22:48.730615,2016-06-22 04:22:48.730615
230072,246904,119566,511/1792,,2016-06-22 04:22:48.736592,2016-06-22 04:22:48.736592
230073,246905,119566,511/1793,,2016-06-22 04:22:48.743233,2016-06-22 04:22:48.743233
235256,252088,121160,391/1543,,2016-06-22 11:22:06.795993,2016-06-22 11:22:06.795993
235257,252089,121160,391/1667,,2016-06-22 11:22:06.806257,2016-06-22 11:22:06.806257
235258,252090,121160,392,,2016-06-22 11:22:06.815555,2016-06-22 11:22:06.815555
235259,252091,121160,395,,2016-06-22 11:22:06.827176,2016-06-22 11:22:06.827176
235260,252092,121160,397/510,,2016-06-22 11:22:06.835868,2016-06-22 11:22:06.835868
235261,252093,121160,397/578,,2016-06-22 11:22:06.845423,2016-06-22 11:22:06.845423
235262,252094,121160,397/603,,2016-06-22 11:22:06.853648,2016-06-22 11:22:06.853648
235243,252075,121154,398,,2016-06-22 11:14:46.827634,2016-06-22 11:14:46.827634
235244,252076,121154,400,,2016-06-22 11:14:46.851026,2016-06-22 11:14:46.851026
235245,252077,121154,401/2,,2016-06-22 11:14:46.861389,2016-06-22 11:14:46.861389
235246,252078,121154,401/398,,2016-06-22 11:14:46.869652,2016-06-22 11:14:46.869652
235247,252079,121154,401/539,,2016-06-22 11:14:46.877792,2016-06-22 11:14:46.877792
235248,252080,121154,401/653,,2016-06-22 11:14:46.886154,2016-06-22 11:14:46.886154
235249,252081,121154,404,,2016-06-22 11:14:46.894907,2016-06-22 11:14:46.894907
299,299,854,123,,2015-11-17 08:47:15.000000,2015-11-17 08:47:15.000000
506,506,1120,235,,2015-11-27 07:37:14.000000,2015-11-27 07:37:14.000000
507,507,1120,765,,2015-11-27 07:37:15.000000,2015-11-27 07:37:15.000000
1760,1760,2228,1867,,2015-12-03 06:46:06.000000,2015-12-03 06:46:06.000000
3423,3423,3795,546,,2015-12-09 08:07:18.000000,2015-12-09 08:07:18.000000
3424,3424,3795,84,,2015-12-09 08:07:19.000000,2015-12-09 08:07:19.000000
3425,3425,3795,07,,2015-12-09 08:07:20.000000,2015-12-09 08:07:20.000000
3426,3426,3795,57,,2015-12-09 08:07:21.000000,2015-12-09 08:07:21.000000
3427,3427,3795,58,,2015-12-09 08:07:22.000000,2015-12-09 08:07:22.000000
3683,3683,4019,54,,2015-12-10 04:19:51.000000,2015-12-10 04:19:51.000000
3747,3747,4067,215,,2015-12-10 06:07:57.000000,2015-12-10 06:07:57.000000
3758,3758,4075,833,,2015-12-10 06:14:18.000000,2015-12-10 06:14:18.000000
4954,4954,5187,1433,,2015-12-12 08:14:49.000000,2015-12-12 08:14:49.000000
4961,4961,5193,1379,,2015-12-12 08:19:42.000000,2015-12-12 08:19:42.000000
4962,4962,5197,1373,,2015-12-12 08:26:40.000000,2015-12-12 08:26:40.000000
4970,4970,5156,593,,2015-12-12 08:35:00.000000,2015-12-12 08:35:00.000000
5015,5015,5244,1123,,2015-12-12 09:41:44.000000,2015-12-12 09:41:44.000000
5082,5082,5324,628,,2015-12-13 07:04:21.000000,2015-12-13 07:04:21.000000
5083,5083,5324,628,,2015-12-13 07:04:22.000000,2015-12-13 07:04:22.000000
5084,5084,5324,628,,2015-12-13 07:10:08.000000,2015-12-13 07:10:08.000000
5085,5085,5324,628,,2015-12-13 07:10:09.000000,2015-12-13 07:10:09.000000
5138,5138,5368,399,,2015-12-13 09:10:55.000000,2015-12-13 09:10:55.000000
5193,5193,5434,362,,2015-12-14 06:25:52.000000,2015-12-14 06:25:52.000000
5194,5194,5434,362,,2015-12-14 06:25:53.000000,2015-12-14 06:25:53.000000
5198,5198,5439,1142,,2015-12-14 06:32:52.000000,2015-12-14 06:32:52.000000
5199,5199,5439,1142,,2015-12-14 06:32:53.000000,2015-12-14 06:32:53.000000
5219,5219,5457,392,,2015-12-14 06:47:32.000000,2015-12-14 06:47:32.000000
5220,5220,5457,392,,2015-12-14 06:47:33.000000,2015-12-14 06:47:33.000000
5245,5245,5469,2651,,2015-12-14 07:03:36.000000,2015-12-14 07:03:36.000000
5246,5246,5469,2650,,2015-12-14 07:03:38.000000,2015-12-14 07:03:38.000000
5247,5247,5469,2652,,2015-12-14 07:03:39.000000,2015-12-14 07:03:39.000000
5248,5248,5469,2654,,2015-12-14 07:03:46.000000,2015-12-14 07:03:46.000000
5249,5249,5469,2651,,2015-12-14 07:03:49.000000,2015-12-14 07:03:49.000000
5314,5314,5515,182,,2015-12-14 07:35:51.000000,2015-12-14 07:35:51.000000
5336,5336,5528,818,,2015-12-14 07:48:31.000000,2015-12-14 07:48:31.000000
5375,5375,5559,1155,,2015-12-14 08:07:06.000000,2015-12-14 08:07:06.000000
5376,5376,5559,1152,,2015-12-14 08:07:07.000000,2015-12-14 08:07:07.000000
5423,5423,5602,299,,2015-12-14 08:35:40.000000,2015-12-14 08:35:40.000000
5430,5430,5606,1238,,2015-12-14 08:39:48.000000,2015-12-14 08:39:48.000000
5431,5431,5606,1238,,2015-12-14 08:39:50.000000,2015-12-14 08:39:50.000000
5447,5447,5616,1239,,2015-12-14 08:44:10.000000,2015-12-14 08:44:10.000000
5448,5448,5616,1245,,2015-12-14 08:44:11.000000,2015-12-14 08:44:11.000000
5510,5510,5673,1114,,2015-12-14 09:21:54.000000,2015-12-14 09:21:54.000000
5511,5511,5673,1112,,2015-12-14 09:22:02.000000,2015-12-14 09:22:02.000000
5530,5530,5696,634,,2015-12-14 09:33:29.000000,2015-12-14 09:33:29.000000
5606,5606,5764,1172,,2015-12-14 10:07:27.000000,2015-12-14 10:07:27.000000
5607,5607,5764,1173,,2015-12-14 10:07:44.000000,2015-12-14 10:07:44.000000
5649,5649,5817,932,,2015-12-14 10:42:00.000000,2015-12-14 10:42:00.000000
6138,6138,6244,72,,2015-12-15 08:31:39.000000,2015-12-15 08:31:39.000000
6206,6206,6315,315,,2015-12-15 09:03:14.000000,2015-12-15 09:03:14.000000
6328,6328,6408,102,,2015-12-15 09:56:52.000000,2015-12-15 09:56:52.000000
6329,6329,6408,102,,2015-12-15 09:56:53.000000,2015-12-15 09:56:53.000000
6333,6333,6412,189,,2015-12-15 10:00:40.000000,2015-12-15 10:00:40.000000
6334,6334,6412,189,,2015-12-15 10:00:41.000000,2015-12-15 10:00:41.000000
6349,6349,6426,1104,,2015-12-15 10:14:27.000000,2015-12-15 10:14:27.000000
6350,6350,6426,1104,,2015-12-15 10:14:28.000000,2015-12-15 10:14:28.000000
6356,6356,6429,219,,2015-12-15 10:18:09.000000,2015-12-15 10:18:09.000000
6357,6357,6429,219,,2015-12-15 10:18:13.000000,2015-12-15 10:18:13.000000
6358,6358,6429,219,,2015-12-15 10:18:15.000000,2015-12-15 10:18:15.000000
6374,6374,6448,652/1,,2015-12-15 10:32:45.000000,2015-12-15 10:32:45.000000
6386,6386,6457,644,,2015-12-15 10:43:14.000000,2015-12-15 10:43:14.000000
6465,6465,6315,315,,2015-12-15 14:03:21.000000,2015-12-15 14:03:21.000000
6513,6513,6572,363,,2015-12-16 05:36:00.000000,2015-12-16 05:36:00.000000
6521,6521,6578,669,,2015-12-16 05:46:43.000000,2015-12-16 05:46:43.000000
6527,6527,6582,366,,2015-12-16 05:53:51.000000,2015-12-16 05:53:51.000000
6551,6551,6603,319,,2015-12-16 06:27:01.000000,2015-12-16 06:27:01.000000
6600,6600,6637,492,,2015-12-16 06:53:11.000000,2015-12-16 06:53:11.000000
6605,6605,6637,495,,2015-12-16 06:53:42.000000,2015-12-16 06:53:42.000000
6607,6607,6637,586,,2015-12-16 06:54:15.000000,2015-12-16 06:54:15.000000
6713,6713,6725,60,,2015-12-16 07:32:27.000000,2015-12-16 07:32:27.000000
6714,6714,6725,61,,2015-12-16 07:32:28.000000,2015-12-16 07:32:28.000000
6715,6715,6725,54,,2015-12-16 07:32:29.000000,2015-12-16 07:32:29.000000
6716,6716,6725,54,,2015-12-16 07:32:30.000000,2015-12-16 07:32:30.000000
6717,6717,6725,66,,2015-12-16 07:32:31.000000,2015-12-16 07:32:31.000000
6781,6781,6792,1221,,2015-12-16 07:51:28.000000,2015-12-16 07:51:28.000000
6783,6783,6792,575,,2015-12-16 07:52:02.000000,2015-12-16 07:52:02.000000
6784,6784,6792,1462,,2015-12-16 07:52:03.000000,2015-12-16 07:52:03.000000
6785,6785,6792,1365,,2015-12-16 07:52:04.000000,2015-12-16 07:52:04.000000
6850,6850,6850,590,,2015-12-16 08:14:25.000000,2015-12-16 08:14:25.000000
6923,6923,6903,1677,,2015-12-16 08:46:14.000000,2015-12-16 08:46:14.000000
6924,6924,6903,1677,,2015-12-16 08:46:15.000000,2015-12-16 08:46:15.000000
6925,6925,6903,1678,,2015-12-16 08:46:16.000000,2015-12-16 08:46:16.000000
6938,6938,6916,1274,,2015-12-16 08:50:31.000000,2015-12-16 08:50:31.000000
6953,6953,6921,995,,2015-12-16 08:51:15.000000,2015-12-16 08:51:15.000000
6982,6982,6946,1022,,2015-12-16 09:00:51.000000,2015-12-16 09:00:51.000000
6987,6987,6943,1415,,2015-12-16 09:03:11.000000,2015-12-16 09:03:11.000000
7595,7595,7469,912,,2015-12-17 08:06:10.000000,2015-12-17 08:06:10.000000
7895,7895,7707,1010,,2015-12-17 10:11:21.000000,2015-12-17 10:11:21.000000
7958,7958,7766,159. 158 135 205,,2015-12-17 14:14:09.000000,2015-12-17 14:14:09.000000
8054,8054,7835,295,,2015-12-18 08:03:03.000000,2015-12-18 08:03:03.000000
8341,8341,8051,২৯৭,,2015-12-19 04:07:01.000000,2015-12-19 04:07:01.000000
8451,8451,8153,479,,2015-12-19 07:43:06.000000,2015-12-19 07:43:06.000000
8508,8508,8203,565 662663664,,2015-12-19 08:51:33.000000,2015-12-19 08:51:33.000000
8631,8631,8302,3255,,2015-12-20 04:52:43.000000,2015-12-20 04:52:43.000000
8642,8642,8308,3293,,2015-12-20 05:31:20.000000,2015-12-20 05:31:20.000000
8643,8643,8309,2071,,2015-12-20 05:41:23.000000,2015-12-20 05:41:23.000000
8661,8661,8323,2074,,2015-12-20 06:12:48.000000,2015-12-20 06:12:48.000000
8751,8751,8404,1536,,2015-12-20 07:44:05.000000,2015-12-20 07:44:05.000000
8786,8786,8431,160,,2015-12-20 08:20:55.000000,2015-12-20 08:20:55.000000
8836,8836,8471,255,,2015-12-20 09:47:25.000000,2015-12-20 09:47:25.000000
8852,8852,8482,343,,2015-12-20 10:01:51.000000,2015-12-20 10:01:51.000000
8861,8861,8488,339,,2015-12-20 10:23:00.000000,2015-12-20 10:23:00.000000
9211,9211,8788,1076,,2015-12-21 08:27:16.000000,2015-12-21 08:27:16.000000
9336,9336,8874,1014,,2015-12-21 09:03:34.000000,2015-12-21 09:03:34.000000
9364,9364,8905,18,,2015-12-21 09:18:23.000000,2015-12-21 09:18:23.000000
9397,9397,8939,15,,2015-12-21 09:33:33.000000,2015-12-21 09:33:33.000000
9424,9424,8963,216,,2015-12-21 09:47:33.000000,2015-12-21 09:47:33.000000
9664,9664,9173,416,,2015-12-22 07:12:53.000000,2015-12-22 07:12:53.000000
9721,9721,9222,410,,2015-12-22 07:52:43.000000,2015-12-22 07:52:43.000000
9755,9755,9258,398,,2015-12-22 08:10:59.000000,2015-12-22 08:10:59.000000
9797,9797,9288,442/1,,2015-12-22 08:30:37.000000,2015-12-22 08:30:37.000000
9915,9915,9384,52,,2015-12-22 09:23:30.000000,2015-12-22 09:23:30.000000
9979,9979,9444,498,,2015-12-22 10:02:08.000000,2015-12-22 10:02:08.000000
9992,9992,9455,374.   /1094,,2015-12-22 10:11:16.000000,2015-12-22 10:11:16.000000
9995,9995,9457,92 '  93- 94: ,,2015-12-22 10:12:57.000000,2015-12-22 10:12:57.000000
10031,10031,9495,376,,2015-12-22 10:38:46.000000,2015-12-22 10:38:46.000000
10074,10074,9537,374,,2015-12-22 11:09:01.000000,2015-12-22 11:09:01.000000
10079,10079,9542,377,,2015-12-22 11:15:22.000000,2015-12-22 11:15:22.000000
10609,10609,10125,186,,2015-12-24 04:40:17.000000,2015-12-24 04:40:17.000000
10635,10635,10152,415,,2015-12-24 05:28:24.000000,2015-12-24 05:28:24.000000
10655,10655,10174,438,,2015-12-24 06:10:03.000000,2015-12-24 06:10:03.000000
10696,10696,10211,473,,2015-12-24 06:53:04.000000,2015-12-24 06:53:04.000000
10754,10754,10264,716,,2015-12-24 07:34:53.000000,2015-12-24 07:34:53.000000
10786,10786,10302,745,,2015-12-24 07:55:17.000000,2015-12-24 07:55:17.000000
10830,10830,10343,116,,2015-12-24 08:20:57.000000,2015-12-24 08:20:57.000000
10833,10833,10346,337,,2015-12-24 08:22:11.000000,2015-12-24 08:22:11.000000
10843,10843,10357,532,,2015-12-24 08:31:02.000000,2015-12-24 08:31:02.000000
10847,10847,10361,826,,2015-12-24 08:33:36.000000,2015-12-24 08:33:36.000000
10852,10852,10364,833,,2015-12-24 08:37:03.000000,2015-12-24 08:37:03.000000
10859,10859,10371,846,,2015-12-24 08:41:40.000000,2015-12-24 08:41:40.000000
10879,10879,10389,852,,2015-12-24 08:49:45.000000,2015-12-24 08:49:45.000000
10889,10889,10396,241,,2015-12-24 08:57:20.000000,2015-12-24 08:57:20.000000
10913,10913,10418,77,,2015-12-24 09:18:39.000000,2015-12-24 09:18:39.000000
10931,10931,10437,925,,2015-12-24 09:38:22.000000,2015-12-24 09:38:22.000000
11104,11104,10596,711,,2015-12-25 05:53:44.000000,2015-12-25 05:53:44.000000
11110,11110,10596,711,,2015-12-25 05:57:57.000000,2015-12-25 05:57:57.000000
11130,11130,10623,1021,,2015-12-25 06:11:06.000000,2015-12-25 06:11:06.000000
11143,11143,10633,1053,,2015-12-25 06:20:30.000000,2015-12-25 06:20:30.000000
11152,11152,10644,1005,,2015-12-25 06:36:11.000000,2015-12-25 06:36:11.000000
11160,11160,10648,1024,,2015-12-25 06:39:53.000000,2015-12-25 06:39:53.000000
11228,11228,10729,339,,2015-12-25 07:51:10.000000,2015-12-25 07:51:10.000000
11254,11254,10755,629,,2015-12-25 08:10:21.000000,2015-12-25 08:10:21.000000
11305,11305,10800,863,,2015-12-25 08:47:40.000000,2015-12-25 08:47:40.000000
11371,11371,10865,327,,2015-12-25 09:43:17.000000,2015-12-25 09:43:17.000000
11380,11380,10871,557,,2015-12-25 09:47:09.000000,2015-12-25 09:47:09.000000
11382,11382,10873,306,,2015-12-25 09:50:24.000000,2015-12-25 09:50:24.000000
11399,11399,10891,817,,2015-12-25 10:01:39.000000,2015-12-25 10:01:39.000000
11484,11484,10968,/157,,2015-12-26 03:28:25.000000,2015-12-26 03:28:25.000000
11489,11489,10974,126,,2015-12-26 03:45:46.000000,2015-12-26 03:45:46.000000
11495,11495,10981,188,,2015-12-26 03:59:14.000000,2015-12-26 03:59:14.000000
11497,11497,10984,838,,2015-12-26 04:05:27.000000,2015-12-26 04:05:27.000000
11517,11517,11000,159,,2015-12-26 04:27:09.000000,2015-12-26 04:27:09.000000
11831,11831,11263,580,,2015-12-26 09:38:00.000000,2015-12-26 09:38:00.000000
11842,11842,11272,817,,2015-12-26 09:54:10.000000,2015-12-26 09:54:10.000000
11874,11874,11294,928,,2015-12-26 10:22:23.000000,2015-12-26 10:22:23.000000
11879,11879,11299,792,,2015-12-26 10:26:40.000000,2015-12-26 10:26:40.000000
11894,11894,11310,130,,2015-12-26 10:39:53.000000,2015-12-26 10:39:53.000000
