id,farmer_id,soil_sample_id,plot_dag_number,remarks,created_at,updated_at
11902,11902,11319,812,,2015-12-26 10:57:08.000000,2015-12-26 10:57:08.000000
12047,12047,11433,94,,2015-12-27 03:55:47.000000,2015-12-27 03:55:47.000000
12146,12146,11492,55,,2015-12-27 05:09:34.000000,2015-12-27 05:09:34.000000
12560,12560,11761,630 ,,2015-12-27 09:28:36.000000,2015-12-27 09:28:36.000000
12642,12642,11816,710,,2015-12-27 10:42:52.000000,2015-12-27 10:42:52.000000
12747,12747,11893,659,,2015-12-28 03:08:09.000000,2015-12-28 03:08:09.000000
13043,13043,12096,72,,2015-12-28 06:59:05.000000,2015-12-28 06:59:05.000000
13044,13044,12096,73,,2015-12-28 06:59:06.000000,2015-12-28 06:59:06.000000
13248,13248,12270,55,,2015-12-28 07:54:56.000000,2015-12-28 07:54:56.000000
13250,13250,12270,57,,2015-12-28 07:54:57.000000,2015-12-28 07:54:57.000000
13251,13251,12270,59,,2015-12-28 07:54:58.000000,2015-12-28 07:54:58.000000
13291,13291,12316,54,,2015-12-28 08:05:25.000000,2015-12-28 08:05:25.000000
13292,13292,12316,53,,2015-12-28 08:05:26.000000,2015-12-28 08:05:26.000000
13359,13359,12354,55,,2015-12-28 08:25:33.000000,2015-12-28 08:25:33.000000
13360,13360,12354,56,,2015-12-28 08:25:34.000000,2015-12-28 08:25:34.000000
13361,13361,12354,57,,2015-12-28 08:25:35.000000,2015-12-28 08:25:35.000000
13362,13362,12354,61,,2015-12-28 08:25:36.000000,2015-12-28 08:25:36.000000
13596,13596,12561,311,,2015-12-28 09:22:25.000000,2015-12-28 09:22:25.000000
13834,13834,12773,332,,2015-12-28 10:34:18.000000,2015-12-28 10:34:18.000000
13861,13861,12786,638  /1607,,2015-12-28 10:41:47.000000,2015-12-28 10:41:47.000000
13908,13908,12815,638,,2015-12-28 10:58:06.000000,2015-12-28 10:58:06.000000
13952,13952,12842,613,,2015-12-28 11:13:33.000000,2015-12-28 11:13:33.000000
14950,14950,13680,510,,2015-12-29 07:49:13.000000,2015-12-29 07:49:13.000000
14951,14951,13680,512,,2015-12-29 07:49:16.000000,2015-12-29 07:49:16.000000
15081,15081,13811,609,,2015-12-29 08:10:58.000000,2015-12-29 08:10:58.000000
16193,16193,14726,18,,2015-12-30 05:45:02.000000,2015-12-30 05:45:02.000000
16278,16278,14791,3,,2015-12-30 06:06:29.000000,2015-12-30 06:06:29.000000
16312,16312,14826,511,,2015-12-30 06:15:16.000000,2015-12-30 06:15:16.000000
16314,16314,14826,511,,2015-12-30 06:15:19.000000,2015-12-30 06:15:19.000000
16477,16477,14992,77,,2015-12-30 06:54:27.000000,2015-12-30 06:54:27.000000
17419,17419,15767,128,,2015-12-30 09:13:38.000000,2015-12-30 09:13:38.000000
17488,17488,15833,77,,2015-12-30 09:28:41.000000,2015-12-30 09:28:41.000000
17489,17489,15833,78,,2015-12-30 09:28:42.000000,2015-12-30 09:28:42.000000
17490,17490,15833,74,,2015-12-30 09:28:43.000000,2015-12-30 09:28:43.000000
19486,19486,17245,100,,2015-12-31 06:59:34.000000,2015-12-31 06:59:34.000000
19779,19779,17493,343,,2015-12-31 07:36:23.000000,2015-12-31 07:36:23.000000
21078,21078,18597,17,,2015-12-31 10:21:32.000000,2015-12-31 10:21:32.000000
21109,21109,18618,95,,2015-12-31 10:26:38.000000,2015-12-31 10:26:38.000000
21419,21419,18891,2005,,2016-01-01 05:58:54.000000,2016-01-01 05:58:54.000000
21528,21528,18952,1992,,2016-01-01 06:59:08.000000,2016-01-01 06:59:08.000000
21606,21606,19013,1954,,2016-01-01 07:41:04.000000,2016-01-01 07:41:04.000000
21687,21687,19067,1969,,2016-01-01 08:20:16.000000,2016-01-01 08:20:16.000000
21691,21691,19074,1954,,2016-01-01 08:23:47.000000,2016-01-01 08:23:47.000000
21717,21717,19095,1962,,2016-01-01 08:35:47.000000,2016-01-01 08:35:47.000000
21772,21772,19147,1945,,2016-01-01 09:35:03.000000,2016-01-01 09:35:03.000000
22509,22509,19815,1945,,2016-01-02 07:45:25.000000,2016-01-02 07:45:25.000000
22794,22794,20061,2019,,2016-01-02 11:27:06.000000,2016-01-02 11:27:06.000000
22810,22810,20078,2015,,2016-01-02 11:50:58.000000,2016-01-02 11:50:58.000000
25657,25657,22490,892/2421,,2016-01-06 09:31:59.000000,2016-01-06 09:31:59.000000
25731,25731,22552,892/1421,,2016-01-06 10:00:54.000000,2016-01-06 10:00:54.000000
25841,25841,22665,892/1421,,2016-01-06 11:16:36.000000,2016-01-06 11:16:36.000000
26489,26489,23145,372,,2016-01-07 09:13:49.000000,2016-01-07 09:13:49.000000
26490,26490,23145,373,,2016-01-07 09:13:50.000000,2016-01-07 09:13:50.000000
26520,26520,23166,159,,2016-01-07 09:23:18.000000,2016-01-07 09:23:18.000000
26799,26799,23432,561,,2016-01-08 06:11:07.000000,2016-01-08 06:11:07.000000
26845,26845,23469,567,,2016-01-08 06:41:34.000000,2016-01-08 06:41:34.000000
27293,27293,23841,666,,2016-01-09 05:27:32.000000,2016-01-09 05:27:32.000000
27294,27294,23841,666,,2016-01-09 05:27:34.000000,2016-01-09 05:27:34.000000
27337,27337,23890,501,,2016-01-09 06:40:26.000000,2016-01-09 06:40:26.000000
27391,27391,23979,72,,2016-01-09 07:36:37.000000,2016-01-09 07:36:37.000000
27667,27667,24296,673,,2016-01-10 05:26:58.000000,2016-01-10 05:26:58.000000
27709,27709,24348,556/58,,2016-01-10 06:30:41.000000,2016-01-10 06:30:41.000000
27710,27710,24348,556/58,,2016-01-10 06:30:44.000000,2016-01-10 06:30:44.000000
28230,28230,24804,159,,2016-01-11 08:21:08.000000,2016-01-11 08:21:08.000000
28231,28231,24804,161,,2016-01-11 08:21:11.000000,2016-01-11 08:21:11.000000
28240,28240,24822,192,,2016-01-11 08:24:37.000000,2016-01-11 08:24:37.000000
28241,28241,24822,166,,2016-01-11 08:24:39.000000,2016-01-11 08:24:39.000000
28428,28428,24999,546/28,,2016-01-11 09:31:41.000000,2016-01-11 09:31:41.000000
28429,28429,24999,546/28,,2016-01-11 09:31:44.000000,2016-01-11 09:31:44.000000
28740,28740,25284,649,,2016-01-12 06:43:53.000000,2016-01-12 06:43:53.000000
28741,28741,25284,661,,2016-01-12 06:43:59.000000,2016-01-12 06:43:59.000000
28742,28742,25284,659,,2016-01-12 06:44:02.000000,2016-01-12 06:44:02.000000
28771,28771,25313,669,,2016-01-12 07:01:15.000000,2016-01-12 07:01:15.000000
28772,28772,25313,670,,2016-01-12 07:01:18.000000,2016-01-12 07:01:18.000000
28773,28773,25313,671,,2016-01-12 07:01:21.000000,2016-01-12 07:01:21.000000
28862,28862,25405,556/34,,2016-01-12 08:07:48.000000,2016-01-12 08:07:48.000000
28864,28864,25406,535,,2016-01-12 08:10:59.000000,2016-01-12 08:10:59.000000
28865,28865,25406,534,,2016-01-12 08:11:09.000000,2016-01-12 08:11:09.000000
28886,28886,25427,555,,2016-01-12 08:29:08.000000,2016-01-12 08:29:08.000000
29181,29181,25638,172,,2016-01-13 04:50:11.000000,2016-01-13 04:50:11.000000
29182,29182,25638,172,,2016-01-13 04:50:13.000000,2016-01-13 04:50:13.000000
29275,29275,25733,513,,2016-01-13 06:41:09.000000,2016-01-13 06:41:09.000000
29467,29467,25933,326,,2016-01-13 08:15:40.000000,2016-01-13 08:15:40.000000
29539,29539,26008,325,,2016-01-13 08:35:57.000000,2016-01-13 08:35:57.000000
29703,29703,26205,472,,2016-01-13 09:53:32.000000,2016-01-13 09:53:32.000000
29858,29858,26376,238,,2016-01-14 05:33:14.000000,2016-01-14 05:33:14.000000
30075,30075,26575,249,,2016-01-14 07:44:41.000000,2016-01-14 07:44:41.000000
30076,30076,26575,249,,2016-01-14 07:44:47.000000,2016-01-14 07:44:47.000000
30077,30077,26575,249,,2016-01-14 07:44:48.000000,2016-01-14 07:44:48.000000
30086,30086,26585,907,,2016-01-14 07:47:49.000000,2016-01-14 07:47:49.000000
30100,30100,26599,710,,2016-01-14 07:55:55.000000,2016-01-14 07:55:55.000000
30109,30109,26575,249,,2016-01-14 07:58:41.000000,2016-01-14 07:58:41.000000
30111,30111,26575,249,,2016-01-14 07:58:47.000000,2016-01-14 07:58:47.000000
30113,30113,26575,249,,2016-01-14 07:58:51.000000,2016-01-14 07:58:51.000000
30860,30860,27375,838/1,,2016-01-15 09:08:11.000000,2016-01-15 09:08:11.000000
31281,31281,27791,1053,,2016-01-16 07:21:05.000000,2016-01-16 07:21:05.000000
31282,31282,27791,1064,,2016-01-16 07:21:09.000000,2016-01-16 07:21:09.000000
31283,31283,27791,1065,,2016-01-16 07:21:11.000000,2016-01-16 07:21:11.000000
31374,31374,27875,804,,2016-01-16 09:08:46.000000,2016-01-16 09:08:46.000000
32042,32042,28537,33,,2016-01-18 06:39:40.000000,2016-01-18 06:39:40.000000
32103,32103,28584,68,,2016-01-18 07:02:59.000000,2016-01-18 07:02:59.000000
32314,32314,28768,551,,2016-01-18 08:21:51.000000,2016-01-18 08:21:51.000000
32315,32315,28768,t51,,2016-01-18 08:21:55.000000,2016-01-18 08:21:55.000000
32316,32316,28768,551,,2016-01-18 08:21:59.000000,2016-01-18 08:21:59.000000
32345,32345,28787,547,,2016-01-18 08:31:36.000000,2016-01-18 08:31:36.000000
32346,32346,28787,556,,2016-01-18 08:31:39.000000,2016-01-18 08:31:39.000000
32347,32347,28787,545,,2016-01-18 08:31:41.000000,2016-01-18 08:31:41.000000
32887,32887,29353,830,,2016-01-19 06:58:09.000000,2016-01-19 06:58:09.000000
32888,32888,29353,832,,2016-01-19 06:58:10.000000,2016-01-19 06:58:10.000000
32889,32889,29353,832,,2016-01-19 06:58:11.000000,2016-01-19 06:58:11.000000
32997,32997,29446,859,,2016-01-19 07:34:39.000000,2016-01-19 07:34:39.000000
32998,32998,29446,859,,2016-01-19 07:34:40.000000,2016-01-19 07:34:40.000000
32999,32999,29446,859,,2016-01-19 07:34:41.000000,2016-01-19 07:34:41.000000
33331,33331,29795,175,,2016-01-20 05:29:53.000000,2016-01-20 05:29:53.000000
33340,33340,29804,412,,2016-01-20 05:58:21.000000,2016-01-20 05:58:21.000000
33351,33351,29815,479,,2016-01-20 06:16:56.000000,2016-01-20 06:16:56.000000
33358,33358,29824,387,,2016-01-20 06:44:12.000000,2016-01-20 06:44:12.000000
33390,33390,29852,408,,2016-01-20 07:22:18.000000,2016-01-20 07:22:18.000000
33438,33438,29886,421,,2016-01-20 08:02:12.000000,2016-01-20 08:02:12.000000
33578,33578,30045,354,,2016-01-20 10:49:25.000000,2016-01-20 10:49:25.000000
33586,33586,30053,351,,2016-01-20 11:11:29.000000,2016-01-20 11:11:29.000000
33588,33588,30056,346,,2016-01-20 11:23:03.000000,2016-01-20 11:23:03.000000
34019,34019,30509,298,,2016-01-22 05:47:19.000000,2016-01-22 05:47:19.000000
34197,34197,30670,781,,2016-01-22 07:53:37.000000,2016-01-22 07:53:37.000000
34198,34198,30670,782,,2016-01-22 07:53:44.000000,2016-01-22 07:53:44.000000
34482,34482,30971,914,,2016-01-23 06:38:56.000000,2016-01-23 06:38:56.000000
34491,34491,30981,915,,2016-01-23 06:57:36.000000,2016-01-23 06:57:36.000000
34530,34530,31014,295,,2016-01-23 08:32:52.000000,2016-01-23 08:32:52.000000
34543,34543,31024,300,,2016-01-23 09:21:32.000000,2016-01-23 09:21:32.000000
35389,35389,31956,1248,,2016-01-26 07:40:07.000000,2016-01-26 07:40:07.000000
35411,35411,31983,3802,,2016-01-26 07:59:15.000000,2016-01-26 07:59:15.000000
35412,35412,31983,3186,,2016-01-26 07:59:16.000000,2016-01-26 07:59:16.000000
35413,35413,31983,2888,,2016-01-26 07:59:18.000000,2016-01-26 07:59:18.000000
35435,35435,32010,433,,2016-01-26 08:16:50.000000,2016-01-26 08:16:50.000000
35436,35436,32010,2850,,2016-01-26 08:16:51.000000,2016-01-26 08:16:51.000000
35437,35437,32010,8002,,2016-01-26 08:16:56.000000,2016-01-26 08:16:56.000000
35467,35467,32052,1851,,2016-01-26 08:50:50.000000,2016-01-26 08:50:50.000000
35468,35468,32052,2841,,2016-01-26 08:50:51.000000,2016-01-26 08:50:51.000000
35477,35477,32076,2454,,2016-01-26 09:04:03.000000,2016-01-26 09:04:03.000000
35504,35504,32119,2504,,2016-01-26 09:51:26.000000,2016-01-26 09:51:26.000000
35852,35852,32533,484,,2016-01-27 09:00:36.000000,2016-01-27 09:00:36.000000
35921,35921,32599,296,,2016-01-27 09:26:32.000000,2016-01-27 09:26:32.000000
35922,35922,32599,204,,2016-01-27 09:26:34.000000,2016-01-27 09:26:34.000000
36371,36371,33092,154,,2016-01-28 06:38:10.000000,2016-01-28 06:38:10.000000
36769,36769,33545,1067,,2016-01-28 08:51:59.000000,2016-01-28 08:51:59.000000
36888,36888,33699,"
120",,2016-01-28 09:29:59.000000,2016-01-28 09:29:59.000000
36971,36971,33790,139,,2016-01-28 10:08:27.000000,2016-01-28 10:08:27.000000
37026,37026,33865,353,,2016-01-28 10:48:01.000000,2016-01-28 10:48:01.000000
37480,37480,34308,60,,2016-01-29 08:38:35.000000,2016-01-29 08:38:35.000000
37481,37481,34308,61,,2016-01-29 08:38:36.000000,2016-01-29 08:38:36.000000
37482,37482,34308,62,,2016-01-29 08:38:37.000000,2016-01-29 08:38:37.000000
37821,37821,34709,737,,2016-01-30 06:52:34.000000,2016-01-30 06:52:34.000000
37822,37822,34709,738,,2016-01-30 06:52:37.000000,2016-01-30 06:52:37.000000
37823,37823,34709,739,,2016-01-30 06:52:40.000000,2016-01-30 06:52:40.000000
37850,37850,34735,18,,2016-01-30 07:16:18.000000,2016-01-30 07:16:18.000000
37851,37851,34735,19,,2016-01-30 07:16:21.000000,2016-01-30 07:16:21.000000
38006,38006,34923,1002,,2016-01-30 09:52:01.000000,2016-01-30 09:52:01.000000
38088,38088,35018,25,,2016-01-31 05:35:00.000000,2016-01-31 05:35:00.000000
38092,38092,35023,26,,2016-01-31 05:40:51.000000,2016-01-31 05:40:51.000000
38169,38169,35099,345,,2016-01-31 07:28:22.000000,2016-01-31 07:28:22.000000
38618,38618,35591,818,,2016-02-01 08:16:01.000000,2016-02-01 08:16:01.000000
38619,38619,35591,819,,2016-02-01 08:16:02.000000,2016-02-01 08:16:02.000000
38620,38620,35591,820,,2016-02-01 08:16:03.000000,2016-02-01 08:16:03.000000
39089,39089,36075,822,,2016-02-02 04:41:27.000000,2016-02-02 04:41:27.000000
39206,39206,36197,124,,2016-02-02 06:29:37.000000,2016-02-02 06:29:37.000000
40875,40875,38003,1034,,2016-02-04 07:42:40.000000,2016-02-04 07:42:40.000000
40905,40905,38035,1005,,2016-02-04 07:50:31.000000,2016-02-04 07:50:31.000000
41069,41069,38188,327,,2016-02-04 08:34:34.000000,2016-02-04 08:34:34.000000
41185,41185,38407,407,,2016-02-04 09:04:06.000000,2016-02-04 09:04:06.000000
41246,41246,38488,000,,2016-02-04 09:21:30.000000,2016-02-04 09:21:30.000000
41263,41263,38503,1371,,2016-02-04 09:28:05.000000,2016-02-04 09:28:05.000000
41495,41495,38767,348,,2016-02-04 11:20:52.000000,2016-02-04 11:20:52.000000
41517,41517,38788,1309,,2016-02-04 11:40:27.000000,2016-02-04 11:40:27.000000
41520,41520,38792,1309,,2016-02-04 11:43:41.000000,2016-02-04 11:43:41.000000
41610,41610,38890,556,,2016-02-05 06:55:09.000000,2016-02-05 06:55:09.000000
41611,41611,38890,558,,2016-02-05 06:55:10.000000,2016-02-05 06:55:10.000000
41612,41612,38890,559,,2016-02-05 06:55:11.000000,2016-02-05 06:55:11.000000
41831,41831,39140,735233,,2016-02-06 03:50:54.000000,2016-02-06 03:50:54.000000
41840,41840,39149,735233,,2016-02-06 04:23:35.000000,2016-02-06 04:23:35.000000
41848,41848,39161,735233,,2016-02-06 04:34:37.000000,2016-02-06 04:34:37.000000
41920,41920,39226,646,,2016-02-06 06:51:39.000000,2016-02-06 06:51:39.000000
41921,41921,39226,647,,2016-02-06 06:51:40.000000,2016-02-06 06:51:40.000000
41922,41922,39226,648,,2016-02-06 06:51:41.000000,2016-02-06 06:51:41.000000
42016,42016,39313,660/2 ,,2016-02-06 08:37:08.000000,2016-02-06 08:37:08.000000
42022,42022,39317,662/59,,2016-02-06 08:47:53.000000,2016-02-06 08:47:53.000000
42215,42215,39533,722,,2016-02-07 08:45:03.000000,2016-02-07 08:45:03.000000
42696,42696,40027,110,,2016-02-08 08:38:53.000000,2016-02-08 08:38:53.000000
42940,42940,40262,1710,,2016-02-09 05:08:15.000000,2016-02-09 05:08:15.000000
42941,42941,40262,1711,,2016-02-09 05:08:16.000000,2016-02-09 05:08:16.000000
42974,42974,40282,235,,2016-02-09 06:21:58.000000,2016-02-09 06:21:58.000000
42975,42975,40282,223,,2016-02-09 06:21:59.000000,2016-02-09 06:21:59.000000
43041,43041,40331,324,,2016-02-09 07:00:53.000000,2016-02-09 07:00:53.000000
43042,43042,40331,324,,2016-02-09 07:00:54.000000,2016-02-09 07:00:54.000000
43095,43095,40373,322,,2016-02-09 07:37:38.000000,2016-02-09 07:37:38.000000
43096,43096,40373,322,,2016-02-09 07:37:39.000000,2016-02-09 07:37:39.000000
43126,43126,40394,333,,2016-02-09 07:50:37.000000,2016-02-09 07:50:37.000000
43127,43127,40394,333,,2016-02-09 07:50:38.000000,2016-02-09 07:50:38.000000
43187,43187,40447,1153,,2016-02-09 08:21:02.000000,2016-02-09 08:21:02.000000
43213,43213,40477,1213,,2016-02-09 08:32:36.000000,2016-02-09 08:32:36.000000
43228,43228,40491,1153,,2016-02-09 08:42:56.000000,2016-02-09 08:42:56.000000
43275,43275,40545,1305,,2016-02-09 09:12:08.000000,2016-02-09 09:12:08.000000
43280,43280,40550,1324,,2016-02-09 09:23:02.000000,2016-02-09 09:23:02.000000
43281,43281,40550,1325,,2016-02-09 09:23:04.000000,2016-02-09 09:23:04.000000
43285,43285,40553,1320,,2016-02-09 09:26:50.000000,2016-02-09 09:26:50.000000
43286,43286,40553,1321,,2016-02-09 09:26:51.000000,2016-02-09 09:26:51.000000
43296,43296,40563,14011,,2016-02-09 09:36:52.000000,2016-02-09 09:36:52.000000
43297,43297,40563,1402,,2016-02-09 09:36:53.000000,2016-02-09 09:36:53.000000
43306,43306,40572,654,,2016-02-09 09:43:43.000000,2016-02-09 09:43:43.000000
43309,43309,40575,655,,2016-02-09 09:47:11.000000,2016-02-09 09:47:11.000000
43324,43324,40594,656,,2016-02-09 10:04:30.000000,2016-02-09 10:04:30.000000
43325,43325,40598,1506,,2016-02-09 10:07:30.000000,2016-02-09 10:07:30.000000
43332,43332,40608,658,,2016-02-09 10:14:42.000000,2016-02-09 10:14:42.000000
43336,43336,40614,659,,2016-02-09 10:17:00.000000,2016-02-09 10:17:00.000000
43348,43348,40627,664,,2016-02-09 10:31:48.000000,2016-02-09 10:31:48.000000
43363,43363,40642,670,,2016-02-09 10:50:36.000000,2016-02-09 10:50:36.000000
43478,43478,40733,628,,2016-02-10 06:01:18.000000,2016-02-10 06:01:18.000000
43586,43586,40829,1077,,2016-02-10 06:49:49.000000,2016-02-10 06:49:49.000000
43587,43587,40829,1078,,2016-02-10 06:49:50.000000,2016-02-10 06:49:50.000000
43588,43588,40829,1079,,2016-02-10 06:49:51.000000,2016-02-10 06:49:51.000000
43607,43607,40843,1078,,2016-02-10 07:01:07.000000,2016-02-10 07:01:07.000000
43608,43608,40843,1079,,2016-02-10 07:01:08.000000,2016-02-10 07:01:08.000000
43609,43609,40843,1080,,2016-02-10 07:01:09.000000,2016-02-10 07:01:09.000000
43623,43623,40850,1081,,2016-02-10 07:09:16.000000,2016-02-10 07:09:16.000000
43624,43624,40850,1061,,2016-02-10 07:09:17.000000,2016-02-10 07:09:17.000000
43625,43625,40850,1061,,2016-02-10 07:09:18.000000,2016-02-10 07:09:18.000000
43682,43682,40908,290,,2016-02-10 07:39:27.000000,2016-02-10 07:39:27.000000
43692,43692,40917,586,,2016-02-10 07:43:59.000000,2016-02-10 07:43:59.000000
43878,43878,41087,268,,2016-02-10 09:04:34.000000,2016-02-10 09:04:34.000000
43892,43892,41105,743,,2016-02-10 09:12:56.000000,2016-02-10 09:12:56.000000
43902,43902,41115,730,,2016-02-10 09:18:13.000000,2016-02-10 09:18:13.000000
44104,44104,41324,556,,2016-02-11 05:54:56.000000,2016-02-11 05:54:56.000000
44724,44724,41956,443,,2016-02-11 09:33:55.000000,2016-02-11 09:33:55.000000
44763,44763,42024,468,,2016-02-11 10:09:30.000000,2016-02-11 10:09:30.000000
45195,45195,42589,827,,2016-02-14 06:18:27.000000,2016-02-14 06:18:27.000000
45213,45213,42606,288,,2016-02-14 07:06:34.000000,2016-02-14 07:06:34.000000
45232,45232,42624,240,,2016-02-14 07:45:15.000000,2016-02-14 07:45:15.000000
45274,45274,42665,318,,2016-02-15 04:52:42.000000,2016-02-15 04:52:42.000000
45287,45287,42682,316,,2016-02-15 05:59:54.000000,2016-02-15 05:59:54.000000
45627,45627,43134,122,,2016-02-16 04:29:21.000000,2016-02-16 04:29:21.000000
45629,45629,43136,122,,2016-02-16 04:34:59.000000,2016-02-16 04:34:59.000000
45635,45635,43144,125,,2016-02-16 04:59:24.000000,2016-02-16 04:59:24.000000
45673,45673,43184,122,,2016-02-16 06:10:34.000000,2016-02-16 06:10:34.000000
45895,45895,43396,512,,2016-02-16 07:52:20.000000,2016-02-16 07:52:20.000000
45904,45904,43404,519,,2016-02-16 07:58:06.000000,2016-02-16 07:58:06.000000
45993,45993,43488,506,,2016-02-16 08:50:52.000000,2016-02-16 08:50:52.000000
46070,46070,43606,349,,2016-02-16 09:56:07.000000,2016-02-16 09:56:07.000000
46212,46212,43798,987,,2016-02-17 04:59:55.000000,2016-02-17 04:59:55.000000
46309,46309,43910,995,,2016-02-17 06:40:00.000000,2016-02-17 06:40:00.000000
46337,46337,43946,965,,2016-02-17 06:51:58.000000,2016-02-17 06:51:58.000000
47217,47217,44912,412,,2016-02-18 07:15:59.000000,2016-02-18 07:15:59.000000
47218,47218,44912,413,,2016-02-18 07:16:02.000000,2016-02-18 07:16:02.000000
47427,47427,45118,425,,2016-02-18 08:02:46.000000,2016-02-18 08:02:46.000000
47429,47429,45118,426,,2016-02-18 08:02:49.000000,2016-02-18 08:02:49.000000
47430,47430,45118,427,,2016-02-18 08:02:51.000000,2016-02-18 08:02:51.000000
61282,78111,71481,454,,2016-04-15 11:28:39.547449,2016-04-15 11:28:39.547449
61283,78112,71481,92,,2016-04-15 11:28:39.559919,2016-04-15 11:28:39.559919
61284,78113,71481,259,,2016-04-15 11:28:39.572425,2016-04-15 11:28:39.572425
76841,93672,75255,631,,2016-04-27 08:47:34.556814,2016-04-27 08:47:34.556814
76842,93673,75255,619,,2016-04-27 08:47:34.560411,2016-04-27 08:47:34.560411
76843,93674,75255,633,,2016-04-27 08:47:34.563817,2016-04-27 08:47:34.563817
76844,93675,75255,634,,2016-04-27 08:47:34.567164,2016-04-27 08:47:34.567164
76845,93676,75255,615,,2016-04-27 08:47:34.570278,2016-04-27 08:47:34.570278
76846,93677,75255,614,,2016-04-27 08:47:34.573677,2016-04-27 08:47:34.573677
76847,93678,75255,682,,2016-04-27 08:47:34.576936,2016-04-27 08:47:34.576936
76848,93679,75255,675,,2016-04-27 08:47:34.580124,2016-04-27 08:47:34.580124
76849,93680,75255,616,,2016-04-27 08:47:34.583339,2016-04-27 08:47:34.583339
76850,93681,75255,632,,2016-04-27 08:47:34.586434,2016-04-27 08:47:34.586434
76876,93707,75264,597,,2016-04-27 08:55:03.487938,2016-04-27 08:55:03.487938
76877,93708,75264,595,,2016-04-27 08:55:03.491501,2016-04-27 08:55:03.491501
76878,93709,75264,601,,2016-04-27 08:55:03.495246,2016-04-27 08:55:03.495246
76879,93710,75264,610,,2016-04-27 08:55:03.498743,2016-04-27 08:55:03.498743
76880,93711,75264,596,,2016-04-27 08:55:03.502142,2016-04-27 08:55:03.502142
76881,93712,75264,598,,2016-04-27 08:55:03.505048,2016-04-27 08:55:03.505048
76882,93713,75264,611,,2016-04-27 08:55:03.507924,2016-04-27 08:55:03.507924
76883,93714,75264,594,,2016-04-27 08:55:03.510881,2016-04-27 08:55:03.510881
76884,93715,75264,599,,2016-04-27 08:55:03.513763,2016-04-27 08:55:03.513763
76885,93716,75264,609,,2016-04-27 08:55:03.516725,2016-04-27 08:55:03.516725
77722,94553,75423,551,,2016-04-27 10:36:37.805607,2016-04-27 10:36:37.805607
77723,94554,75423,1284,,2016-04-27 10:36:37.813761,2016-04-27 10:36:37.813761
77724,94555,75423,549,,2016-04-27 10:36:37.820507,2016-04-27 10:36:37.820507
77725,94556,75423,552,,2016-04-27 10:36:37.826580,2016-04-27 10:36:37.826580
77726,94557,75423,553,,2016-04-27 10:36:37.832936,2016-04-27 10:36:37.832936
77727,94558,75423,554,,2016-04-27 10:36:37.838963,2016-04-27 10:36:37.838963
77728,94559,75423,555,,2016-04-27 10:36:37.845908,2016-04-27 10:36:37.845908
77729,94560,75423,557,,2016-04-27 10:36:37.852999,2016-04-27 10:36:37.852999
77730,94561,75423,559,,2016-04-27 10:36:37.862594,2016-04-27 10:36:37.862594
77731,94562,75423,560,,2016-04-27 10:36:37.872311,2016-04-27 10:36:37.872311
78594,95426,75721,364,,2016-04-28 06:17:26.732179,2016-04-28 06:17:26.732179
78595,95427,75721,383,,2016-04-28 06:17:26.740284,2016-04-28 06:17:26.740284
78596,95428,75721,561,,2016-04-28 06:17:26.747365,2016-04-28 06:17:26.747365
78597,95429,75721,578,,2016-04-28 06:17:26.753372,2016-04-28 06:17:26.753372
78598,95430,75721,579,,2016-04-28 06:17:26.759323,2016-04-28 06:17:26.759323
78599,95431,75721,381,,2016-04-28 06:17:26.771280,2016-04-28 06:17:26.771280
78600,95432,75721,562,,2016-04-28 06:17:26.776859,2016-04-28 06:17:26.776859
78601,95433,75721,384,,2016-04-28 06:17:26.782566,2016-04-28 06:17:26.782566
78602,95434,75721,482,,2016-04-28 06:17:26.788561,2016-04-28 06:17:26.788561
78603,95435,75721,365,,2016-04-28 06:17:26.794558,2016-04-28 06:17:26.794558
80311,97143,76315,25,,2016-04-29 08:24:32.443926,2016-04-29 08:24:32.443926
80312,97144,76315,5,,2016-04-29 08:24:32.450888,2016-04-29 08:24:32.450888
80313,97145,76315,3,,2016-04-29 08:24:32.457536,2016-04-29 08:24:32.457536
80314,97146,76315,31,,2016-04-29 08:24:32.464059,2016-04-29 08:24:32.464059
80315,97147,76315,15,,2016-04-29 08:24:32.470444,2016-04-29 08:24:32.470444
80316,97148,76315,54,,2016-04-29 08:24:32.476771,2016-04-29 08:24:32.476771
80317,97149,76315,26,,2016-04-29 08:24:32.483423,2016-04-29 08:24:32.483423
80318,97150,76315,27,,2016-04-29 08:24:32.490357,2016-04-29 08:24:32.490357
80319,97151,76315,28,,2016-04-29 08:24:32.497990,2016-04-29 08:24:32.497990
80320,97152,76315,51,,2016-04-29 08:24:32.504354,2016-04-29 08:24:32.504354
80285,97117,76296,020,,2016-04-29 08:18:56.700451,2016-04-29 08:18:56.700451
80286,97118,76296,083,,2016-04-29 08:18:56.707826,2016-04-29 08:18:56.707826
80287,97119,76296,062,,2016-04-29 08:18:56.714770,2016-04-29 08:18:56.714770
80288,97120,76296,58,,2016-04-29 08:18:56.722063,2016-04-29 08:18:56.722063
80289,97121,76296,66,,2016-04-29 08:18:56.729716,2016-04-29 08:18:56.729716
80290,97122,76296,17,,2016-04-29 08:18:56.737518,2016-04-29 08:18:56.737518
80291,97123,76296,18,,2016-04-29 08:18:56.745002,2016-04-29 08:18:56.745002
80292,97124,76296,19,,2016-04-29 08:18:56.752261,2016-04-29 08:18:56.752261
