0,1,2,3,4,5,6
7032,7032,6971.0,78,,2015-12-16 09:21:36,2015-12-16 09:21:36
7033,7033,6971.0,79,,2015-12-16 09:21:37,2015-12-16 09:21:37
7035,7035,6990.0,1021,,2015-12-16 09:21:57,2015-12-16 09:21:57
7036,7036,6986.0,2363,,2015-12-16 09:22:19,2015-12-16 09:22:19
7037,7037,,885,,2015-12-16 09:22:37,2015-12-16 09:22:37
7038,7038,6994.0,930,,2015-12-16 09:24:58,2015-12-16 09:24:58
7039,7039,6995.0,1656,,2015-12-16 09:25:25,2015-12-16 09:25:25
7040,7040,6993.0,542.,,2015-12-16 09:26:11,2015-12-16 09:26:11
7041,7041,6997.0,1567,,2015-12-16 09:26:56,2015-12-16 09:26:56
7042,7042,6993.0,542.,,2015-12-16 09:27:00,2015-12-16 09:27:00
7043,7043,6999.0,937,,2015-12-16 09:27:48,2015-12-16 09:27:48
7044,7044,7001.0,1583,,2015-12-16 09:29:40,2015-12-16 09:29:40
7045,7045,7002.0,1102,,2015-12-16 09:30:48,2015-12-16 09:30:48
7046,7046,7000.0,934,,2015-12-16 09:31:14,2015-12-16 09:31:14
7047,7047,7004.0,666,,2015-12-16 09:31:37,2015-12-16 09:31:37
7048,7048,7004.0,666,,2015-12-16 09:31:39,2015-12-16 09:31:39
7050,7050,7009.0,85,,2015-12-16 09:32:54,2015-12-16 09:32:54
7051,7051,7011.0,938,,2015-12-16 09:33:10,2015-12-16 09:33:10
7052,7052,7012.0,1589,,2015-12-16 09:33:14,2015-12-16 09:33:14
7053,7053,7000.0,934,,2015-12-16 09:33:37,2015-12-16 09:33:37
7054,7054,7008.0,145.,,2015-12-16 09:34:44,2015-12-16 09:34:44
7055,7055,7013.0,1603,,2015-12-16 09:35:19,2015-12-16 09:35:19
7057,7057,7010.0,289,,2015-12-16 09:36:17,2015-12-16 09:36:17
7058,7058,6988.0,1091,,2015-12-16 09:36:42,2015-12-16 09:36:42
7059,7059,6988.0,1148,,2015-12-16 09:36:43,2015-12-16 09:36:43
7060,7060,6988.0,1149,,2015-12-16 09:36:44,2015-12-16 09:36:44
7061,7061,6988.0,1133,,2015-12-16 09:36:46,2015-12-16 09:36:46
7062,7062,7015.0,1607,,2015-12-16 09:37:28,2015-12-16 09:37:28
7063,7063,7014.0,173,,2015-12-16 09:37:33,2015-12-16 09:37:33
7064,7064,7018.0,1609,,2015-12-16 09:39:40,2015-12-16 09:39:40
7068,7068,7017.0,142,,2015-12-16 09:41:50,2015-12-16 09:41:50
7069,7069,7020.0,1767,,2015-12-16 09:42:12,2015-12-16 09:42:12
7071,7071,7023.0,158,,2015-12-16 09:45:38,2015-12-16 09:45:38
7072,7072,7024.0,1764,,2015-12-16 09:46:07,2015-12-16 09:46:07
7073,7073,7025.0,131,,2015-12-16 09:49:45,2015-12-16 09:49:45
7074,7074,7027.0,1770,,2015-12-16 09:50:08,2015-12-16 09:50:08
7075,7075,7030.0,1809,,2015-12-16 09:52:00,2015-12-16 09:52:00
7076,7076,7034.0,1376,,2015-12-16 09:54:00,2015-12-16 09:54:00
7078,7078,7037.0,1375,,2015-12-16 09:54:51,2015-12-16 09:54:51
7079,7079,7035.0,1815,,2015-12-16 09:55:00,2015-12-16 09:55:00
7080,7080,7038.0,136,,2015-12-16 09:56:14,2015-12-16 09:56:14
7083,7083,7043.0,1845,,2015-12-16 09:58:47,2015-12-16 09:58:47
7085,7085,7047.0,18,,2015-12-16 10:01:36,2015-12-16 10:01:36
7086,7086,7046.0,945,,2015-12-16 10:02:20,2015-12-16 10:02:20
7087,7087,7048.0,1849,,2015-12-16 10:02:31,2015-12-16 10:02:31
7088,7088,7028.0,101,,2015-12-16 10:02:40,2015-12-16 10:02:40
7089,7089,7028.0,101,,2015-12-16 10:02:41,2015-12-16 10:02:41
7090,7090,7028.0,102,,2015-12-16 10:02:42,2015-12-16 10:02:42
7091,7091,7028.0,135,,2015-12-16 10:02:43,2015-12-16 10:02:43
7092,7092,7046.0,745,,2015-12-16 10:02:54,2015-12-16 10:02:54
7093,7093,7049.0,942,,2015-12-16 10:02:55,2015-12-16 10:02:55
7094,7094,7040.0,293,,2015-12-16 10:03:41,2015-12-16 10:03:41
7095,7095,7051.0,136,,2015-12-16 10:05:44,2015-12-16 10:05:44
7096,7096,7053.0,1967,,2015-12-16 10:06:55,2015-12-16 10:06:55
7097,7097,7054.0,524,,2015-12-16 10:07:20,2015-12-16 10:07:20
7098,7098,7055.0,757,,2015-12-16 10:07:32,2015-12-16 10:07:32
7100,7100,7060.0,675,,2015-12-16 10:10:01,2015-12-16 10:10:01
7101,7101,7050.0,537,,2015-12-16 10:10:09,2015-12-16 10:10:09
7102,7102,7061.0,1969,,2015-12-16 10:10:38,2015-12-16 10:10:38
7103,7103,7062.0,2029,,2015-12-16 10:11:49,2015-12-16 10:11:49
7104,7104,7065.0,1972,,2015-12-16 10:13:45,2015-12-16 10:13:45
7105,7105,7064.0,304,,2015-12-16 10:13:46,2015-12-16 10:13:46
7106,7106,7063.0,1211,,2015-12-16 10:15:12,2015-12-16 10:15:12
7107,7107,7063.0,1213,,2015-12-16 10:15:14,2015-12-16 10:15:14
7108,7108,7063.0,1214,,2015-12-16 10:15:16,2015-12-16 10:15:16
7109,7109,7068.0,218,,2015-12-16 10:15:31,2015-12-16 10:15:31
7110,7110,7066.0,537,,2015-12-16 10:15:38,2015-12-16 10:15:38
7111,7111,7071.0,245,,2015-12-16 10:15:43,2015-12-16 10:15:43
7112,7112,7041.0,1905,,2015-12-16 10:16:26,2015-12-16 10:16:26
7113,7113,7041.0,1910,,2015-12-16 10:16:27,2015-12-16 10:16:27
7114,7114,7041.0,1912,,2015-12-16 10:16:28,2015-12-16 10:16:28
7115,7115,7041.0,1916,,2015-12-16 10:16:29,2015-12-16 10:16:29
7117,7117,7073.0,430,,2015-12-16 10:17:42,2015-12-16 10:17:42
7118,7118,7072.0,188,,2015-12-16 10:20:23,2015-12-16 10:20:23
7119,7119,7075.0,965,,2015-12-16 10:21:24,2015-12-16 10:21:24
7120,7120,7076.0,126,,2015-12-16 10:23:40,2015-12-16 10:23:40
7121,7121,7076.0,106,,2015-12-16 10:23:41,2015-12-16 10:23:41
7122,7122,7076.0,105,,2015-12-16 10:24:25,2015-12-16 10:24:25
7123,7123,7076.0,103,,2015-12-16 10:24:28,2015-12-16 10:24:28
7124,7124,,2502,,2015-12-16 10:24:29,2015-12-16 10:24:29
7125,7125,7079.0,611,,2015-12-16 10:26:32,2015-12-16 10:26:32
7126,7126,7080.0,158,,2015-12-16 10:27:11,2015-12-16 10:27:11
7127,7127,7077.0,915,,2015-12-16 10:27:21,2015-12-16 10:27:21
7129,7129,7081.0,2011,,2015-12-16 10:29:31,2015-12-16 10:29:31
7130,7130,7082.0,2507,,2015-12-16 10:30:12,2015-12-16 10:30:12
7131,7131,7085.0,2232,,2015-12-16 10:31:40,2015-12-16 10:31:40
7132,7132,7088.0,287,,2015-12-16 10:31:41,2015-12-16 10:31:41
7133,7133,7084.0,2831,,2015-12-16 10:32:10,2015-12-16 10:32:10
7134,7134,7084.0,2787,,2015-12-16 10:32:12,2015-12-16 10:32:12
7135,7135,7084.0,2803,,2015-12-16 10:32:14,2015-12-16 10:32:14
7136,7136,7084.0,3144,,2015-12-16 10:32:15,2015-12-16 10:32:15
7137,7137,7086.0,752,,2015-12-16 10:32:35,2015-12-16 10:32:35
7138,7138,7089.0,1941,,2015-12-16 10:33:45,2015-12-16 10:33:45
7139,7139,7091.0,114,,2015-12-16 10:35:49,2015-12-16 10:35:49
7140,7140,7090.0,1958,,2015-12-16 10:36:34,2015-12-16 10:36:34
7141,7141,7090.0,2088,,2015-12-16 10:36:35,2015-12-16 10:36:35
7142,7142,7090.0,2347,,2015-12-16 10:36:36,2015-12-16 10:36:36
7143,7143,7090.0,1922,,2015-12-16 10:36:37,2015-12-16 10:36:37
7144,7144,7093.0,1536,,2015-12-16 10:38:44,2015-12-16 10:38:44
7145,7145,7094.0,138,,2015-12-16 10:38:58,2015-12-16 10:38:58
7146,7146,7095.0,1370,,2015-12-16 10:39:28,2015-12-16 10:39:28
7147,7147,7096.0,960,,2015-12-16 10:40:40,2015-12-16 10:40:40
7148,7148,7092.0,1725,,2015-12-16 10:41:04,2015-12-16 10:41:04
7149,7149,7092.0,1803,,2015-12-16 10:41:05,2015-12-16 10:41:05
7150,7150,7092.0,1756,,2015-12-16 10:41:06,2015-12-16 10:41:06
7151,7151,7092.0,1609,,2015-12-16 10:41:07,2015-12-16 10:41:07
7152,7152,7092.0,1807,,2015-12-16 10:41:08,2015-12-16 10:41:08
7153,7153,7099.0,2103,,2015-12-16 10:44:23,2015-12-16 10:44:23
7154,7154,7099.0,2420,,2015-12-16 10:44:24,2015-12-16 10:44:24
7155,7155,7099.0,2813,,2015-12-16 10:44:25,2015-12-16 10:44:25
7156,7156,7099.0,2591,,2015-12-16 10:44:26,2015-12-16 10:44:26
7157,7157,7098.0,52.51.48.50.,,2015-12-16 10:44:36,2015-12-16 10:44:36
7159,7159,7100.0,2931,,2015-12-16 10:48:38,2015-12-16 10:48:38
7160,7160,7100.0,2867,,2015-12-16 10:48:39,2015-12-16 10:48:39
7161,7161,7100.0,2899,,2015-12-16 10:48:40,2015-12-16 10:48:40
7162,7162,7100.0,2135,,2015-12-16 10:48:41,2015-12-16 10:48:41
7163,7163,7100.0,2623,,2015-12-16 10:48:42,2015-12-16 10:48:42
7164,7164,7074.0,1142,,2015-12-16 10:51:58,2015-12-16 10:51:58
7166,7166,7102.0,3712,,2015-12-16 10:52:15,2015-12-16 10:52:15
7167,7167,7102.0,3603,,2015-12-16 10:52:16,2015-12-16 10:52:16
7168,7168,7102.0,3662,,2015-12-16 10:52:18,2015-12-16 10:52:18
7169,7169,7102.0,3819,,2015-12-16 10:52:19,2015-12-16 10:52:19
7170,7170,7102.0,2167,,2015-12-16 10:52:20,2015-12-16 10:52:20
7171,7171,7104.0,459,,2015-12-16 10:53:22,2015-12-16 10:53:22
7172,7172,7105.0,2701,,2015-12-16 10:56:10,2015-12-16 10:56:10
7173,7173,7105.0,3492,,2015-12-16 10:56:11,2015-12-16 10:56:11
7174,7174,7105.0,2248,,2015-12-16 10:56:12,2015-12-16 10:56:12
7175,7175,7105.0,2511,,2015-12-16 10:56:13,2015-12-16 10:56:13
7176,7176,7107.0,3287,,2015-12-16 10:59:52,2015-12-16 10:59:52
7177,7177,7107.0,3512,,2015-12-16 10:59:53,2015-12-16 10:59:53
7178,7178,7107.0,2937,,2015-12-16 10:59:55,2015-12-16 10:59:55
7179,7179,7107.0,3850,,2015-12-16 10:59:56,2015-12-16 10:59:56
7180,7180,,2507,,2015-12-16 11:02:52,2015-12-16 11:02:52
7181,7181,7108.0,1681,,2015-12-16 11:03:19,2015-12-16 11:03:19
7182,7182,7108.0,1962,,2015-12-16 11:03:20,2015-12-16 11:03:20
7183,7183,7108.0,1703,,2015-12-16 11:03:21,2015-12-16 11:03:21
7184,7184,7108.0,1821,,2015-12-16 11:03:22,2015-12-16 11:03:22
7185,7185,7109.0,RS817,,2015-12-16 11:05:17,2015-12-16 11:05:17
7186,7186,7109.0,RS817,,2015-12-16 11:05:18,2015-12-16 11:05:18
7187,7187,7112.0,179,,2015-12-16 11:06:39,2015-12-16 11:06:39
7188,7188,7110.0,1985,,2015-12-16 11:06:43,2015-12-16 11:06:43
7189,7189,7110.0,2192,,2015-12-16 11:06:44,2015-12-16 11:06:44
7190,7190,7110.0,2509,,2015-12-16 11:06:45,2015-12-16 11:06:45
7191,7191,7110.0,2159,,2015-12-16 11:06:46,2015-12-16 11:06:46
7192,7192,7113.0,1274,,2015-12-16 11:07:52,2015-12-16 11:07:52
7193,7193,7114.0,677,,2015-12-16 11:08:28,2015-12-16 11:08:28
7194,7194,7117.0,1136,,2015-12-16 11:09:02,2015-12-16 11:09:02
7195,7195,7116.0,1017,,2015-12-16 11:09:43,2015-12-16 11:09:43
7196,7196,7118.0,1993,,2015-12-16 11:09:51,2015-12-16 11:09:51
7197,7197,7115.0,1537,,2015-12-16 11:10:41,2015-12-16 11:10:41
7198,7198,7115.0,1591,,2015-12-16 11:10:42,2015-12-16 11:10:42
7199,7199,7115.0,1719,,2015-12-16 11:10:43,2015-12-16 11:10:43
7200,7200,7115.0,1497,,2015-12-16 11:10:44,2015-12-16 11:10:44
7201,7201,7115.0,1531,,2015-12-16 11:10:45,2015-12-16 11:10:45
7202,7202,7119.0,1402,,2015-12-16 11:11:46,2015-12-16 11:11:46
7203,7203,7122.0,1981,,2015-12-16 11:13:42,2015-12-16 11:13:42
7204,7204,7120.0,RS818,,2015-12-16 11:13:54,2015-12-16 11:13:54
7205,7205,7120.0,RS820,,2015-12-16 11:13:55,2015-12-16 11:13:55
7206,7206,7120.0,RS818,,2015-12-16 11:13:56,2015-12-16 11:13:56
7207,7207,7121.0,2051,,2015-12-16 11:14:26,2015-12-16 11:14:26
7208,7208,7121.0,1992,,2015-12-16 11:14:27,2015-12-16 11:14:27
7209,7209,7121.0,1734,,2015-12-16 11:14:28,2015-12-16 11:14:28
7210,7210,7121.0,2154,,2015-12-16 11:14:29,2015-12-16 11:14:29
7211,7211,7121.0,2023,,2015-12-16 11:14:30,2015-12-16 11:14:30
7212,7212,7124.0,1294,,2015-12-16 11:15:42,2015-12-16 11:15:42
7213,7213,7126.0,2021,,2015-12-16 11:16:50,2015-12-16 11:16:50
7214,7214,7125.0,2356,,2015-12-16 11:17:40,2015-12-16 11:17:40
7215,7215,7125.0,2801,,2015-12-16 11:17:41,2015-12-16 11:17:41
7216,7216,7125.0,2154,,2015-12-16 11:17:42,2015-12-16 11:17:42
7217,7217,7125.0,1903,,2015-12-16 11:17:43,2015-12-16 11:17:43
7218,7218,7127.0,1319,,2015-12-16 11:18:09,2015-12-16 11:18:09
7219,7219,7123.0,1103,,2015-12-16 11:18:17,2015-12-16 11:18:17
7220,7220,7129.0,1184,,2015-12-16 11:19:18,2015-12-16 11:19:18
7221,7221,7130.0,1268,,2015-12-16 11:20:25,2015-12-16 11:20:25
7222,7222,7128.0,656,,2015-12-16 11:20:39,2015-12-16 11:20:39
7223,7223,7132.0,1114,,2015-12-16 11:22:20,2015-12-16 11:22:20
7224,7224,7131.0,1110,,2015-12-16 11:22:56,2015-12-16 11:22:56
7225,7225,7134.0,629,,2015-12-16 11:32:01,2015-12-16 11:32:01
7226,7226,7135.0,LR2456,,2015-12-16 11:35:00,2015-12-16 11:35:00
7227,7227,7136.0,613,,2015-12-16 11:43:55,2015-12-16 11:43:55
7228,7228,7137.0,403,,2015-12-16 12:07:16,2015-12-16 12:07:16
7229,7229,7143.0,2345,,2015-12-16 16:12:24,2015-12-16 16:12:24
7230,7230,,1321,,2015-12-17 03:18:25,2015-12-17 03:18:25
7231,7231,7149.0,1326,,2015-12-17 03:25:36,2015-12-17 03:25:36
7232,7232,7151.0,00000000000,,2015-12-17 04:22:33,2015-12-17 04:22:33
7233,7233,7153.0,332,,2015-12-17 04:26:56,2015-12-17 04:26:56
7234,7234,7152.0,160,,2015-12-17 04:27:16,2015-12-17 04:27:16
7235,7235,7154.0,922,,2015-12-17 04:30:35,2015-12-17 04:30:35
7236,7236,7154.0,999,,2015-12-17 04:30:37,2015-12-17 04:30:37
7237,7237,7154.0,956,,2015-12-17 04:30:39,2015-12-17 04:30:39
7238,7238,7154.0,966,,2015-12-17 04:30:42,2015-12-17 04:30:42
7239,7239,7154.0,980,,2015-12-17 04:30:44,2015-12-17 04:30:44
7240,7240,7156.0,07003017003,,2015-12-17 04:31:21,2015-12-17 04:31:21
7241,7241,7157.0,1843,,2015-12-17 04:36:52,2015-12-17 04:36:52
7242,7242,7157.0,1859,,2015-12-17 04:36:54,2015-12-17 04:36:54
7243,7243,7157.0,1860,,2015-12-17 04:36:56,2015-12-17 04:36:56
7244,7244,7157.0,1885,,2015-12-17 04:36:58,2015-12-17 04:36:58
7245,7245,7157.0,1860,,2015-12-17 04:37:00,2015-12-17 04:37:00
7246,7246,7155.0,527,,2015-12-17 04:37:19,2015-12-17 04:37:19
7247,7247,,486,,2015-12-17 04:43:08,2015-12-17 04:43:08
7248,7248,7160.0,117,,2015-12-17 04:48:23,2015-12-17 04:48:23
7249,7249,7159.0,796,,2015-12-17 04:54:01,2015-12-17 04:54:01
7250,7250,7161.0,1126,,2015-12-17 04:55:18,2015-12-17 04:55:18
7251,7251,7162.0,119,,2015-12-17 04:58:06,2015-12-17 04:58:06
7252,7252,,40,,2015-12-17 04:59:11,2015-12-17 04:59:11
7253,7253,7164.0,1231,,2015-12-17 05:01:05,2015-12-17 05:01:05
7254,7254,7163.0,787,,2015-12-17 05:03:00,2015-12-17 05:03:00
7255,7255,7165.0,696,,2015-12-17 05:06:21,2015-12-17 05:06:21
7256,7256,7166.0,1124,,2015-12-17 05:06:35,2015-12-17 05:06:35
7257,7257,7167.0,1170,,2015-12-17 05:07:12,2015-12-17 05:07:12
7258,7258,,700,,2015-12-17 05:07:52,2015-12-17 05:07:52
7259,7259,7169.0,8,,2015-12-17 05:12:00,2015-12-17 05:12:00
7260,7260,7170.0,1251,,2015-12-17 05:12:01,2015-12-17 05:12:01
7261,7261,7168.0,299,,2015-12-17 05:12:24,2015-12-17 05:12:24
7262,7262,,844,,2015-12-17 05:13:58,2015-12-17 05:13:58
7263,7263,7172.0,1135,,2015-12-17 05:18:05,2015-12-17 05:18:05
7264,7264,7171.0,76,,2015-12-17 05:18:14,2015-12-17 05:18:14
7265,7265,7174.0,33,,2015-12-17 05:19:39,2015-12-17 05:19:39
7266,7266,7173.0,1405,,2015-12-17 05:20:58,2015-12-17 05:20:58
7267,7267,7173.0,1405,,2015-12-17 05:20:59,2015-12-17 05:20:59
7268,7268,7173.0,1405,,2015-12-17 05:21:00,2015-12-17 05:21:00
7269,7269,7175.0,139,,2015-12-17 05:21:51,2015-12-17 05:21:51
7270,7270,,1317,,2015-12-17 05:23:56,2015-12-17 05:23:56
7271,7271,7177.0,1728,,2015-12-17 05:27:06,2015-12-17 05:27:06
7272,7272,7179.0,650,,2015-12-17 05:27:54,2015-12-17 05:27:54
7273,7273,7180.0,1458,,2015-12-17 05:28:31,2015-12-17 05:28:31
7274,7274,7178.0,163.205.161.80,,2015-12-17 05:31:21,2015-12-17 05:31:21
7275,7275,7183.0,1562,,2015-12-17 05:31:23,2015-12-17 05:31:23
7276,7276,7185.0,1181,,2015-12-17 05:32:54,2015-12-17 05:32:54
7277,7277,7187.0,1446,,2015-12-17 05:33:24,2015-12-17 05:33:24
7278,7278,7184.0,17,,2015-12-17 05:33:36,2015-12-17 05:33:36
7279,7279,7187.0,1446,,2015-12-17 05:33:50,2015-12-17 05:33:50
7280,7280,7186.0,444,,2015-12-17 05:35:30,2015-12-17 05:35:30
7281,7281,7186.0,444,,2015-12-17 05:35:32,2015-12-17 05:35:32
7282,7282,7189.0,1230,,2015-12-17 05:37:19,2015-12-17 05:37:19
7283,7283,7188.0,1960,,2015-12-17 05:37:28,2015-12-17 05:37:28
7284,7284,7191.0,1987,,2015-12-17 05:39:00,2015-12-17 05:39:00
7285,7285,7192.0,1089,,2015-12-17 05:39:54,2015-12-17 05:39:54
7286,7286,7193.0,2012,,2015-12-17 05:40:37,2015-12-17 05:40:37
7287,7287,7182.0,2358,,2015-12-17 05:41:14,2015-12-17 05:41:14
7288,7288,7182.0,2358,,2015-12-17 05:41:15,2015-12-17 05:41:15
7289,7289,7182.0,2358,,2015-12-17 05:41:16,2015-12-17 05:41:16
7290,7290,7182.0,2358,,2015-12-17 05:41:17,2015-12-17 05:41:17
7291,7291,7194.0,1250,,2015-12-17 05:41:41,2015-12-17 05:41:41
7292,7292,7196.0,1180,,2015-12-17 05:43:02,2015-12-17 05:43:02
7293,7293,7195.0,19,,2015-12-17 05:44:17,2015-12-17 05:44:17
7294,7294,7198.0,426,,2015-12-17 05:44:56,2015-12-17 05:44:56
7295,7295,7199.0,1320,,2015-12-17 05:44:57,2015-12-17 05:44:57
7296,7296,7198.0,392,,2015-12-17 05:44:59,2015-12-17 05:44:59
7297,7297,7200.0,1136,,2015-12-17 05:44:59,2015-12-17 05:44:59
7298,7298,7201.0,1376,,2015-12-17 05:45:56,2015-12-17 05:45:56
7299,7299,7203.0,1302,,2015-12-17 05:46:13,2015-12-17 05:46:13
7300,7300,7202.0,2,,2015-12-17 05:46:46,2015-12-17 05:46:46
7301,7301,7197.0,2452,,2015-12-17 05:46:57,2015-12-17 05:46:57
7302,7302,7205.0,1183,,2015-12-17 05:47:11,2015-12-17 05:47:11
7303,7303,7206.0,1295,,2015-12-17 05:47:22,2015-12-17 05:47:22
7304,7304,7207.0,1200,,2015-12-17 05:49:13,2015-12-17 05:49:13
7305,7305,7208.0,1939,,2015-12-17 05:50:32,2015-12-17 05:50:32
7306,7306,7209.0,1778,,2015-12-17 05:51:10,2015-12-17 05:51:10
7307,7307,7211.0,1370,,2015-12-17 05:52:03,2015-12-17 05:52:03
7308,7308,7210.0,236,,2015-12-17 05:52:05,2015-12-17 05:52:05
7309,7309,7212.0,1126,,2015-12-17 05:53:30,2015-12-17 05:53:30
7310,7310,7213.0,1252,,2015-12-17 05:53:34,2015-12-17 05:53:34
7311,7311,7204.0,354,,2015-12-17 05:53:48,2015-12-17 05:53:48
7312,7312,7214.0,3531,,2015-12-17 05:54:51,2015-12-17 05:54:51
7313,7313,,18,,2015-12-17 05:55:34,2015-12-17 05:55:34
7314,7314,7220.0,1129,,2015-12-17 05:56:48,2015-12-17 05:56:48
7315,7315,7215.0,288,,2015-12-17 05:57:16,2015-12-17 05:57:16
7316,7316,7217.0,288,gp10,2015-12-17 05:57:17,2015-12-17 05:57:17
7317,7317,7219.0,1310,,2015-12-17 05:57:27,2015-12-17 05:57:27
7318,7318,7221.0,1447,,2015-12-17 05:58:53,2015-12-17 05:58:53
7319,7319,7222.0,1390,,2015-12-17 05:59:03,2015-12-17 05:59:03
7320,7320,7223.0,2325,,2015-12-17 06:01:59,2015-12-17 06:01:59
7321,7321,7223.0,2325,,2015-12-17 06:02:00,2015-12-17 06:02:00
7322,7322,7223.0,2325,,2015-12-17 06:02:01,2015-12-17 06:02:01
7323,7323,7223.0,2325,,2015-12-17 06:02:02,2015-12-17 06:02:02
7324,7324,7226.0,1405,,2015-12-17 06:03:36,2015-12-17 06:03:36
7325,7325,7228.0,11,,2015-12-17 06:04:15,2015-12-17 06:04:15
7326,7326,7227.0,2079,,2015-12-17 06:04:40,2015-12-17 06:04:40
7327,7327,7224.0,393,,2015-12-17 06:04:45,2015-12-17 06:04:45
7328,7328,7224.0,394,,2015-12-17 06:04:47,2015-12-17 06:04:47
7329,7329,7224.0,394,,2015-12-17 06:04:49,2015-12-17 06:04:49
7330,7330,7230.0,2915,,2015-12-17 06:07:48,2015-12-17 06:07:48
7331,7331,7231.0,701,,2015-12-17 06:09:23,2015-12-17 06:09:23
7332,7332,7233.0,2080,,2015-12-17 06:09:30,2015-12-17 06:09:30
7333,7333,7234.0,503,,2015-12-17 06:10:43,2015-12-17 06:10:43
7334,7334,7236.0,551,,2015-12-17 06:11:49,2015-12-17 06:11:49
7335,7335,7238.0,544,,2015-12-17 06:12:53,2015-12-17 06:12:53
7336,7336,7240.0,2020,,2015-12-17 06:13:25,2015-12-17 06:13:25
7337,7337,7237.0,410,,2015-12-17 06:13:51,2015-12-17 06:13:51
7338,7338,7237.0,400,,2015-12-17 06:13:52,2015-12-17 06:13:52
7339,7339,7241.0,511,,2015-12-17 06:14:02,2015-12-17 06:14:02
7340,7340,7239.0,769,,2015-12-17 06:14:03,2015-12-17 06:14:03
7341,7341,7244.0,1130,,2015-12-17 06:15:25,2015-12-17 06:15:25
7342,7342,7235.0,919,,2015-12-17 06:15:36,2015-12-17 06:15:36
7343,7343,7247.0,492,,2015-12-17 06:15:38,2015-12-17 06:15:38
7344,7344,7245.0,539,,2015-12-17 06:15:56,2015-12-17 06:15:56
7345,7345,7250.0,383,,2015-12-17 06:16:29,2015-12-17 06:16:29
7346,7346,7249.0,162,,2015-12-17 06:16:40,2015-12-17 06:16:40
7347,7347,7246.0,1277,,2015-12-17 06:16:45,2015-12-17 06:16:45
7348,7348,7243.0,289,,2015-12-17 06:16:50,2015-12-17 06:16:50
7349,7349,7242.0,750 745,,2015-12-17 06:17:07,2015-12-17 06:17:07
7350,7350,7248.0,2889,,2015-12-17 06:17:08,2015-12-17 06:17:08
7351,7351,7242.0,749 748,,2015-12-17 06:17:09,2015-12-17 06:17:09
7352,7352,7251.0,673,,2015-12-17 06:17:23,2015-12-17 06:17:23
7353,7353,7252.0,364,,2015-12-17 06:18:00,2015-12-17 06:18:00
7354,7354,7254.0,604,,2015-12-17 06:18:41,2015-12-17 06:18:41
7355,7355,7256.0,686,,2015-12-17 06:19:32,2015-12-17 06:19:32
7356,7356,7253.0,397,,2015-12-17 06:19:59,2015-12-17 06:19:59
7357,7357,7257.0,072,,2015-12-17 06:20:01,2015-12-17 06:20:01
7358,7358,7253.0,397,,2015-12-17 06:20:01,2015-12-17 06:20:01
7359,7359,7253.0,398,,2015-12-17 06:20:03,2015-12-17 06:20:03
7360,7360,7259.0,1133,,2015-12-17 06:20:21,2015-12-17 06:20:21
7361,7361,7261.0,923,,2015-12-17 06:21:21,2015-12-17 06:21:21
7362,7362,7263.0,78,,2015-12-17 06:21:44,2015-12-17 06:21:44
7363,7363,7265.0,434,,2015-12-17 06:21:47,2015-12-17 06:21:47
7364,7364,7265.0,435,,2015-12-17 06:21:49,2015-12-17 06:21:49
7365,7365,7255.0,2008,,2015-12-17 06:22:10,2015-12-17 06:22:10
7366,7366,7264.0,742,,2015-12-17 06:22:29,2015-12-17 06:22:29
7367,7367,7264.0,744,,2015-12-17 06:22:32,2015-12-17 06:22:32
7368,7368,7260.0,280,,2015-12-17 06:22:43,2015-12-17 06:22:43
7370,7370,7270.0,361,,2015-12-17 06:22:50,2015-12-17 06:22:50
7371,7371,7271.0,1728,,2015-12-17 06:22:55,2015-12-17 06:22:55
7372,7372,7272.0,699,,2015-12-17 06:22:58,2015-12-17 06:22:58
7373,7373,7262.0,25,,2015-12-17 06:23:01,2015-12-17 06:23:01
7374,7374,7274.0,400,,2015-12-17 06:23:25,2015-12-17 06:23:25
7375,7375,7268.0,318,,2015-12-17 06:23:26,2015-12-17 06:23:26
7377,7377,7277.0,463,,2015-12-17 06:24:52,2015-12-17 06:24:52
7378,7378,7258.0,2323,,2015-12-17 06:24:57,2015-12-17 06:24:57
7379,7379,7275.0,116,,2015-12-17 06:24:58,2015-12-17 06:24:58
7380,7380,7258.0,2324,,2015-12-17 06:24:59,2015-12-17 06:24:59
7381,7381,7258.0,2324,,2015-12-17 06:25:00,2015-12-17 06:25:00
7382,7382,7258.0,2321,,2015-12-17 06:25:02,2015-12-17 06:25:02
7383,7383,7279.0,438,,2015-12-17 06:25:21,2015-12-17 06:25:21
7385,7385,7282.0,115,,2015-12-17 06:26:33,2015-12-17 06:26:33
7386,7386,7281.0,345,,2015-12-17 06:27:04,2015-12-17 06:27:04
7387,7387,7281.0,346,,2015-12-17 06:27:06,2015-12-17 06:27:06
7388,7388,7283.0,747,,2015-12-17 06:28:00,2015-12-17 06:28:00
7389,7389,7280.0,2079,,2015-12-17 06:30:39,2015-12-17 06:30:39
7390,7390,7286.0,317,,2015-12-17 06:30:39,2015-12-17 06:30:39
7391,7391,7287.0,2946,,2015-12-17 06:30:45,2015-12-17 06:30:45
7392,7392,7288.0,248,,2015-12-17 06:31:24,2015-12-17 06:31:24
7393,7393,7290.0,1996,,2015-12-17 06:32:34,2015-12-17 06:32:34
7394,7394,7285.0,253 805,,2015-12-17 06:33:17,2015-12-17 06:33:17
