id,crop_reference_id,nitrogen,phosphorus,potassium,sulphur,zinc,boron,iron,manganese,copper,organic_manure,biofertiliser,lime,gypsum,created_at,updated_at,result_id,mixed_fertilizer_urea,mixed_fertilizer_ssp,mixed_fertilizer_mop,mixed_fertilizer_required
3689,114,113,163,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:56:56.478211,2016-05-02 06:54:48.056758,1218,91,0,3,100
3610,114,122,175,47,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:33:10.485465,2016-05-02 06:54:48.960070,1191,98,0,0,108
14484,169,104,150,40,,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 08:59:55.542325,2016-05-06 08:59:55.542325,5613,84,0,0,92
14485,168,87,150,47,,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 08:59:55.552121,2016-05-06 08:59:55.552121,5613,67,0,7,92
14486,117,35,75,27,,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 08:59:55.561206,2016-05-06 08:59:55.561206,5613,25,0,7,46
14487,60,43,75,23,,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 08:59:55.569892,2016-05-06 08:59:55.569892,5613,33,0,3,46
15703,60,43,63,17,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-09 07:56:43.492028,2016-05-09 07:56:43.492028,6096,35,0,0,39
14488,169,104,150,40,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:02:03.363685,2016-05-06 09:02:03.363685,5614,84,0,0,92
14489,168,104,150,47,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:02:03.373252,2016-05-06 09:02:03.373252,5614,84,0,7,92
14490,117,52,75,27,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:02:03.381955,2016-05-06 09:02:03.381955,5614,42,0,7,46
14491,60,52,75,23,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:02:03.390770,2016-05-06 09:02:03.390770,5614,42,0,3,46
14492,169,104,150,40,,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:33:27.872694,2016-05-06 09:33:27.872694,5615,84,0,0,92
14493,113,61,88,27,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:33:27.882303,2016-05-06 09:33:27.882303,5615,49,0,3,54
14494,60,52,75,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:33:27.893315,2016-05-06 09:33:27.893315,5615,42,0,3,46
14539,169,104,150,40,,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:48:30.825294,2016-05-06 09:48:30.825294,5631,84,0,0,92
14540,113,61,88,27,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:48:30.833059,2016-05-06 09:48:30.833059,5631,49,0,3,54
14541,60,52,75,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:48:30.840596,2016-05-06 09:48:30.840596,5631,42,0,3,46
14546,168,104,150,47,Elemental Sulphur @ 8 kg/ acre at land preparation,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,800 Kg/Acre,,2016-05-06 09:50:06.341303,2016-05-06 09:50:06.341303,5633,84,0,7,92
14547,60,52,75,23,Elemental Sulphur @ 8 kg/ acre at land preparation,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,800 Kg/Acre,,2016-05-06 09:50:06.349183,2016-05-06 09:50:06.349183,5633,42,0,3,46
14575,169,104,150,40,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:55:04.889748,2016-05-06 09:55:04.889748,5642,84,0,0,92
14576,168,104,150,47,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:55:04.916811,2016-05-06 09:55:04.916811,5642,84,0,7,92
14577,130,174,250,67,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:55:04.943449,2016-05-06 09:55:04.943449,5642,140,0,0,154
14578,60,52,75,23,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 09:55:04.964309,2016-05-06 09:55:04.964309,5642,42,0,3,46
14604,168,122,175,40,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:01:11.406061,2016-05-06 10:01:11.406061,5651,102,25,0,92
14605,115,43,63,17,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:01:11.413832,2016-05-06 10:01:11.413832,5651,35,0,0,39
14606,60,61,88,20,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:01:11.421116,2016-05-06 10:01:11.421116,5651,51,13,0,46
14611,168,87,150,47,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,800 Kg/Acre,,2016-05-06 10:02:08.438899,2016-05-06 10:02:08.438899,5653,67,0,7,92
14612,60,43,75,23,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,800 Kg/Acre,,2016-05-06 10:02:08.447176,2016-05-06 10:02:08.447176,5653,33,0,3,46
14680,169,104,150,40,,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:14:20.325340,2016-05-06 10:14:20.325340,5675,84,0,0,92
14681,113,61,88,27,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:14:20.338936,2016-05-06 10:14:20.338936,5675,49,0,3,54
14682,60,52,75,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:14:20.353369,2016-05-06 10:14:20.353369,5675,42,0,3,46
14731,168,122,175,40,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:23:03.695989,2016-05-06 10:23:03.695989,5692,102,25,0,92
14732,115,43,63,17,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:23:03.704429,2016-05-06 10:23:03.704429,5692,35,0,0,39
14733,60,61,88,20,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:23:03.712787,2016-05-06 10:23:03.712787,5692,51,13,0,46
14739,168,104,175,47,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:24:52.446119,2016-05-06 10:24:52.446119,5694,81,0,0,108
14740,115,43,63,17,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:24:52.453785,2016-05-06 10:24:52.453785,5694,35,0,0,39
14741,60,52,88,23,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:24:52.461155,2016-05-06 10:24:52.461155,5694,40,0,0,54
18215,167,174,375,100,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,600 Kg/Acre,,2016-05-11 08:22:24.247086,2016-05-11 08:22:24.247086,7022,123,0,0,231
3683,60,61,88,23,8 kg/ acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 10:54:42.918867,2016-05-02 06:54:48.127553,1215,49,0,0,54
3682,115,43,63,17,4 kg/acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 10:54:42.901004,2016-05-02 06:54:48.137839,1215,35,0,0,39
3681,168,122,175,47,8 kg/ acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 10:54:42.882469,2016-05-02 06:54:48.147371,1215,98,0,0,108
3734,113,69,88,20,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 11:06:11.013056,2016-05-02 06:54:47.531964,1231,59,13,0,46
3672,60,61,88,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:53:02.136702,2016-05-02 06:54:48.253314,1211,49,0,0,54
3671,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:53:02.125874,2016-05-02 06:54:48.262838,1211,35,0,0,39
3670,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:53:02.113100,2016-05-02 06:54:48.272507,1211,84,0,0,92
3666,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:51:56.920658,2016-05-02 06:54:48.321504,1209,51,0,3,46
3665,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:51:56.900262,2016-05-02 06:54:48.331477,1209,35,0,0,39
3664,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:51:56.878253,2016-05-02 06:54:48.341227,1209,84,0,0,92
3663,114,113,163,47,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:51:12.514248,2016-05-02 06:54:48.355969,1208,91,0,3,100
3651,60,52,75,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:46:23.580699,2016-05-02 06:54:48.503532,1203,44,12,0,39
3650,62,122,175,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:46:23.561341,2016-05-02 06:54:48.512747,1203,102,25,0,92
3649,113,61,88,20,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:46:23.542151,2016-05-02 06:54:48.522060,1203,51,13,0,46
3648,115,43,63,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:46:23.520424,2016-05-02 06:54:48.531596,1203,35,0,0,39
3647,168,104,150,33,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:46:23.502294,2016-05-02 06:54:48.541173,1203,87,25,0,77
3646,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 10:46:23.481799,2016-05-02 06:54:48.550589,1203,123,0,0,231
3632,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:40:29.835267,2016-05-02 06:54:48.715649,1198,51,0,3,46
3631,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:40:29.808489,2016-05-02 06:54:48.725407,1198,35,0,0,39
3630,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:40:29.782323,2016-05-02 06:54:48.735106,1198,84,0,0,92
3629,62,130,175,50,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:38:50.705652,2016-05-02 06:54:48.749408,1197,107,0,3,108
3628,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:38:50.676776,2016-05-02 06:54:48.759305,1197,35,0,0,39
3627,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:38:50.646112,2016-05-02 06:54:48.768336,1197,123,0,0,231
3625,60,52,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:37:35.568134,2016-05-02 06:54:48.794927,1195,42,0,3,46
3624,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:37:35.550597,2016-05-02 06:54:48.804086,1195,35,0,0,39
3623,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 10:37:35.533000,2016-05-02 06:54:48.813392,1195,84,0,0,92
3619,62,122,188,50,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:35:20.564233,2016-05-02 06:54:48.861489,1193,96,0,0,116
3618,61,43,63,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:35:20.553077,2016-05-02 06:54:48.871420,1193,35,0,0,39
3617,113,61,100,27,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:35:20.543707,2016-05-02 06:54:48.880571,1193,47,0,0,62
3616,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:35:20.533826,2016-05-02 06:54:48.889873,1193,123,0,0,231
3615,114,113,175,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-15 10:35:20.522730,2016-05-02 06:54:48.899436,1193,89,0,0,108
14495,169,104,150,40,,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:34:36.157350,2016-05-06 09:34:36.157350,5616,84,0,0,92
14496,113,61,88,27,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:34:36.167720,2016-05-06 09:34:36.167720,5616,49,0,3,54
14497,60,52,75,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:34:36.177091,2016-05-06 09:34:36.177091,5616,42,0,3,46
14519,169,104,150,40,,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:43:43.732779,2016-05-06 09:43:43.732779,5624,84,0,0,92
14520,113,61,88,27,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:43:43.753135,2016-05-06 09:43:43.753135,5624,49,0,3,54
14521,60,52,75,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:43:43.772595,2016-05-06 09:43:43.772595,5624,42,0,3,46
14538,60,43,63,17,Elemental Sulphur @ 8 kg/ acre at land preparation,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,600 Kg/Acre,,2016-05-06 09:48:27.047862,2016-05-06 09:48:27.047862,5630,35,0,0,39
18216,116,17,75,33,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,600 Kg/Acre,,2016-05-11 08:22:24.264215,2016-05-11 08:22:24.264215,7022,7,0,13,46
14498,169,104,150,40,,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,,,2016-05-06 09:35:36.625130,2016-05-06 09:35:36.625130,5617,84,0,0,92
18217,115,43,63,17,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,600 Kg/Acre,,2016-05-11 08:22:24.281603,2016-05-11 08:22:24.281603,7022,35,0,0,39
3738,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:06:28.597926,2016-05-02 06:54:47.484676,1232,51,0,3,46
3737,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:06:28.577066,2016-05-02 06:54:47.498639,1232,35,0,0,39
3730,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 11:05:21.928786,2016-05-02 06:54:47.572996,1230,51,0,3,46
3729,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 11:05:21.912341,2016-05-02 06:54:47.582730,1230,35,0,0,39
3728,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 11:05:21.894751,2016-05-02 06:54:47.592712,1230,84,0,0,92
3727,60,52,88,17,8 kg/ acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:04:22.610394,2016-05-02 06:54:47.606599,1229,44,24,0,39
3726,115,43,63,17,4 kg/acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:04:22.584732,2016-05-02 06:54:47.616195,1229,35,0,0,39
3725,168,104,175,33,8 kg/ acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:04:22.553612,2016-05-02 06:54:47.646924,1229,87,50,0,77
3724,60,61,88,17,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:04:19.799620,2016-05-02 06:54:47.660773,1228,52,24,0,39
3723,117,69,100,13,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:04:19.784390,2016-05-02 06:54:47.675274,1228,63,50,0,31
3722,113,69,100,20,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:04:19.768473,2016-05-02 06:54:47.685650,1228,59,25,0,46
3721,114,122,175,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:04:19.749321,2016-05-02 06:54:47.694986,1228,102,25,0,92
3720,169,104,150,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:04:19.730881,2016-05-02 06:54:47.704381,1228,84,0,0,92
3719,60,52,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:04:10.944335,2016-05-02 06:54:47.717855,1227,42,0,3,46
3718,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:04:10.924805,2016-05-02 06:54:47.727123,1227,35,0,0,39
3717,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:04:10.905105,2016-05-02 06:54:47.736633,1227,84,0,0,92
3716,60,61,63,23,8 kg/ acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:02:28.916075,2016-05-02 06:54:47.750391,1226,52,0,6,39
3715,115,43,63,17,4 kg/acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:02:28.900920,2016-05-02 06:54:47.759256,1226,35,0,0,39
3714,168,122,125,47,8 kg/ acre at land preparation,,,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 11:02:28.882536,2016-05-02 06:54:47.768976,1226,105,0,13,77
3713,60,52,88,23,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:02:03.647727,2016-05-02 06:54:47.782311,1225,40,0,0,54
3712,117,52,100,27,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:02:03.638527,2016-05-02 06:54:47.792836,1225,39,0,0,62
3711,113,61,100,27,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 11:02:03.629165,2016-05-02 06:54:47.803458,1225,47,0,0,62
