id,crop_reference_id,nitrogen,phosphorus,potassium,sulphur,zinc,boron,iron,manganese,copper,organic_manure,biofertiliser,lime,gypsum,created_at,updated_at,result_id,mixed_fertilizer_urea,mixed_fertilizer_ssp,mixed_fertilizer_mop,mixed_fertilizer_required
3029,115,43,63,17,4 kg/acre at land preparation,10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:33:58.724398,2016-05-02 06:54:58.539188,1001,35,0,0,39
3028,168,104,175,47,8 kg/ acre at land preparation,10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:33:58.708123,2016-05-02 06:54:58.548816,1001,81,0,0,108
14214,173,130,250,67,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 06:58:56.022412,2016-05-06 06:58:56.022412,5509,97,0,0,154
14215,60,52,75,20,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 06:58:56.036957,2016-05-06 06:58:56.036957,5509,42,0,0,46
3181,167,174,375,100,8 kg/ acre at land preparation,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:36:48.845510,2016-05-02 06:54:56.513510,1059,123,0,0,231
3180,114,113,163,47,8 kg/ acre at land preparation,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:36:48.823020,2016-05-02 06:54:56.523113,1059,91,0,3,100
3173,60,61,88,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:34:37.009699,2016-05-02 06:54:56.615368,1056,49,0,0,54
3172,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:34:36.989792,2016-05-02 06:54:56.624369,1056,35,0,0,39
3171,172,87,125,33,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:34:36.972270,2016-05-02 06:54:56.633860,1056,70,0,0,77
3170,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:34:36.954439,2016-05-02 06:54:56.643239,1056,123,0,0,231
3163,167,174,375,100,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:31:41.132354,2016-05-02 06:54:56.902705,1053,123,0,0,231
3162,114,104,150,47,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:31:41.123275,2016-05-02 06:54:56.913311,1053,84,0,7,92
3161,60,52,75,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:31:35.831397,2016-05-02 06:54:56.927379,1052,42,0,3,46
3160,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:31:35.823130,2016-05-02 06:54:56.936936,1052,35,0,0,39
3159,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:31:35.812846,2016-05-02 06:54:56.946099,1052,123,0,0,231
3127,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:26:41.637606,2016-05-02 06:54:57.362554,1041,123,0,0,231
3126,114,104,150,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:26:41.626990,2016-05-02 06:54:57.371809,1041,84,0,7,92
3120,60,43,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:24:04.841545,2016-05-02 06:54:57.440898,1038,33,0,3,46
3119,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:24:04.824357,2016-05-02 06:54:57.450617,1038,35,0,0,39
3118,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:24:04.806818,2016-05-02 06:54:57.460062,1038,84,0,0,92
3112,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:53.809128,2016-05-02 06:54:57.529916,1035,123,0,0,231
3111,169,104,150,40,,,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:53.789586,2016-05-02 06:54:57.539510,1035,84,0,0,92
3098,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:19:33.365866,2016-05-02 06:54:57.736386,1031,123,0,0,231
3097,114,104,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:19:33.348939,2016-05-02 06:54:57.746156,1031,84,0,7,92
3093,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:17:37.702145,2016-05-02 06:54:57.792180,1029,123,0,0,231
3092,114,104,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:17:37.680256,2016-05-02 06:54:57.801632,1029,84,0,7,92
3086,60,52,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 08:15:29.773838,2016-05-02 06:54:57.872163,1026,42,0,3,46
3085,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 08:15:29.765467,2016-05-02 06:54:57.882070,1026,35,0,0,39
3083,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:14:10.151008,2016-05-02 06:54:57.904979,1025,51,0,3,46
3082,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:14:10.142549,2016-05-02 06:54:57.916366,1025,35,0,0,39
3081,168,122,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:14:10.133445,2016-05-02 06:54:57.927654,1025,102,0,7,92
3078,60,52,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:11:48.120455,2016-05-02 06:54:57.969167,1023,42,0,3,46
3077,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:11:48.101731,2016-05-02 06:54:57.978723,1023,35,0,0,39
3076,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:11:48.081141,2016-05-02 06:54:57.998433,1023,84,0,0,92
3040,62,130,175,50,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:37:19.435411,2016-05-02 06:54:58.415487,1005,107,0,3,108
3039,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:37:19.418890,2016-05-02 06:54:58.424669,1005,35,0,0,39
3038,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:37:19.401418,2016-05-02 06:54:58.434460,1005,84,0,0,92
3037,62,130,175,50,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 07:35:46.247138,2016-05-02 06:54:58.447769,1004,107,0,3,108
3036,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 07:35:46.234640,2016-05-02 06:54:58.457059,1004,35,0,0,39
3035,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 07:35:46.221043,2016-05-02 06:54:58.466813,1004,84,0,0,92
14218,173,130,250,67,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 06:59:22.275634,2016-05-06 06:59:22.275634,5511,97,0,0,154
14219,60,52,75,23,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 06:59:22.284996,2016-05-06 06:59:22.284996,5511,42,0,3,46
14227,173,130,250,67,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:02:49.809780,2016-05-06 07:02:49.809780,5516,97,0,0,154
3302,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 09:00:15.347147,2016-05-02 06:54:54.642251,1092,35,0,0,39
3301,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 09:00:15.324545,2016-05-02 06:54:54.651661,1092,123,0,0,231
3300,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:59:44.528514,2016-05-02 06:54:54.665173,1091,123,0,0,231
3299,114,104,150,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:59:44.506374,2016-05-02 06:54:54.674814,1091,84,0,7,92
3284,60,61,75,23,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 08:55:33.597094,2016-05-02 06:54:55.043838,1086,51,0,3,46
3283,115,43,63,17,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 08:55:33.588629,2016-05-02 06:54:55.064439,1086,35,0,0,39
3282,167,174,375,100,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-15 08:55:33.579656,2016-05-02 06:54:55.074840,1086,123,0,0,231
3281,60,61,75,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:54:54.979436,2016-05-02 06:54:55.088787,1085,51,0,3,46
3280,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:54:54.970671,2016-05-02 06:54:55.100290,1085,35,0,0,39
3279,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:54:54.961925,2016-05-02 06:54:55.110109,1085,123,0,0,231
3252,60,52,63,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:48:24.242298,2016-05-02 06:54:55.487933,1076,44,0,6,39
3251,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:48:24.228136,2016-05-02 06:54:55.497954,1076,35,0,0,39
3205,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 08:42:02.264928,2016-05-02 06:54:56.163842,1064,35,0,0,39
3204,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 08:42:02.240055,2016-05-02 06:54:56.173292,1064,35,0,0,39
3203,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-15 08:42:02.221431,2016-05-02 06:54:56.182590,1064,84,0,0,92
3179,60,61,88,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:35:50.356048,2016-05-02 06:54:56.536698,1058,49,0,0,54
3178,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:35:50.338277,2016-05-02 06:54:56.555469,1058,35,0,0,39
3177,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:35:50.322068,2016-05-02 06:54:56.567212,1058,123,0,0,231
3148,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:30:05.834845,2016-05-02 06:54:57.067434,1048,123,0,0,231
3147,114,104,150,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:30:05.824271,2016-05-02 06:54:57.076966,1048,84,0,7,92
3130,62,122,150,50,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:26:51.049323,2016-05-02 06:54:57.328879,1042,102,0,10,92
3129,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:26:51.040348,2016-05-02 06:54:57.338763,1042,35,0,0,39
3128,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 08:26:51.030530,2016-05-02 06:54:57.348645,1042,84,0,0,92
3117,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:23:32.155533,2016-05-02 06:54:57.473436,1037,123,0,0,231
3116,114,104,150,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:23:32.146620,2016-05-02 06:54:57.482832,1037,84,0,7,92
3110,60,52,88,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:30.901278,2016-05-02 06:54:57.554668,1034,40,0,0,54
3109,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:30.891599,2016-05-02 06:54:57.565479,1034,35,0,0,39
3108,116,17,100,40,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:30.882162,2016-05-02 06:54:57.574492,1034,4,0,13,62
3107,168,104,175,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:30.873087,2016-05-02 06:54:57.583805,1034,81,0,0,108
3106,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:30.863676,2016-05-02 06:54:57.593081,1034,123,0,0,231
3105,114,113,175,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:21:30.854151,2016-05-02 06:54:57.602495,1034,89,0,0,108
3080,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:14:03.414820,2016-05-02 06:54:57.942346,1024,123,0,0,231
3079,114,104,150,40,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:14:03.405448,2016-05-02 06:54:57.954696,1024,84,0,0,92
3043,60,52,88,23,8 kg/ acre at land preparation,10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:37:23.994717,2016-05-02 06:54:58.383550,1006,40,0,0,54
3042,115,43,63,17,4 kg/acre at land preparation,10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:37:23.983275,2016-05-02 06:54:58.393093,1006,35,0,0,39
3058,60,52,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:42:00.356386,2016-05-02 06:54:58.215894,1011,42,0,3,46
3041,168,104,175,47,8 kg/ acre at land preparation,10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:37:23.974580,2016-05-02 06:54:58.402360,1006,81,0,0,108
14228,60,52,88,23,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:02:49.819924,2016-05-06 07:02:49.819924,5516,40,0,0,54
3314,60,61,63,23,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 09:01:37.536262,2016-05-02 06:54:54.512152,1096,52,0,6,39
3313,115,43,63,17,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 09:01:37.526963,2016-05-02 06:54:54.521323,1096,35,0,0,39
3312,167,174,375,100,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 09:01:37.516270,2016-05-02 06:54:54.530448,1096,123,0,0,231
3068,114,104,150,43,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 08:02:22.231735,2016-05-02 06:54:58.093622,1018,84,0,3,92
3064,60,52,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:55:34.959164,2016-05-02 06:54:58.144434,1015,42,0,3,46
3063,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:55:34.943419,2016-05-02 06:54:58.154442,1015,35,0,0,39
3062,168,104,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-15 07:55:34.925880,2016-05-02 06:54:58.164403,1015,84,0,7,92
3052,60,61,88,23,8 kg/ acre at land preparation,,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:40:33.037648,2016-05-02 06:54:58.282415,1009,49,0,0,54
3051,115,43,63,17,4 kg/acre at land preparation,,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:40:33.004153,2016-05-02 06:54:58.293386,1009,35,0,0,39
3050,168,122,175,47,8 kg/ acre at land preparation,,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-15 07:40:32.978237,2016-05-02 06:54:58.302727,1009,98,0,0,108
14229,173,130,250,67,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:03:46.436597,2016-05-06 07:03:46.436597,5517,97,0,0,154
14230,60,61,88,23,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:03:46.453210,2016-05-06 07:03:46.453210,5517,49,0,0,54
14233,173,130,250,67,,Zinc Sulphate @ 10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:05:22.229933,2016-05-06 07:05:22.229933,5519,97,0,0,154
14234,60,52,88,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:05:22.248304,2016-05-06 07:05:22.248304,5519,40,0,0,54
14261,113,69,100,23,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:14:44.671161,2016-05-06 07:14:44.671161,5528,58,12,0,54
14262,169,104,150,40,Elemental Sulphur @ 8 kg/ acre at land preparation,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:15:48.805318,2016-05-06 07:15:48.805318,5529,84,0,0,92
14263,60,61,88,23,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:15:48.821427,2016-05-06 07:15:48.821427,5529,49,0,0,54
14264,169,104,150,40,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:15:57.476086,2016-05-06 07:15:57.476086,5530,84,0,0,92
14265,168,104,175,47,,Zinc Sulphate @ 10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:15:57.493928,2016-05-06 07:15:57.493928,5530,81,0,0,108
14266,117,52,100,27,,,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:15:57.510972,2016-05-06 07:15:57.510972,5530,39,0,0,62
14267,60,52,88,23,,Zinc Sulphate @ 10 kg/ acre at land preparation,,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:15:57.528112,2016-05-06 07:15:57.528112,5530,40,0,0,54
14297,173,130,250,67,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:22:25.886357,2016-05-06 07:22:25.886357,5544,97,0,0,154
14298,60,52,88,23,,,,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:22:25.901575,2016-05-06 07:22:25.901575,5544,40,0,0,54
14352,167,174,375,100,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:38:00.237937,2016-05-06 07:38:00.237937,5566,123,0,0,231
14353,130,174,250,67,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 07:38:00.246858,2016-05-06 07:38:00.246858,5566,140,0,0,154
