id,ph,ec,organic_carbon,nitrogen,phosphorus,potassium,sulpher,zinc,boron,iron,manganese,copper,test_id,created_at,updated_at,ph_rating,ec_rating,oc_rating,n_rating,p_rating,k_rating,s_rating,zn_rating,b_rating,fe_rating,mn_rating,cu_rating,mixed_fertilizer_rate_id,zn_rw_rating,user_id,shc_lang_version,distributed,soil_health_cards_count
45572,7.9,0.47,0.36,230.0,76.0,255.0,2.2,0.32,0.11,6.8,,,63025,2016-07-14 18:29:59.999999,2016-07-14 13:12:05.896393,4,5,9,9,8,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45573,7.6,0.33,0.3,215.0,90.0,268.0,3.1,0.48,0.12,4.2,,,63026,2016-07-14 18:29:59.999999,2016-07-14 13:12:06.103924,4,5,9,9,7,8,9,11,11,11,0,0,1,11,,bn,1.0,1
45574,7.4,0.19,0.42,228.0,224.0,255.0,3.2,0.36,0.06,5.8,,,63027,2016-07-14 18:29:59.999999,2016-07-14 13:12:06.318032,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45575,7.2,0.27,0.28,224.0,180.0,268.0,2.1,0.32,0.07,5.2,,,63028,2016-07-14 18:29:59.999999,2016-07-14 13:12:06.527672,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45576,7.0,0.29,0.22,160.8,76.0,255.0,2.2,0.39,0.08,6.6,,,63029,2016-07-14 18:29:59.999999,2016-07-14 13:12:06.744200,3,5,9,9,8,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45577,7.2,0.19,0.15,155.2,264.0,268.0,2.4,0.43,0.06,6.8,,,63030,2016-07-14 18:29:59.999999,2016-07-14 13:12:06.961545,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45578,7.1,0.16,0.61,355.2,120.0,255.0,2.4,0.46,0.07,7.2,,,63031,2016-07-14 18:29:59.999999,2016-07-14 13:12:07.249011,3,5,8,8,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45579,6.8,0.12,0.55,366.2,200.0,268.0,2.2,0.18,0.08,7.8,,,63032,2016-07-14 18:29:59.999999,2016-07-14 13:12:07.499858,3,5,8,8,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45580,7.2,0.27,0.67,372.4,200.0,161.0,2.3,0.28,0.09,5.6,,,63033,2016-07-14 18:29:59.999999,2016-07-14 13:12:07.835115,3,5,8,8,7,9,9,11,11,10,0,0,1,11,,bn,1.0,1
45581,7.4,0.23,0.45,232.5,220.0,174.0,2.4,0.22,0.04,6.6,,,63034,2016-07-14 18:29:59.999999,2016-07-14 13:12:08.104597,3,5,9,9,7,9,9,11,11,10,0,0,1,11,,bn,1.0,1
45582,7.6,0.18,0.45,230.2,360.0,201.0,2.6,0.24,0.05,7.2,,,63035,2016-07-14 18:29:59.999999,2016-07-14 13:12:08.343052,4,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45583,7.4,0.16,0.4,216.4,200.0,255.0,2.5,0.34,0.06,6.8,,,63036,2016-07-14 18:29:59.999999,2016-07-14 13:12:08.721744,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45584,7.6,0.23,0.46,244.2,210.0,268.0,1.6,0.44,0.04,6.6,,,63037,2016-07-14 18:29:59.999999,2016-07-14 13:12:09.063126,4,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45585,7.4,0.18,0.67,367.0,220.0,281.0,1.8,0.48,0.03,6.8,,,63038,2016-07-14 18:29:59.999999,2016-07-14 13:12:09.293978,3,5,8,8,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45586,7.2,0.26,0.48,255.0,120.0,295.0,1.7,0.62,0.04,5.2,,,63039,2016-07-14 18:29:59.999999,2016-07-14 13:12:09.514750,3,5,9,9,7,8,9,10,11,10,0,0,1,11,,bn,1.0,1
45587,7.4,0.29,0.37,216.2,390.0,255.0,1.8,0.52,0.09,4.8,,,63040,2016-07-14 18:29:59.999999,2016-07-14 13:12:09.744132,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45588,7.1,0.18,0.3,210.4,120.0,268.0,1.9,0.42,0.08,5.8,,,63041,2016-07-14 18:29:59.999999,2016-07-14 13:12:09.975627,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45589,6.9,0.23,0.4,237.6,200.0,255.0,2.1,0.44,0.11,7.2,,,63042,2016-07-14 18:29:59.999999,2016-07-14 13:12:10.234122,3,5,9,9,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45590,7.2,0.28,0.9,395.4,220.0,268.0,2.2,0.45,0.12,6.8,,,63043,2016-07-14 18:29:59.999999,2016-07-14 13:12:10.468247,3,5,7,8,7,8,9,11,11,10,0,0,1,11,,bn,1.0,1
45591,6.8,0.14,0.61,372.4,340.0,174.0,2.4,0.62,0.18,7.2,,,63044,2016-07-14 18:29:59.999999,2016-07-14 13:12:10.674117,3,5,8,8,7,9,9,10,11,10,0,0,1,11,,bn,1.0,1
45592,4.4,0.05,0.61,298.7,30.0,201.0,17.7,0.22,0.21,24.2,,,63045,2016-07-14 18:29:59.999999,2016-07-14 13:15:58.469697,1,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,9
45593,5.0,0.05,0.56,289.9,29.0,156.0,12.8,0.34,0.32,23.1,,,63046,2016-07-14 18:29:59.999999,2016-07-14 13:15:58.936500,1,5,8,8,9,9,8,11,11,10,0,0,1,11,,bn,1.0,6
45594,5.1,0.06,0.64,805.4,50.0,179.0,17.2,0.24,0.4,27.5,,,63047,2016-07-14 18:29:59.999999,2016-07-14 13:15:59.288742,1,5,8,7,8,9,7,11,10,10,0,0,1,11,,bn,1.0,4
45595,5.1,0.06,0.67,315.4,48.0,229.0,18.7,0.17,0.32,28.9,,,63048,2016-07-14 18:29:59.999999,2016-07-14 13:15:59.608012,1,5,8,8,8,8,7,11,11,10,0,0,1,11,,bn,1.0,7
45596,5.1,0.05,0.61,302.1,55.0,112.0,26.3,0.23,0.44,24.4,,,63049,2016-07-14 18:29:59.999999,2016-07-14 13:15:59.896680,1,5,8,8,8,9,7,11,10,10,0,0,1,11,,bn,1.0,3
45597,5.3,0.05,0.67,315.4,42.0,179.0,21.7,0.21,0.19,19.4,,,63050,2016-07-14 18:29:59.999999,2016-07-14 13:16:00.221492,1,5,8,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,4
45598,5.2,0.03,0.53,289.3,65.0,112.0,23.4,0.34,0.23,33.9,,,63051,2016-07-14 18:29:59.999999,2016-07-14 13:16:00.542175,1,5,8,8,8,9,7,11,11,10,0,0,1,11,,bn,1.0,5
45599,5.0,0.03,0.67,315.4,20.0,125.0,29.3,0.29,0.21,20.1,,,63052,2016-07-14 18:29:59.999999,2016-07-14 13:16:00.811969,1,5,8,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,4
45600,5.0,0.04,0.75,375.4,56.0,358.0,20.1,0.18,0.4,21.0,,,63053,2016-07-14 18:29:59.999999,2016-07-14 13:16:01.119630,1,5,7,8,8,7,7,11,10,10,0,0,1,11,,bn,1.0,6
45601,5.1,0.05,0.63,304.3,40.0,121.0,21.0,0.19,0.44,20.1,,,63054,2016-07-14 18:29:59.999999,2016-07-14 13:16:01.460832,1,5,8,8,9,9,7,11,10,10,0,0,1,11,,bn,1.0,8
45602,5.1,0.02,0.65,315.4,28.0,161.0,24.4,0.24,0.23,24.3,,,63055,2016-07-14 18:29:59.999999,2016-07-14 13:16:01.978127,1,5,8,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,6
45603,5.0,0.03,0.67,315.4,26.0,250.0,31.3,0.29,0.31,30.0,,,63056,2016-07-14 18:29:59.999999,2016-07-14 13:16:02.240468,1,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45604,4.9,0.03,0.67,315.4,36.0,268.0,34.4,0.17,0.34,30.1,,,63057,2016-07-14 18:29:59.999999,2016-07-14 13:16:02.587713,1,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,10
45605,5.0,0.05,0.63,305.3,42.0,98.0,31.3,0.14,0.39,30.2,,,63058,2016-07-14 18:29:59.999999,2016-07-14 13:16:02.919151,1,5,8,8,9,9,7,11,10,10,0,0,1,11,,bn,1.0,7
45606,5.0,0.07,0.5,280.1,40.0,336.0,27.2,0.22,0.23,25.2,,,63059,2016-07-14 18:29:59.999999,2016-07-14 13:16:03.327028,1,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,9
45607,5.1,0.07,0.87,475.5,28.0,313.0,29.4,0.29,0.27,24.4,,,63060,2016-07-14 18:29:59.999999,2016-07-14 13:16:03.823233,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,10
45608,4.9,0.08,0.69,312.4,55.0,156.0,17.4,0.31,0.54,38.3,,,63061,2016-07-14 18:29:59.999999,2016-07-14 13:16:04.364274,1,5,8,8,8,9,7,11,10,10,0,0,1,11,,bn,1.0,5
45609,4.9,0.1,0.69,312.4,36.0,134.0,11.9,0.42,0.61,30.6,,,63062,2016-07-14 18:29:59.999999,2016-07-14 13:16:04.850508,1,5,8,8,9,9,8,11,10,10,0,0,1,11,,bn,1.0,10
45610,5.1,0.05,1.04,485.6,50.0,201.0,20.1,0.23,0.32,36.7,,,63063,2016-07-14 18:29:59.999999,2016-07-14 13:16:05.239603,1,5,7,7,8,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45611,4.8,0.05,1.2,493.4,50.0,161.0,24.3,0.15,0.21,39.1,,,63064,2016-07-14 18:29:59.999999,2016-07-14 13:16:05.709644,1,5,7,7,8,9,7,11,11,10,0,0,1,11,,bn,1.0,9
45612,4.8,0.06,0.93,470.5,25.0,197.0,17.5,0.17,0.29,32.3,,,63065,2016-07-14 18:29:59.999999,2016-07-14 13:16:06.441717,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,11
45613,4.8,0.04,1.12,483.4,44.0,107.0,19.3,0.24,0.31,33.9,,,63066,2016-07-14 18:29:59.999999,2016-07-14 13:16:06.915247,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,12
45614,4.9,0.15,0.96,483.7,22.0,120.0,24.3,0.34,0.62,28.9,,,63067,2016-07-14 18:29:59.999999,2016-07-14 13:16:07.314623,1,5,7,7,9,9,7,11,10,10,0,0,1,11,,bn,1.0,6
45615,4.9,0.05,0.93,480.9,30.0,448.0,29.1,0.31,0.63,50.6,,,63068,2016-07-14 18:29:59.999999,2016-07-14 13:16:07.791402,1,5,7,7,9,7,7,11,10,10,0,0,1,11,,bn,1.0,8
45616,4.2,0.06,0.92,481.2,26.0,161.0,55.1,0.33,0.44,39.2,,,63069,2016-07-14 18:29:59.999999,2016-07-14 13:16:08.246636,1,5,7,7,9,9,7,11,10,10,0,0,1,11,,bn,1.0,14
45617,5.0,0.07,0.81,470.2,20.0,156.0,24.3,0.42,0.43,66.7,,,63070,2016-07-14 18:29:59.999999,2016-07-14 13:16:08.665005,1,5,7,7,9,9,7,11,10,10,0,0,1,11,,bn,1.0,9
45618,5.1,0.01,0.69,325.7,34.0,120.0,19.4,0.18,0.48,72.1,,,63071,2016-07-14 18:29:59.999999,2016-07-14 13:16:09.011639,1,5,8,8,9,9,7,11,10,10,0,0,1,11,,bn,1.0,4
45619,5.0,0.02,0.87,479.7,25.0,188.0,10.2,0.24,0.43,24.2,,,63072,2016-07-14 18:29:59.999999,2016-07-14 13:16:09.385681,1,5,7,7,9,9,8,11,10,10,0,0,1,11,,bn,1.0,4
45620,5.0,0.06,0.62,306.7,36.0,134.0,12.5,0.14,0.19,24.3,,,63073,2016-07-14 18:29:59.999999,2016-07-14 13:16:10.261311,1,5,8,8,9,9,8,11,11,10,0,0,1,11,,bn,1.0,13
45621,4.9,0.07,0.48,250.3,25.0,443.0,13.7,0.32,0.27,29.3,,,63074,2016-07-14 18:29:59.999999,2016-07-14 13:16:10.694984,1,5,9,9,9,7,8,11,11,10,0,0,1,11,,bn,1.0,4
45622,5.1,0.06,1.66,498.7,32.0,456.0,18.1,0.14,0.21,60.1,,,63075,2016-07-14 18:29:59.999999,2016-07-14 13:16:10.962595,1,5,7,7,9,7,7,11,11,10,0,0,1,11,,bn,1.0,4
45623,4.9,0.08,0.93,490.2,36.0,443.0,17.2,0.24,0.22,67.2,,,63076,2016-07-14 18:29:59.999999,2016-07-14 13:16:11.247873,1,5,7,7,9,7,7,11,11,10,0,0,1,11,,bn,1.0,4
45624,4.8,0.02,1.06,492.1,30.0,179.0,14.1,0.23,0.27,62.0,,,63077,2016-07-14 18:29:59.999999,2016-07-14 13:16:11.553350,1,5,7,7,9,9,8,11,11,10,0,0,1,11,,bn,1.0,3
45625,4.8,0.05,0.77,452.5,28.0,89.0,10.3,0.14,0.31,39.2,,,63078,2016-07-14 18:29:59.999999,2016-07-14 13:16:11.978224,1,5,7,7,9,9,8,11,11,10,0,0,1,11,,bn,1.0,10
45626,4.8,0.06,0.77,452.5,42.0,105.0,9.8,0.19,0.27,40.3,,,63079,2016-07-14 18:29:59.999999,2016-07-14 13:16:12.339990,1,5,7,7,9,9,9,11,11,10,0,0,1,11,,bn,1.0,4
45627,4.9,0.06,0.4,240.3,42.0,448.0,17.4,0.44,0.34,40.1,,,63080,2016-07-14 18:29:59.999999,2016-07-14 13:16:12.734264,1,5,9,9,9,7,7,11,11,10,0,0,1,11,,bn,1.0,11
45628,4.9,0.07,0.96,486.7,36.0,120.0,20.1,0.31,0.39,39.2,,,63081,2016-07-14 18:29:59.999999,2016-07-14 13:16:13.269835,1,5,7,7,9,9,7,11,10,10,0,0,1,11,,bn,1.0,11
45629,5.0,0.08,0.87,480.3,25.0,154.0,19.5,0.21,0.33,24.3,,,63082,2016-07-14 18:29:59.999999,2016-07-14 13:16:13.599068,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,4
45630,5.1,0.09,0.92,481.5,42.0,126.0,22.5,0.22,0.31,29.4,,,63083,2016-07-14 18:29:59.999999,2016-07-14 13:16:13.882177,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,5
45631,4.9,0.05,1.01,490.7,28.0,201.0,19.1,0.19,0.22,59.4,,,63084,2016-07-14 18:29:59.999999,2016-07-14 13:16:14.268873,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,6
45632,4.8,0.06,0.69,313.3,45.0,179.0,14.2,0.24,0.17,69.2,,,63085,2016-07-14 18:29:59.999999,2016-07-14 13:16:14.579465,1,5,8,8,8,9,8,11,11,10,0,0,1,11,,bn,1.0,3
45633,5.0,0.06,0.93,489.5,36.0,246.0,27.1,0.24,0.19,71.1,,,63086,2016-07-14 18:29:59.999999,2016-07-14 13:16:14.987514,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45634,5.1,0.02,0.19,105.6,25.0,205.0,55.2,0.2,0.36,60.1,,,63087,2016-07-14 18:29:59.999999,2016-07-14 13:16:15.652065,1,5,9,9,9,8,7,11,10,10,0,0,1,11,,bn,1.0,4
45635,4.8,0.02,0.11,97.6,20.0,170.0,20.2,0.31,0.46,24.4,,,63088,2016-07-14 18:29:59.999999,2016-07-14 13:16:16.078246,1,5,9,9,9,9,7,11,10,10,0,0,1,11,,bn,1.0,5
45636,4.5,0.05,0.69,313.3,28.0,98.0,27.3,0.39,0.42,29.2,,,63089,2016-07-14 18:29:59.999999,2016-07-14 13:16:16.457617,1,5,8,8,9,9,7,11,10,10,0,0,1,11,,bn,1.0,7
45637,5.2,0.07,0.69,313.3,36.0,67.0,39.2,0.33,0.44,12.7,,,63090,2016-07-14 18:29:59.999999,2016-07-14 13:16:16.782747,1,5,8,8,9,9,7,11,10,10,0,0,1,11,,bn,1.0,4
45638,5.0,0.09,1.01,496.5,25.0,336.0,19.4,0.21,0.19,69.2,,,63091,2016-07-14 18:29:59.999999,2016-07-14 13:16:17.058116,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,4
45639,4.9,0.09,0.62,301.2,36.0,80.0,20.4,0.19,0.27,60.3,,,63092,2016-07-14 18:29:59.999999,2016-07-14 13:16:17.415164,1,5,8,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,9
45640,5.1,0.07,0.84,463.4,20.0,62.0,21.2,0.24,0.31,50.1,,,63093,2016-07-14 18:29:59.999999,2016-07-14 13:16:17.813592,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,5
45641,5.1,0.05,1.14,499.9,16.0,277.0,22.2,0.31,0.24,52.3,,,63094,2016-07-14 18:29:59.999999,2016-07-14 13:16:18.132712,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,3
45642,5.1,0.06,0.93,487.9,20.0,143.0,23.3,0.19,0.19,24.3,,,63095,2016-07-14 18:29:59.999999,2016-07-14 13:16:18.503370,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,4
45643,5.1,0.06,0.77,453.4,40.0,331.0,29.4,0.22,0.31,21.9,,,63096,2016-07-14 18:29:59.999999,2016-07-14 13:16:18.853531,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,12
45644,5.0,0.06,0.69,313.3,18.0,76.0,14.3,0.21,0.22,27.2,,,63097,2016-07-14 18:29:59.999999,2016-07-14 13:16:19.210113,1,5,8,8,9,9,8,11,11,10,0,0,1,11,,bn,1.0,7
45645,5.0,0.02,0.84,473.4,45.0,152.0,18.2,0.29,0.29,18.4,,,63098,2016-07-14 18:29:59.999999,2016-07-14 13:16:19.561281,1,5,7,7,8,9,7,11,11,10,0,0,1,11,,bn,1.0,5
45646,5.0,0.04,0.84,473.4,44.0,268.0,17.2,0.17,0.29,20.1,,,63099,2016-07-14 18:29:59.999999,2016-07-14 13:16:19.964702,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,13
45647,5.2,0.06,0.62,302.3,56.0,250.0,18.2,0.15,0.21,22.3,,,63100,2016-07-14 18:29:59.999999,2016-07-14 13:16:20.369912,1,5,8,8,8,8,7,11,11,10,0,0,1,11,,bn,1.0,8
45648,4.9,0.07,0.62,302.4,20.0,134.0,52.1,0.21,0.29,16.2,,,63101,2016-07-14 18:29:59.999999,2016-07-14 13:16:20.840819,1,5,8,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,8
45649,4.9,0.08,0.74,360.3,29.0,125.0,58.9,0.22,0.28,17.2,,,63102,2016-07-14 18:29:59.999999,2016-07-14 13:16:21.156005,1,5,8,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,5
45650,5.0,0.02,0.48,273.4,25.0,89.0,62.0,0.31,0.34,20.3,,,63103,2016-07-14 18:29:59.999999,2016-07-14 13:16:21.471935,1,5,9,9,9,9,7,11,11,10,0,0,1,11,,bn,1.0,8
45651,5.2,0.09,0.74,360.3,26.0,135.0,21.2,0.44,0.42,29.4,,,63104,2016-07-14 18:29:59.999999,2016-07-14 13:16:21.910439,1,5,8,8,9,9,7,11,10,10,0,0,1,11,,bn,1.0,14
45652,4.3,0.03,0.64,308.7,48.0,344.0,10.7,0.39,0.39,35.5,,,63105,2016-07-14 18:29:59.999999,2016-07-14 13:20:06.965715,1,5,8,8,8,8,8,11,10,10,0,0,1,11,,bn,1.0,4
45653,4.2,0.03,0.64,308.7,52.0,412.0,21.2,0.42,0.42,12.3,,,63106,2016-07-14 18:29:59.999999,2016-07-14 13:20:07.268200,1,5,8,8,8,7,7,11,10,10,0,0,1,11,,bn,1.0,4
45654,4.4,0.04,0.77,479.8,45.0,286.0,17.3,0.44,0.43,35.3,,,63107,2016-07-14 18:29:59.999999,2016-07-14 13:20:07.598242,1,5,7,7,8,8,7,11,10,10,0,0,1,11,,bn,1.0,5
45655,4.4,0.05,0.7,350.5,46.0,201.0,14.4,0.51,0.51,30.3,,,63108,2016-07-14 18:29:59.999999,2016-07-14 13:20:07.942097,1,5,8,8,8,8,8,11,10,10,0,0,1,11,,bn,1.0,5
45656,4.4,0.07,0.47,268.5,55.0,300.0,10.3,0.52,0.5,31.9,,,63109,2016-07-14 18:29:59.999999,2016-07-14 13:20:08.420026,1,5,9,9,8,8,8,11,10,10,0,0,1,11,,bn,1.0,4
45657,4.2,0.07,0.48,270.6,72.0,367.0,18.2,0.31,0.4,39.0,,,63110,2016-07-14 18:29:59.999999,2016-07-14 13:20:08.847644,1,5,9,9,8,7,7,11,10,10,0,0,1,11,,bn,1.0,5
45658,4.1,0.09,0.5,275.5,95.0,277.0,14.2,0.26,0.39,34.3,,,63111,2016-07-14 18:29:59.999999,2016-07-14 13:20:09.330684,1,5,8,9,7,8,8,11,10,10,0,0,1,11,,bn,1.0,5
45659,4.1,0.1,0.52,284.2,56.0,380.0,20.1,0.27,0.32,50.2,,,63112,2016-07-14 18:29:59.999999,2016-07-14 13:20:09.647541,1,5,8,8,8,7,7,11,11,10,0,0,1,11,,bn,1.0,3
45660,4.0,0.12,0.72,320.6,175.0,170.0,21.4,0.39,0.29,34.0,,,63113,2016-07-14 18:29:59.999999,2016-07-14 13:20:09.961301,1,5,8,8,7,9,7,11,11,10,0,0,1,11,,bn,1.0,4
45661,4.6,0.1,0.85,473.5,280.0,304.0,12.2,0.28,0.27,21.2,,,63114,2016-07-14 18:29:59.999999,2016-07-14 13:20:10.269527,1,5,7,7,7,8,8,11,11,10,0,0,1,11,,bn,1.0,5
45662,4.7,0.15,0.86,475.6,57.0,277.0,10.2,0.27,0.21,27.4,,,63115,2016-07-14 18:29:59.999999,2016-07-14 13:20:10.605005,1,5,7,7,8,8,8,11,11,10,0,0,1,11,,bn,1.0,5
45663,4.4,0.05,0.54,295.6,50.0,300.0,11.7,0.22,0.22,20.3,,,63116,2016-07-14 18:29:59.999999,2016-07-14 13:20:10.932761,1,5,8,8,8,8,8,11,11,10,0,0,1,11,,bn,1.0,5
45664,4.3,0.05,0.6,310.6,46.0,259.0,9.8,0.32,0.27,21.7,,,63117,2016-07-14 18:29:59.999999,2016-07-14 13:20:11.313729,1,5,8,8,8,8,9,11,11,10,0,0,1,11,,bn,1.0,5
45665,5.6,0.03,0.65,332.5,42.0,282.0,29.4,0.39,0.19,32.3,,,63118,2016-07-14 18:29:59.999999,2016-07-14 13:20:12.158939,2,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45666,5.2,0.03,0.68,338.9,43.0,291.0,22.0,0.33,0.17,31.5,,,63119,2016-07-14 18:29:59.999999,2016-07-14 13:20:12.655141,1,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45667,4.6,0.04,0.7,350.1,39.0,250.0,21.2,0.29,0.16,40.2,,,63120,2016-07-14 18:29:59.999999,2016-07-14 13:20:13.243196,1,5,8,8,9,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45668,4.6,0.05,0.66,306.7,250.0,425.0,17.4,0.28,0.15,30.3,,,63121,2016-07-14 18:29:59.999999,2016-07-14 13:20:13.638891,1,5,8,8,7,7,7,11,11,10,0,0,1,11,,bn,1.0,5
45669,4.8,0.07,0.43,245.2,51.0,246.0,22.3,0.27,0.31,19.7,,,63122,2016-07-14 18:29:59.999999,2016-07-14 13:20:14.039166,1,5,9,9,8,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45670,4.6,0.08,0.85,475.3,42.0,412.0,24.4,0.39,0.33,19.7,,,63123,2016-07-14 18:29:59.999999,2016-07-14 13:20:14.662760,1,5,7,7,9,7,7,11,11,10,0,0,1,11,,bn,1.0,5
45671,4.7,0.06,0.88,479.8,43.0,291.0,21.5,0.12,0.42,24.1,,,63124,2016-07-14 18:29:59.999999,2016-07-14 13:20:15.167548,1,5,7,7,9,8,7,11,10,10,0,0,1,11,,bn,1.0,5
45672,4.9,0.07,0.9,481.6,40.0,304.0,16.4,0.17,0.41,23.3,,,63125,2016-07-14 18:29:59.999999,2016-07-14 13:20:15.501013,1,5,7,7,9,8,7,11,10,10,0,0,1,11,,bn,1.0,5
45673,5.0,0.05,0.54,289.6,56.0,179.0,17.3,0.22,0.39,20.4,,,63126,2016-07-14 18:29:59.999999,2016-07-14 13:20:15.769939,1,5,8,8,8,9,7,11,10,10,0,0,1,11,,bn,1.0,2
45674,4.2,0.03,0.56,295.6,45.0,237.0,12.4,0.26,0.12,41.2,,,63127,2016-07-14 18:29:59.999999,2016-07-14 13:20:16.054957,1,5,8,8,8,8,8,11,11,10,0,0,1,11,,bn,1.0,6
45675,4.2,0.02,0.56,295.6,40.0,425.0,10.0,0.36,0.18,40.2,,,63128,2016-07-14 18:29:59.999999,2016-07-14 13:20:16.374654,1,5,8,8,9,7,8,11,11,10,0,0,1,11,,bn,1.0,5
45676,4.7,0.03,0.49,275.6,58.0,192.0,14.2,0.21,0.1,24.1,,,63129,2016-07-14 18:29:59.999999,2016-07-14 13:20:16.753079,1,5,9,9,8,9,8,11,11,10,0,0,1,11,,bn,1.0,6
45677,4.2,0.05,0.49,275.6,58.0,192.0,20.2,0.27,0.07,29.2,,,63130,2016-07-14 18:29:59.999999,2016-07-14 13:20:17.132096,1,5,9,9,8,9,7,11,11,10,0,0,1,11,,bn,1.0,5
45678,4.3,0.07,0.78,466.7,57.0,394.0,22.4,0.33,0.15,19.0,,,63131,2016-07-14 18:29:59.999999,2016-07-14 13:20:17.534178,1,5,7,7,8,7,7,11,11,10,0,0,1,11,,bn,1.0,4
45679,4.4,0.05,0.79,468.4,40.0,412.0,12.4,0.42,0.19,27.3,,,63132,2016-07-14 18:29:59.999999,2016-07-14 13:20:17.849886,1,5,7,7,9,7,8,11,11,10,0,0,1,11,,bn,1.0,5
45680,4.4,0.05,0.42,245.6,46.0,358.0,10.3,0.68,0.2,28.9,,,63133,2016-07-14 18:29:59.999999,2016-07-14 13:20:18.287360,1,5,9,9,8,7,8,10,11,10,0,0,1,11,,bn,1.0,5
45681,4.7,0.07,0.4,242.5,42.0,219.0,17.4,0.69,0.27,29.4,,,63134,2016-07-14 18:29:59.999999,2016-07-14 13:20:18.655864,1,5,9,9,9,8,7,10,11,10,0,0,1,11,,bn,1.0,5
45682,4.7,0.05,0.95,485.9,57.0,219.0,16.0,0.28,0.32,30.3,,,63135,2016-07-14 18:29:59.999999,2016-07-14 13:20:19.046291,1,5,7,7,8,8,7,11,11,10,0,0,1,11,,bn,1.0,5
45683,4.9,0.09,0.65,318.2,52.0,277.0,11.4,0.27,0.31,19.4,,,63136,2016-07-14 18:29:59.999999,2016-07-14 13:20:19.371439,1,5,8,8,8,8,8,11,11,10,0,0,1,11,,bn,1.0,4
45684,5.2,0.03,0.69,329.2,53.0,313.0,9.7,0.38,0.12,24.3,,,63137,2016-07-14 18:29:59.999999,2016-07-14 13:20:19.699404,1,5,8,8,8,8,9,11,11,10,0,0,1,11,,bn,1.0,4
45685,5.7,0.03,0.54,290.2,120.0,407.0,13.5,0.36,0.2,12.9,,,63138,2016-07-14 18:29:59.999999,2016-07-14 13:20:20.127041,2,5,8,8,7,7,8,11,11,10,0,0,1,11,,bn,1.0,5
45686,4.9,0.02,0.47,249.5,46.0,268.0,23.4,0.09,0.12,29.1,,,63139,2016-07-14 18:29:59.999999,2016-07-14 13:20:20.521982,1,5,9,9,8,8,7,11,11,10,0,0,1,11,,bn,1.0,6
45687,4.6,0.07,0.88,476.8,56.0,224.0,29.3,0.12,0.32,24.1,,,63140,2016-07-14 18:29:59.999999,2016-07-14 13:20:20.979931,1,5,7,7,8,8,7,11,11,10,0,0,1,11,,bn,1.0,8
45688,4.6,0.09,0.94,483.4,32.0,322.0,30.2,0.33,0.33,22.0,,,63141,2016-07-14 18:29:59.999999,2016-07-14 13:20:21.302974,1,5,7,7,9,8,7,11,11,10,0,0,1,11,,bn,1.0,4
