id,ph,ec,organic_carbon,nitrogen,phosphorus,potassium,sulpher,zinc,boron,iron,manganese,copper,test_id,created_at,updated_at,ph_rating,ec_rating,oc_rating,n_rating,p_rating,k_rating,s_rating,zn_rating,b_rating,fe_rating,mn_rating,cu_rating,mixed_fertilizer_rate_id,zn_rw_rating,user_id,shc_lang_version,distributed,soil_health_cards_count
45982,5.6,0.05,0.24,172.0,50.6,507.0,10.19,0.58,0.31,32.82,10.95,0.68,63424,2016-07-15 18:29:59.999999,2016-07-15 06:25:46.089501,2,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
45983,5.7,0.06,0.39,275.0,58.24,383.0,9.23,0.69,0.3,38.92,18.44,0.63,63425,2016-07-15 18:29:59.999999,2016-07-15 06:25:46.277343,2,5,9,9,8,7,9,10,11,10,10,10,1,11,,bn,1.0,1
45984,6.6,0.04,0.2,141.0,63.7,408.0,10.44,0.38,0.24,42.76,11.56,1.11,63426,2016-07-15 18:29:59.999999,2016-07-15 06:25:46.480034,3,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
45985,6.8,5.0,0.59,415.0,47.32,397.0,11.27,0.69,0.25,44.78,7.66,0.65,63427,2016-07-15 18:29:59.999999,2016-07-15 06:25:46.674820,3,6,8,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
45986,6.1,0.03,0.66,465.0,45.5,457.0,12.57,0.82,0.25,46.12,16.85,0.69,63428,2016-07-15 18:29:59.999999,2016-07-15 06:25:46.919414,2,5,8,7,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
45987,6.9,0.07,0.18,129.0,63.17,427.0,10.61,0.59,0.26,45.42,11.96,0.68,63429,2016-07-15 18:29:59.999999,2016-07-15 06:25:47.165492,3,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
45988,5.6,0.04,0.41,286.0,69.16,396.0,11.36,0.62,0.29,41.5,19.45,0.58,63430,2016-07-15 18:29:59.999999,2016-07-15 06:25:47.380470,2,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
45989,6.2,0.55,0.57,402.0,72.8,410.0,12.23,0.39,0.31,40.72,10.55,1.52,63431,2016-07-15 18:29:59.999999,2016-07-15 06:25:47.603562,2,5,8,8,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
45990,4.5,0.95,0.42,297.0,76.44,288.0,8.08,0.91,0.28,37.41,18.57,0.54,63432,2016-07-15 18:29:59.999999,2016-07-15 06:25:47.881327,1,5,9,8,8,8,9,10,11,10,10,10,1,10,,bn,1.0,4
45991,5.4,0.42,0.62,437.0,81.9,345.0,10.19,0.28,0.29,37.41,17.68,0.56,63433,2016-07-15 18:29:59.999999,2016-07-15 06:25:48.170407,1,5,8,8,8,8,8,11,11,10,10,10,1,11,,bn,1.0,4
45992,5.0,0.5,0.35,248.0,91.0,469.0,12.43,0.26,0.31,31.21,12.86,0.59,63434,2016-07-15 18:29:59.999999,2016-07-15 06:25:48.445441,1,5,9,9,7,7,8,11,11,10,10,10,1,11,,bn,1.0,4
45993,5.5,0.6,0.59,417.0,87.36,389.0,12.52,0.39,0.31,32.24,20.97,0.62,63435,2016-07-15 18:29:59.999999,2016-07-15 06:25:48.691740,1,5,8,8,8,7,8,11,11,10,10,10,1,11,,bn,1.0,4
45994,5.0,0.21,0.63,446.0,94.64,424.0,14.18,0.29,0.32,28.3,19.58,0.64,63436,2016-07-15 18:29:59.999999,2016-07-15 06:25:48.932169,1,5,8,8,7,7,8,11,11,10,10,10,1,11,,bn,1.0,2
45995,5.8,0.05,0.18,127.0,81.9,396.0,12.29,0.52,0.33,29.27,18.67,0.78,63437,2016-07-15 18:29:59.999999,2016-07-15 06:25:49.139482,2,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
45996,5.2,0.21,0.35,248.0,76.44,453.0,10.28,0.61,0.29,30.92,13.87,0.72,63438,2016-07-15 18:29:59.999999,2016-07-15 06:25:49.415666,1,5,9,9,8,7,8,10,11,10,10,10,1,11,,bn,1.0,3
45997,5.9,0.13,0.39,275.0,72.8,695.0,10.67,0.72,0.3,37.41,8.98,0.58,63439,2016-07-15 18:29:59.999999,2016-07-15 06:25:49.669886,2,5,9,9,8,7,8,10,11,10,10,10,1,11,,bn,1.0,4
45998,6.2,0.17,0.42,297.0,69.16,367.0,11.31,0.28,0.35,40.45,10.46,0.56,63440,2016-07-15 18:29:59.999999,2016-07-15 06:25:49.939988,2,5,9,8,8,7,8,11,11,10,10,10,1,11,,bn,1.0,5
45999,6.2,0.12,0.47,331.0,91.0,441.0,12.37,0.31,0.36,47.55,19.59,0.54,63441,2016-07-15 18:29:59.999999,2016-07-15 06:25:50.210642,2,5,9,8,7,7,8,11,10,10,10,10,1,11,,bn,1.0,3
46000,6.3,0.23,0.21,152.0,94.64,383.0,10.28,1.01,0.29,49.66,14.7,0.58,63442,2016-07-15 18:29:59.999999,2016-07-15 06:25:50.448729,2,5,9,9,7,7,8,10,11,10,10,10,1,10,,bn,1.0,4
46001,6.3,0.31,0.44,312.0,87.36,413.0,10.69,0.82,0.31,22.7,9.85,0.78,63443,2016-07-15 18:29:59.999999,2016-07-15 06:25:50.680967,2,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,2
46002,6.3,0.32,0.47,329.0,91.0,440.0,8.61,0.91,0.3,38.72,11.6,1.12,63444,2016-07-15 18:29:59.999999,2016-07-15 06:25:50.906761,2,5,9,8,7,7,9,10,11,10,10,10,1,10,,bn,1.0,3
46003,6.1,0.27,0.62,437.0,81.9,400.0,10.28,1.01,0.32,28.83,20.71,0.72,63445,2016-07-15 18:29:59.999999,2016-07-15 06:25:51.168686,2,5,8,8,8,7,8,10,11,10,10,10,1,10,,bn,1.0,5
46004,6.1,0.1,0.57,403.0,63.7,374.0,11.14,0.92,0.34,39.82,15.84,0.68,63446,2016-07-15 18:29:59.999999,2016-07-15 06:25:51.463481,2,5,8,8,8,7,8,10,11,10,10,10,1,10,,bn,1.0,5
46005,6.1,0.52,0.33,234.0,50.96,316.0,12.19,0.82,0.35,40.62,20.82,0.66,63447,2016-07-15 18:29:59.999999,2016-07-15 06:25:51.727032,2,5,9,9,8,8,8,10,11,10,10,10,1,11,,bn,1.0,1
46006,6.1,0.04,0.63,446.0,54.6,469.0,10.68,0.32,0.28,38.12,13.32,0.72,63448,2016-07-15 18:29:59.999999,2016-07-15 06:25:51.906155,2,5,8,8,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
46007,5.7,0.17,0.39,275.0,63.7,214.0,12.29,0.59,0.29,39.38,20.43,1.0,63449,2016-07-15 18:29:59.999999,2016-07-15 06:25:52.115323,2,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46008,5.5,0.09,0.47,329.0,69.16,361.0,12.31,0.61,0.31,41.88,15.62,1.11,63450,2016-07-15 18:29:59.999999,2016-07-15 06:25:52.323074,1,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46009,5.3,0.22,0.41,281.0,58.24,222.0,8.25,0.51,0.32,44.82,8.73,0.75,63451,2016-07-15 18:29:59.999999,2016-07-15 06:25:52.509802,1,5,9,8,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46010,5.3,0.25,0.36,256.0,50.96,332.0,10.16,0.62,0.34,46.72,11.81,0.57,63452,2016-07-15 18:29:59.999999,2016-07-15 06:25:52.693444,1,5,9,9,8,8,8,10,11,10,10,10,1,11,,bn,1.0,1
46011,6.0,0.29,0.27,192.0,54.6,150.0,9.29,0.58,0.35,32.73,19.33,1.01,63453,2016-07-15 18:29:59.999999,2016-07-15 06:25:52.895607,2,5,9,9,8,9,9,11,11,10,10,10,1,11,,bn,1.0,1
46012,5.4,0.06,0.44,312.0,72.8,402.0,10.35,0.63,0.28,34.88,16.44,1.21,63454,2016-07-15 18:29:59.999999,2016-07-15 06:25:53.165246,1,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46013,6.3,0.16,0.62,437.0,63.7,348.0,11.19,0.35,0.26,35.92,14.63,0.813,63455,2016-07-15 18:29:59.999999,2016-07-15 06:25:53.414269,2,5,8,8,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46014,7.2,0.13,0.29,202.0,50.96,289.0,12.28,0.41,0.25,37.12,19.74,0.71,63456,2016-07-15 18:29:59.999999,2016-07-15 06:25:53.664981,3,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46015,7.2,0.06,0.39,275.0,45.5,422.0,10.28,0.39,0.31,31.28,16.34,0.57,63457,2016-07-15 18:29:59.999999,2016-07-15 06:25:53.883419,3,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
46016,6.3,0.02,0.21,151.0,40.04,343.0,12.31,0.42,0.33,35.3,17.46,0.75,63458,2016-07-15 18:29:59.999999,2016-07-15 06:25:54.111248,2,5,9,9,9,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46017,6.1,0.04,0.57,403.0,50.96,373.0,10.36,0.69,0.29,39.4,15.64,0.47,63459,2016-07-15 18:29:59.999999,2016-07-15 06:25:54.324881,2,5,8,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46018,6.5,0.07,0.33,235.0,54.6,278.0,8.43,0.82,0.3,28.41,10.75,0.74,63460,2016-07-15 18:29:59.999999,2016-07-15 06:25:54.607128,2,5,9,9,8,8,9,10,11,10,10,10,1,11,,bn,1.0,1
46019,6.6,0.21,0.38,267.0,58.24,244.0,9.18,0.21,0.28,42.62,13.83,1.19,63461,2016-07-15 18:29:59.999999,2016-07-15 06:25:54.912965,3,5,9,9,8,8,9,11,11,10,10,10,1,11,,bn,1.0,4
46020,6.4,0.11,0.42,297.0,40.04,305.0,10.29,0.19,0.29,44.12,8.85,1.11,63462,2016-07-15 18:29:59.999999,2016-07-15 06:25:55.124983,2,5,9,8,9,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46021,6.0,0.08,0.59,417.0,43.68,313.0,11.26,0.36,0.36,45.14,16.48,0.82,63463,2016-07-15 18:29:59.999999,2016-07-15 06:25:55.298047,2,5,8,8,9,8,8,11,10,10,10,10,1,11,,bn,1.0,1
46022,6.3,0.6,0.29,202.0,50.96,291.0,12.35,1.01,0.34,48.27,11.65,1.01,63464,2016-07-15 18:29:59.999999,2016-07-15 06:25:55.509092,2,5,9,9,8,8,8,10,11,10,10,10,1,10,,bn,1.0,1
46023,6.3,0.08,0.35,248.0,63.7,354.0,11.26,0.61,0.29,29.91,9.84,0.59,63465,2016-07-15 18:29:59.999999,2016-07-15 06:25:55.758181,2,5,9,9,8,7,8,10,11,10,10,10,1,11,,bn,1.0,2
46024,6.1,0.05,0.41,286.0,45.5,518.0,12.72,0.72,0.24,34.63,17.36,0.95,63466,2016-07-15 18:29:59.999999,2016-07-15 06:25:55.968927,2,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46025,6.2,0.08,0.47,321.0,69.16,381.0,12.37,0.81,0.36,31.67,12.49,0.88,63467,2016-07-15 18:29:59.999999,2016-07-15 06:25:56.216265,2,5,9,8,8,7,8,10,10,10,10,10,1,11,,bn,1.0,1
46026,5.2,0.09,0.42,297.0,47.32,321.0,12.29,0.53,0.29,32.91,15.66,1.03,63468,2016-07-15 18:29:59.999999,2016-07-15 06:25:56.422320,1,5,9,8,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46027,5.5,0.06,0.62,436.0,58.24,348.0,8.15,0.31,0.28,42.92,18.85,1.03,63469,2016-07-15 18:29:59.999999,2016-07-15 06:25:56.598460,1,5,8,8,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46028,5.6,0.08,0.57,403.0,54.6,420.0,9.23,1.02,0.34,43.88,13.37,1.11,63470,2016-07-15 18:29:59.999999,2016-07-15 06:25:56.815084,2,5,8,8,8,7,9,10,11,10,10,10,1,10,,bn,1.0,1
46029,5.3,0.1,0.18,127.0,72.8,341.0,10.18,0.58,0.35,35.72,16.5,1.19,63471,2016-07-15 18:29:59.999999,2016-07-15 06:25:57.002152,1,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46030,5.8,0.08,0.39,275.0,76.44,294.0,11.33,0.69,0.36,38.71,11.67,0.91,63472,2016-07-15 18:29:59.999999,2016-07-15 06:25:57.229039,2,5,9,9,8,8,8,10,10,10,10,10,1,11,,bn,1.0,2
46031,5.3,0.08,0.62,437.0,50.96,379.0,12.42,0.38,0.24,40.62,19.78,0.88,63473,2016-07-15 18:29:59.999999,2016-07-15 06:25:57.421234,1,5,8,8,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
46032,5.3,0.08,0.39,275.0,45.5,327.0,10.18,0.53,0.26,47.13,14.38,0.85,63474,2016-07-15 18:29:59.999999,2016-07-15 06:25:57.626595,1,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46033,6.7,0.07,0.47,328.0,69.16,395.0,11.26,0.61,0.29,30.17,12.51,0.92,63475,2016-07-15 18:29:59.999999,2016-07-15 06:25:57.903449,3,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46034,6.9,0.08,0.32,228.0,63.7,262.0,12.31,0.82,0.32,42.5,17.68,1.02,63476,2016-07-15 18:29:59.999999,2016-07-15 06:25:58.146236,3,5,9,9,8,8,8,10,11,10,10,10,1,11,,bn,1.0,1
46035,5.9,0.08,0.42,302.0,69.16,327.0,8.74,0.59,0.24,36.73,19.41,0.82,63477,2016-07-15 18:29:59.999999,2016-07-15 06:25:58.393136,2,5,9,8,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46036,6.0,0.07,0.27,192.0,45.15,487.0,10.18,0.81,0.3,31.24,15.65,1.11,63478,2016-07-15 18:29:59.999999,2016-07-15 06:25:58.586909,2,5,9,9,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46037,5.8,0.07,0.32,227.0,45.2,380.0,12.27,1.02,0.33,42.28,12.725,1.17,63479,2016-07-15 18:29:59.999999,2016-07-15 06:25:58.787594,2,5,9,9,8,7,8,10,11,10,10,10,1,10,,bn,1.0,1
46038,6.0,0.07,0.62,438.0,54.6,287.0,8.48,0.31,0.31,45.33,19.33,0.77,63480,2016-07-15 18:29:59.999999,2016-07-15 06:25:59.031345,2,5,8,8,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46039,6.1,0.07,0.29,207.0,69.16,393.0,8.19,0.62,0.32,34.88,10.73,1.13,63481,2016-07-15 18:29:59.999999,2016-07-15 06:25:59.263465,2,5,9,9,8,7,9,10,11,10,10,10,1,11,,bn,1.0,1
46040,5.6,0.24,0.56,392.0,63.7,356.0,10.38,0.79,0.28,35.82,12.34,1.19,63482,2016-07-15 18:29:59.999999,2016-07-15 06:25:59.469442,2,5,8,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46041,5.8,0.07,0.36,256.0,58.24,249.0,11.24,0.58,0.29,31.83,19.43,0.82,63483,2016-07-15 18:29:59.999999,2016-07-15 06:25:59.667172,2,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46042,6.2,0.11,0.36,256.0,61.88,289.0,12.31,0.95,0.31,39.11,7.55,0.87,63484,2016-07-15 18:29:59.999999,2016-07-15 06:25:59.877537,2,5,9,9,8,8,8,10,11,10,10,10,1,10,,bn,1.0,1
46043,5.9,0.03,0.39,275.0,54.6,215.0,8.28,0.58,0.33,40.12,13.67,0.78,63485,2016-07-15 18:29:59.999999,2016-07-15 06:26:00.177596,2,5,9,9,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46044,7.9,0.11,0.59,412.0,50.96,288.0,12.55,0.91,0.31,42.74,17.35,1.21,63486,2016-07-15 18:29:59.999999,2016-07-15 06:26:00.356658,4,5,8,8,8,8,8,10,11,10,10,10,1,10,,bn,1.0,1
46045,7.5,0.04,0.33,235.0,69.16,237.0,12.48,0.52,0.29,28.56,11.44,1.09,63487,2016-07-15 18:29:59.999999,2016-07-15 06:26:00.563643,3,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46046,5.8,0.09,0.47,322.0,65.52,306.0,8.28,0.39,0.3,25.92,13.56,0.72,63488,2016-07-15 18:29:59.999999,2016-07-15 06:26:00.775878,2,5,9,8,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46047,5.9,0.12,0.63,446.0,40.04,281.0,10.26,0.92,0.24,41.63,20.68,0.49,63489,2016-07-15 18:29:59.999999,2016-07-15 06:26:00.970905,2,5,8,8,9,8,8,10,11,10,10,10,1,10,,bn,1.0,1
46048,5.1,0.12,0.38,267.0,50.96,326.0,11.64,0.83,0.25,41.61,8.74,0.44,63490,2016-07-15 18:29:59.999999,2016-07-15 06:26:01.174812,1,5,9,9,8,8,8,10,11,10,10,10,1,11,,bn,1.0,1
46049,5.6,0.11,0.26,182.0,54.6,291.0,12.18,0.19,0.29,43.55,14.36,1.1,63491,2016-07-15 18:29:59.999999,2016-07-15 06:26:01.549692,2,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46050,5.1,0.18,0.59,412.0,45.5,266.0,8.329,0.32,0.3,45.7,12.45,1.0,63492,2016-07-15 18:29:59.999999,2016-07-15 06:26:01.828689,1,5,8,8,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46051,5.8,0.17,0.32,117.0,63.7,322.0,12.31,1.81,0.31,39.99,14.57,1.08,63493,2016-07-15 18:29:59.999999,2016-07-15 06:26:02.092537,2,5,9,9,8,8,8,10,11,10,10,10,1,10,,bn,1.0,1
46052,5.4,0.06,0.39,275.0,58.24,376.0,14.38,0.52,0.33,38.9,9.69,0.53,63494,2016-07-15 18:29:59.999999,2016-07-15 06:26:02.394046,1,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
46053,5.5,0.15,0.65,443.0,45.5,546.0,12.37,1.01,0.37,31.41,15.75,0.69,63495,2016-07-15 18:29:59.999999,2016-07-15 06:26:02.633393,1,5,8,8,8,7,8,10,10,10,10,10,1,10,,bn,1.0,1
46054,5.3,0.66,0.32,227.0,61.88,412.0,10.29,0.72,0.36,33.14,10.85,1.22,63496,2016-07-15 18:29:59.999999,2016-07-15 06:26:02.939783,1,5,9,9,8,7,8,10,10,10,10,10,1,11,,bn,1.0,1
46055,5.8,0.32,0.33,234.0,63.7,306.0,8.46,0.59,0.28,35.25,16.7,0.79,63497,2016-07-15 18:29:59.999999,2016-07-15 06:26:03.218276,2,5,9,9,8,8,9,11,11,10,10,10,1,11,,bn,1.0,1
46056,6.3,0.05,0.44,309.0,58.24,282.0,11.72,0.62,0.24,38.24,14.38,0.71,63498,2016-07-15 18:29:59.999999,2016-07-15 06:26:03.437201,2,5,9,8,8,8,8,10,11,10,10,10,1,11,,bn,1.0,1
46057,6.2,0.19,0.62,438.0,45.5,338.0,12.27,0.67,0.35,30.39,16.47,1.2,63499,2016-07-15 18:29:59.999999,2016-07-15 06:26:03.658361,2,5,8,8,8,8,8,10,11,10,10,10,1,11,,bn,1.0,1
46058,5.4,0.1,0.23,163.0,40.04,480.0,10.38,0.82,0.32,35.65,11.59,0.84,63500,2016-07-15 18:29:59.999999,2016-07-15 06:26:04.064357,1,5,9,9,9,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46059,6.0,0.18,0.32,227.0,50.96,439.0,8.18,0.93,0.29,40.2,15.48,0.8,63501,2016-07-15 18:29:59.999999,2016-07-15 06:26:04.267071,2,5,9,9,8,7,9,10,11,10,10,10,1,10,,bn,1.0,1
46060,5.2,0.1,0.44,309.0,47.32,346.0,12.28,0.48,0.31,41.28,20.82,1.12,63502,2016-07-15 18:29:59.999999,2016-07-15 06:26:04.474943,1,5,9,8,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46061,5.7,0.17,0.27,192.0,69.16,430.0,10.37,0.31,0.26,46.22,22.84,1.18,63503,2016-07-15 18:29:59.999999,2016-07-15 06:26:04.733002,2,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
46062,5.8,0.04,0.59,412.0,72.8,378.0,10.26,0.39,0.34,40.88,6.73,1.03,63504,2016-07-15 18:29:59.999999,2016-07-15 06:26:04.995797,2,5,8,8,8,7,8,11,11,10,10,10,1,11,,bn,1.0,1
46063,5.6,0.16,0.39,275.0,45.5,467.0,8.37,0.48,0.32,26.82,15.81,1.15,63505,2016-07-15 18:29:59.999999,2016-07-15 06:26:05.227333,2,5,9,9,8,7,9,11,11,10,10,10,1,11,,bn,1.0,1
46064,5.5,0.14,0.36,255.0,76.44,413.0,10.26,0.61,0.31,38.81,8.9,0.75,63506,2016-07-15 18:29:59.999999,2016-07-15 06:26:05.448940,1,5,9,9,8,7,8,10,11,10,10,10,1,11,,bn,1.0,1
46065,5.9,0.14,0.33,236.0,69.16,455.0,8.48,0.82,0.27,33.72,16.61,0.83,63507,2016-07-15 18:29:59.999999,2016-07-15 06:26:05.648361,2,5,9,9,8,7,9,10,11,10,10,10,1,11,,bn,1.0,1
46066,4.8,1.0,0.63,445.0,50.96,361.0,9.18,0.92,0.27,35.12,7.74,1.19,63508,2016-07-15 18:29:59.999999,2016-07-15 06:26:05.847370,1,5,8,8,8,7,9,10,11,10,10,10,1,10,,bn,1.0,1
46067,4.9,0.13,0.18,127.0,54.6,311.0,10.37,0.53,0.32,37.24,16.82,0.59,63509,2016-07-15 18:29:59.999999,2016-07-15 06:26:06.029358,1,5,9,9,8,8,8,11,11,10,10,10,1,11,,bn,1.0,1
46068,5.4,0.19,0.38,267.0,54.6,468.0,12.18,0.91,0.33,39.26,9.91,0.52,63510,2016-07-15 18:29:59.999999,2016-07-15 06:26:06.265961,1,5,9,9,8,7,8,10,11,10,10,10,1,10,,bn,1.0,1
46070,6.4,1.48,0.47,260.0,60.0,29.0,5.0,0.76,0.43,20.1,7.58,1.78,31488,2016-07-15 06:30:40.700281,2016-07-15 06:30:40.700281,2,6,9,9,8,9,9,10,10,10,10,10,1,11,,bn,1.0,5
46281,6.2,1.63,0.3,168.0,166.0,144.0,14.0,0.52,0.78,33.5,7.04,1.94,31599,2016-07-15 06:47:49.718555,2016-07-15 06:47:49.718555,2,6,9,9,7,9,8,11,10,10,10,10,1,11,,bn,1.0,5
46282,6.2,2.55,0.29,159.0,173.0,53.0,10.0,0.4,0.25,21.0,8.32,2.26,31600,2016-07-15 07:10:58.201661,2016-07-15 07:10:58.201661,2,6,9,9,7,9,8,11,11,10,10,10,1,11,,bn,1.0,5
46332,5.2,0.3,0.65,364.0,57.0,252.0,13.0,0.73,0.6,3.6,1.0,0.3,63720,2016-07-15 18:29:59.999999,2016-07-15 07:58:22.961948,1,5,8,8,8,8,8,10,10,11,10,10,1,11,,bn,1.0,4
46333,5.3,0.41,0.79,474.0,67.0,223.0,15.0,0.84,0.7,3.2,0.99,0.29,63721,2016-07-15 18:29:59.999999,2016-07-15 07:58:23.233479,1,5,7,7,8,8,7,10,10,11,11,10,1,11,,bn,1.0,4
46334,5.5,0.6,0.4,224.0,59.0,282.0,17.0,0.82,0.3,3.9,0.95,0.22,63722,2016-07-15 18:29:59.999999,2016-07-15 07:58:23.514494,1,5,9,9,8,8,7,10,11,11,11,10,1,11,,bn,1.0,4
46335,4.9,0.26,0.6,336.0,70.0,200.0,11.0,0.79,0.4,4.1,0.88,0.25,63723,2016-07-15 18:29:59.999999,2016-07-15 07:58:23.856840,1,5,8,8,8,8,8,10,10,11,11,10,1,11,,bn,1.0,4
46336,5.0,0.08,0.58,326.0,53.0,304.2,16.0,0.75,0.8,3.3,0.91,0.33,63724,2016-07-15 18:29:59.999999,2016-07-15 07:58:24.222055,1,5,8,8,8,8,7,10,10,11,11,10,1,11,,bn,1.0,4
46337,5.1,0.12,0.66,370.0,63.0,263.3,14.0,0.88,0.3,3.9,0.89,0.34,63725,2016-07-15 18:29:59.999999,2016-07-15 07:58:24.613391,1,5,8,8,8,8,8,10,11,11,11,10,1,10,,bn,1.0,4
46338,5.7,0.25,0.75,450.0,95.0,273.0,12.0,0.79,0.7,3.4,0.91,0.36,63726,2016-07-15 18:29:59.999999,2016-07-15 07:58:24.988039,2,5,7,7,7,8,8,10,10,11,11,10,1,11,,bn,1.0,4
46339,5.6,0.34,0.47,264.0,53.0,182.6,11.0,0.83,0.6,3.6,0.97,0.25,63727,2016-07-15 18:29:59.999999,2016-07-15 07:58:25.287910,2,5,9,9,8,9,8,10,10,11,11,10,1,11,,bn,1.0,4
46340,5.8,0.4,0.5,280.0,72.0,174.1,17.0,0.87,0.4,3.9,0.98,0.28,63728,2016-07-15 18:29:59.999999,2016-07-15 07:58:25.561120,2,5,8,8,8,9,7,10,10,11,11,10,1,10,,bn,1.0,4
46341,5.2,0.56,0.75,450.0,67.0,165.6,18.0,0.74,0.3,3.3,1.01,0.29,63729,2016-07-15 18:29:59.999999,2016-07-15 07:58:25.883675,1,5,7,7,8,9,7,10,11,11,10,10,1,11,,bn,1.0,4
46342,5.3,0.5,0.65,364.0,77.0,155.5,16.0,0.8,0.8,4.2,1.07,0.33,63730,2016-07-15 18:29:59.999999,2016-07-15 07:58:26.163077,1,5,8,8,8,9,7,10,10,11,10,10,1,11,,bn,1.0,4
46343,5.6,0.46,0.4,224.0,72.0,143.0,15.0,0.76,0.6,3.1,0.96,0.27,63731,2016-07-15 18:29:59.999999,2016-07-15 07:58:26.462085,2,5,9,9,8,9,7,10,10,11,11,10,1,11,,bn,1.0,4
46344,5.9,0.31,0.6,336.0,49.0,133.1,14.0,0.81,0.3,3.8,0.91,0.28,63732,2016-07-15 18:29:59.999999,2016-07-15 07:58:26.729103,2,5,8,8,8,9,8,10,11,11,11,10,1,11,,bn,1.0,4
46345,6.0,0.4,0.58,326.0,54.0,156.1,11.0,0.85,0.7,3.2,1.06,0.33,63733,2016-07-15 18:29:59.999999,2016-07-15 07:58:26.973506,2,5,8,8,8,9,8,10,10,11,10,10,1,11,,bn,1.0,4
46346,5.0,0.07,0.79,471.0,68.0,163.6,13.0,0.84,0.4,3.3,0.99,0.27,63734,2016-07-15 18:29:59.999999,2016-07-15 07:58:27.460962,1,5,7,7,8,9,8,10,10,11,11,10,1,11,,bn,1.0,4
46347,5.2,0.16,0.61,342.0,65.0,176.0,14.0,0.82,0.3,3.9,0.96,0.31,63735,2016-07-15 18:29:59.999999,2016-07-15 07:58:28.059131,1,5,8,8,8,9,8,10,11,11,11,10,1,11,,bn,1.0,4
46348,5.4,0.24,0.66,370.0,64.0,182.6,12.0,0.79,0.4,3.7,0.91,0.26,63736,2016-07-15 18:29:59.999999,2016-07-15 07:58:28.317571,1,5,8,8,8,9,8,10,10,11,11,10,1,11,,bn,1.0,4
46349,5.6,0.3,0.5,280.0,57.0,174.3,16.0,0.88,0.6,3.6,0.99,0.29,63737,2016-07-15 18:29:59.999999,2016-07-15 07:58:28.642792,2,5,8,8,8,9,7,10,10,11,11,10,1,10,,bn,1.0,4
46350,5.8,0.36,0.58,326.0,70.0,168.5,17.0,0.73,0.7,3.2,0.95,0.27,63738,2016-07-15 18:29:59.999999,2016-07-15 07:58:28.902032,2,5,8,8,8,9,7,10,10,11,11,10,1,11,,bn,1.0,4
46351,5.9,0.42,0.79,474.0,59.0,152.1,12.0,0.81,0.3,3.8,0.99,0.24,63739,2016-07-15 18:29:59.999999,2016-07-15 07:58:29.161767,2,5,7,7,8,9,8,10,11,11,11,10,1,11,,bn,1.0,4
46352,5.4,0.51,0.65,364.0,54.0,142.6,11.0,0.85,0.8,3.4,0.97,0.31,63740,2016-07-15 18:29:59.999999,2016-07-15 07:58:29.557160,1,5,8,8,8,9,8,10,10,11,11,10,1,11,,bn,1.0,4
