id,name,jl_number,block_id,created_at,updated_at
26054,Kshirkul,394,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26056,Palaboni,396,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26086,Mohanpur  (418),418,186,2015-11-04 18:36:21.000000,2015-11-04 18:36:21.000000
26088,Bamunmari,419,186,2015-11-04 18:36:21.000000,2015-11-04 18:36:21.000000
26089,Jabardanga,420,186,2015-11-04 18:36:21.000000,2015-11-04 18:36:21.000000
26658,Radhanagar,078,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26659,Nischindipur(079),079,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26660,Eakabpur,080,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26661,Shy ampur (81),081,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26662,Digha Anandapur,082,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26663,Alui,083,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26664,Kushman,084,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26665,Natuk Joykrishnapur,085,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26666,Harekrishnapur,086,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26667,Iswarpur,087,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26668,Harinageria,088,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26669,Mohanpur,089,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26670,Kharigeria,090,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26671,Srirampur (91),091,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26672,Kamargeria,092,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26673,Dantiara,093,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26674,Mohanchak,094,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26675,Belswar,095,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26676,Lachhipur,096,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26677,Chak Lachhipur,097,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26678,Chaksadi,098,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26679,Konarpur,099,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26680,Gholsai,100,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26681,Kishmat Kotalpur,101,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26682,Kotalpur,102,189,2015-11-04 18:36:30.000000,2015-11-04 18:36:30.000000
26683,Kshudra Monoharpur,103,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26684,Raghunathpur,104,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26685,Krishnaballavpur,105,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26686,Dewan chak(106),106,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26687,Jamira,107,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26688,Bhagirathpur,108,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26689,Chowka,109,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26690,Si mulia (110),110,189,2015-11-04 18:36:31.000000,2015-11-04 18:36:31.000000
26930,Radhaballavpur,001,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26931,Bigra Chandangeria,002,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26932,Gopal Hazra,003,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26933,Balarampur,004,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26934,Mugdari,005,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26935,Shyam Sundarpur Patna,006,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26936,Mysora,007,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26937,Purba Gurtala,008,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26938,Pashchim Gurtala,009,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26939,Kishorpur,010,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26940,Parulanka,011,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26941,Shyampur,012,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26942,Mahapur,013,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26943,Nachipur,014,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26944,Gobindanagar,015,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26945,Jagatpur,016,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26946,Rajsahar,017,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26947,Mohanpur,018,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26948,Fakir Bazar,019,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26949,Brindabanpur,020,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26950,Pashchim Bakulda,021,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26951,Dharanda,022,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26952,Patanda,023,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26953,Manglai Shyamballavpur,024,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26954,Birinchibarh Chak Paschim Itara,025,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26955,Teghori,026,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26956,Sahalajpur,027,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26957,Chak Gopal,028,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26958,Jashora,029,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26959,Purba Bakulda,030,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26960,Santrabasan,031,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26961,Baruipur,032,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26962,Uttar Moynadal,033,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26963,Pakurya,034,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26964,Tallytta,035,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26965,Nachipur,036,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26966,Kenduata,037,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26967,Malida,038,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26968,Harinarayanpur,039,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26969,Jiakhali,040,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26970,Uttar Panchberya,042,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26971,Keshapat,050,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26972,Hatisal,051,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26973,Dakshin Moynadal,052,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
26974,Gopimohanpur,053,191,2015-11-04 18:36:35.000000,2015-11-04 18:36:35.000000
27312,021,021,193,2015-11-04 18:36:40.000000,2015-11-04 18:36:40.000000
27342,Soadighi,061,193,2015-11-04 18:36:41.000000,2015-11-04 18:36:41.000000
27559,Deuli,229,195,2015-11-04 18:36:45.000000,2015-11-04 18:36:45.000000
27968,Nar,039,202,2015-11-04 18:36:53.000000,2015-11-04 18:36:53.000000
29630,Kismat Bathuari,242,213,2015-11-04 18:37:24.000000,2015-11-04 18:37:24.000000
29631,Bar Bathuari,243,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29632,Bathuari,244,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29633,Chhota Rasulpur,246,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29634,Sahapur,247,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29635,Sanbheri,248,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29636,Nimakbarh,249,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29637,Uttar Tajpur,250,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29638,Chhota Nalgeria,251,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29639,Baranalgeria,252,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29640,Rasulpur Dakshinbarh,253,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29641,Madhab Sankibarh,254,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29642,Jinandapur,255,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29643,Uttar Dulalpur,256,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29644,Bachhipur,257,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29645,Motaghat,258,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29646,Basudevpur,259,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29647,Maharampur,260,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29648,Atbati,261,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29649,Naskarpur,262,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29650,Ganeswarpur,263,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29651,Pachhim Mahespur,264,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29652,Chirulia,265,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29653,Shyamharibarh,266,213,2015-11-04 18:37:25.000000,2015-11-04 18:37:25.000000
29804,Kashafaltalya,021,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29805,Gobindapur,022,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29806,Hamirpur,023,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29807,Baranga,024,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29808,Chakghuli,025,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29809,Bheribaranga,026,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29810,Jagadishpur,027,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29811,Kankaneshwar,110,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29812,Kanwa,111,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29813,Mandar,112,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29814,Paldhui,115,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29815,Raghunathpur,116,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29816,Kanpur,118,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29817,Talkanpur,119,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29818,Sabitrapur,120,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29819,Madhabpur,121,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29820,Nasirpur,122,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29821,Gaurangabarh,123,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29822,Shikharbarh,124,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29823,Dayanidhibarh,125,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29824,Akulbad,126,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29825,Jagadish Paschimbarh,127,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29826,Depal Shashanbar,128,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29827,Ranichak,129,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29828,Depal,130,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29829,Kanjia,131,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29830,Ariapadmapur,132,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29831,Nayashyampur,133,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29832,Kadua,134,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29833,Dharas,135,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29834,Manikabasan,136,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29835,Malancha,137,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29836,Kala Punja,138,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29837,Chattapadmapur,139,214,2015-11-04 18:37:28.000000,2015-11-04 18:37:28.000000
29838,Sonakania,140,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29839,Demuriapaikbarh,141,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29840,Demuriya,142,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29841,Paikbarh,143,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29842,Kathmundi,144,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29843,Maitana Paikbarh,145,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29844,Mandarpur,146,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29845,Khojabarh,147,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29846,Mahammadpur,148,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29847,Balipukuria,149,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29848,Nij Maitana,150,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29849,Senapatibarh,151,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29850,Baksispur,152,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29851,Uttar Maithuna,153,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29852,Dandabelbani,154,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29853,Lalpur,155,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29854,Sonamui,156,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29855,Bhuniyajibarh,157,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29856,Dakshin Maitana,158,214,2015-11-04 18:37:29.000000,2015-11-04 18:37:29.000000
29942,Khidirpur,001,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29943,Halalpur,002,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29944,Mahala,003,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29945,Char Kudla,004,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29946,Char Kushadanga,005,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29947,Par Katalia,006,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29948,Bhabta,007,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29949,Shankarpara,008,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29950,Gangapur,009,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29951,Binkar,010,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29952,Mahishasthli,011,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29953,Gopinathpur,012,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29954,Goyalpara,013,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29955,Pulinda,014,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29956,Nawda,015,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29957,Sahapur,016,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29958,Ratanpur,017,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29959,Betberia,018,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29960,Kheyali,019,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29961,Bil Bhandardah,020,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29962,Paluighata,021,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29963,Jafarabad,022,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29964,Sattarpur,023,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29965,Chaitanyapur,024,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29966,Kaharpara,025,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29967,Bhadur,026,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29968,Daluya,027,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29969,Rameswarpur,028,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29970,Nalkunda,029,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29971,Bhabtakharida,030,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29972,Maheshpur,031,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29973,Ratangopbati,032,217,2015-11-04 18:37:30.000000,2015-11-04 18:37:30.000000
29974,Sujapur,033,217,2015-11-04 18:37:31.000000,2015-11-04 18:37:31.000000
29975,Radhaballabhpur,034,217,2015-11-04 18:37:31.000000,2015-11-04 18:37:31.000000
29976,Banmalipur,035,217,2015-11-04 18:37:31.000000,2015-11-04 18:37:31.000000
32184,Baliaghati,004,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32185,Sankarpur,005,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32186,Baje Gajipur,006,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32187,Gajipur,007,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32188,Faridpur,008,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32189,Nejampur,009,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32190,Kadamtala,010,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32191,Maheshail,011,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32192,Amuha,012,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32193,Ekatia,013,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32194,Hajipur,014,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32195,Lokaipur,015,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32196,Amdol,016,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32197,Basantapur,044,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32198,Kishorpur,045,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32199,Bamuha,046,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32200,Bhairabpur,047,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32201,Prasadpur,048,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32202,Parulia,049,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32203,Bhabki,050,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32204,Kayadanga,051,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32205,Mahendrapur,052,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32206,Hapania,053,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32207,Manikpur,054,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32208,Madhupur,055,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32209,Dafahat,056,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32210,Jagtai,057,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32211,Debipur,058,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32212,Ichlipara,059,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32213,Raiyapur,060,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32214,Pashchim Laxminagar,061,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32215,Shyampur,062,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32216,Pashim Purapara,063,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32217,Pashim Raghunathapur,064,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32218,Pashim Chaipara,067,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32219,Chakpurapara,068,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32220,Islampur,069,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32221,Chakmeghuyan,070,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32222,Shyampur,071,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32223,Panka,072,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32224,Narayanpur,073,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32225,Kankramari,076,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32226,Laxmipur,077,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32227,Khidirpur,078,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32228,Khanpur,079,242,2015-11-04 18:38:08.000000,2015-11-04 18:38:08.000000
32352,Bala Garichar,002,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32353,Uttar Ghugiya,003,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32354,Ghugia,004,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32355,Ishan Nagar,005,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32356,Chandrapur,006,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32357,Mahanala,007,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32358,Huda,008,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32359,Cheutiya,009,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32360,Mashra,010,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32361,Dhanicha,011,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32362,Tatla,012,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32363,Palagachha,013,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32364,Pumliya,014,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32365,Kamalpur,015,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32366,Itapukur,016,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32367,Jagadishpur,017,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32368,Sarmastapur,018,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32369,Chhatimtala,019,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32370,Lalpur,020,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32371,Baliadanga,021,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32372,Kanthalpuli,022,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32373,Uttar Ghoshpara,023,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32374,Jashara,024,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32375,Rani Nagar,025,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32376,Durlavpur,026,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32377,Charjirat,027,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32378,Nawdadurgapur,028,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32379,Hamidpur,029,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32380,Khosbas Mahalla,030,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32381,Jaykrishnapur,031,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32382,Kajipara,032,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32383,Brajerbati,033,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32384,Uttar Bhabanipur,034,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32385,Palpara,035,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32386,Manasapota,036,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32387,Malichagar,037,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32388,Chanduria,038,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32389,Priyanagar,039,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32390,Chaktarinipur,040,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32391,Sikarpur,041,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32392,Alaipur,042,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32393,Iswaripur,043,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32394,Tarinipur,044,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32395,Kalipur,045,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32396,Durgapur,047,244,2015-11-04 18:38:11.000000,2015-11-04 18:38:11.000000
32397,Gangamonoharpur,048,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32398,Sarati,049,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32399,Umapur,050,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32400,Muratipur,051,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32401,Birpara,052,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32402,Char Jadubati,053,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32403,Majherchar,054,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32404,Charnandanbati,055,244,2015-11-04 18:38:12.000000,2015-11-04 18:38:12.000000
32530,Nausaraichar,192,244,2015-11-04 18:38:13.000000,2015-11-04 18:38:13.000000
32532,Charjajira,194,244,2015-11-04 18:38:13.000000,2015-11-04 18:38:13.000000
32647,Gobindapur,033,246,2015-11-04 18:38:15.000000,2015-11-04 18:38:15.000000
33346,Sudhakarpur,062,255,2015-11-04 18:38:27.000000,2015-11-04 18:38:27.000000
