id,name,jl_number,block_id,created_at,updated_at
18549,Raghunathpur,032,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18550,Biriberia,033,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18551,Deulghatra,034,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18552,Khandarpara,035,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18553,Gobrashol,036,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18554,Baisbtia,037,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18555,Bachhur Khoand,038,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18556,Kiajaria,039,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18557,Rukhanimara,040,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18558,Darkhuli,041,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18559,Narda,042,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18560,Ataldiha,043,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18561,Bhalukgajri,044,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18562,Garurghata,045,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18563,Pukhuriya,046,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18564,Upar Bankinala,047,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18565,Nichubankinala,048,164,2015-11-04 18:33:48.000000,2015-11-04 18:33:48.000000
18828,Panishol,015,165,2015-11-04 18:33:52.000000,2015-11-04 18:33:52.000000
18829,Maubhandar,016,165,2015-11-04 18:33:52.000000,2015-11-04 18:33:52.000000
18830,Fuladihi,017,165,2015-11-04 18:33:53.000000,2015-11-04 18:33:53.000000
18831,Nekragudri,018,165,2015-11-04 18:33:53.000000,2015-11-04 18:33:53.000000
20895,Gopinathapur,932,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20896,Anandapur,933,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20897,Chhoto Jibanpur,934,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20898,Fuljharia,935,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20899,Radhamohnpur,936,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20900,Siyarketya,937,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20901,Kisamat Gopinathapur,938,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20902,Hatilodh,939,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20903,Shibapur,940,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20904,Tilabandh,941,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20905,Chuasuli,942,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20906,Kushoboni,943,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20907,Nalboni,944,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20908,Purba Harda,945,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20909,Amlaboni 2nd Khanda,946,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20910,Andharia,947,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20911,Amlaboni 3rd Khanda,948,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20912,Chenggadubi,949,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20913,Khoyerboni-(950),950,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20914,Bonkati,951,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20915,Bonkata,952,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
20916,Chhotodhabani,953,170,2015-11-04 18:34:32.000000,2015-11-04 18:34:32.000000
21479,Sundraband,061,172,2015-11-04 18:34:42.000000,2015-11-04 18:34:42.000000
21711,Junabalida batitaki,412,173,2015-11-04 18:34:47.000000,2015-11-04 18:34:47.000000
22177,Bantata,200,175,2015-11-04 18:34:57.000000,2015-11-04 18:34:57.000000
22178,Champinagar,201,175,2015-11-04 18:34:57.000000,2015-11-04 18:34:57.000000
22179,Jalharisankarkara,202,175,2015-11-04 18:34:57.000000,2015-11-04 18:34:57.000000
22180,Gangajamuna,204,175,2015-11-04 18:34:57.000000,2015-11-04 18:34:57.000000
22181,Sarisha,205,175,2015-11-04 18:34:57.000000,2015-11-04 18:34:57.000000
22182,Bikalmunda,206,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22183,Durgapur,207,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22184,Balipat,208,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22185,Pariyachak,209,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22186,Indraswarpur,210,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22187,Uinandan,211,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22188,Bhumjanpatli-(212),212,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22189,Patlipatna-(213),213,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22190,Chaneswar pur,214,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22191,Aharmunda,215,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22192,Ratanpur,216,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22193,Tileswar,217,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22194,Khosali,218,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22195,Janagerya,219,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22196,Mudabani,220,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22197,Jamuna,221,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22198,Andharshura,222,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22199,Fulgeriya(223),223,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22200,Binai,224,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22201,Belti,225,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22202,Sitli,226,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22203,Murakata,227,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22204,Tala (Jl-228),228,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22205,Fulgeriya(229),229,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22206,Kantrakhali,230,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22207,Asanabani,231,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22208,Sunka,232,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22209,Daharpur,233,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22222,Ela,246,175,2015-11-04 18:34:58.000000,2015-11-04 18:34:58.000000
22293,Metal,282,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22295,Dibrapanda,283,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22297,Kotalchak,284,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22299,Kashmuli,285,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22300,Kashipur,286,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22302,Paniara,287,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22304,Bimbaltitiya,288,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22307,Gokulpur,289,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
22309,Naljhara,290,175,2015-11-04 18:35:00.000000,2015-11-04 18:35:00.000000
23225,Sangar Batitaki,107,179,2015-11-04 18:35:19.000000,2015-11-04 18:35:19.000000
25429,Khasjangal,468,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25430,Godapiashal,469,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25431,Patharajuri,470,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25432,Durgadaspur,471,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25433,Rana,472,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25434,Benucha,473,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25435,Jamdargarh,474,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25436,Kulapachhuriya,475,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25437,Guraipatna,476,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25438,Saraswatipur,477,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25439,Mangalmari,478,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25440,Mohisamuri,479,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25441,Dalkati,480,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25442,Shibakata,481,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25443,Dalkata,482,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25444,KakSole,483,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25445,Shoula,484,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25446,Nekraghai,485,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25447,Chholabari,486,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25448,lalgarh,487,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25449,Hemanta Sinher Kala,488,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25450,Dudakhali,489,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25451,Birkarh,490,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25452,DUBAGERA,491,185,2015-11-04 18:36:07.000000,2015-11-04 18:36:07.000000
25453,Khandideuli,492,185,2015-11-04 18:36:08.000000,2015-11-04 18:36:08.000000
25454,Kamarmuri,493,185,2015-11-04 18:36:08.000000,2015-11-04 18:36:08.000000
25455,Chaita,494,185,2015-11-04 18:36:08.000000,2015-11-04 18:36:08.000000
25456,Kulbera,495,185,2015-11-04 18:36:08.000000,2015-11-04 18:36:08.000000
25541,Akmura,029,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25543,Maipur,030,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25545,Gararbaga,031,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25546,Paltagarh,032,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25548,Kaktabahadur Nagar,033,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25550,Shyamchandpur,034,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25553,Sholdiha,035,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25554,Nayagram,036,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25557,Tushakhali,037,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25559,Dharashol,038,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25561,Jampal,039,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25563,Dogerya,040,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25565,Madhapur,041,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25567,Saiyadbali,042,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25569,Taltala,043,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25571,Kheduyabali,044,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25572,Bagdani,046,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25574,Tilahari,047,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25577,Sahaspur,048,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25579,Agar,049,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25581,Sekuyashol,050,186,2015-11-04 18:36:10.000000,2015-11-04 18:36:10.000000
25583,Bhalukashol,051,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25585,Aymamohanpur,052,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25587,Fajilchak,053,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25589,Nimkola,054,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25591,Pebuya,055,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25593,Dalang,056,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25595,Chandipur,057,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25596,Darkhola     (58),058,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25598,Ralapat,059,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25600,Udaypur,060,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25602,Jaypur,061,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25604,Indkuri,062,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25607,Gararra,063,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25609,Bazarangra,064,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25611,Junapada,065,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25613,Chandabila -66,066,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25615,Dotal,067,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25617,Kharakdiha,068,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25619,Paniteghari,069,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25620,Murari,070,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25622,Shirishboni,071,186,2015-11-04 18:36:11.000000,2015-11-04 18:36:11.000000
25625,Kotai,072,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25627,Kalinagar,073,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25629,Dudhiyabandi,074,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25631,GOBARDHA,075,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25633,Ghoshkhira,076,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25635,Ghughudanga,077,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25637,Amlaboni,078,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25639,Kharpuri,079,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25641,Dhamsai-80,080,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25642,Kanashol,081,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25644,Dara,082,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25647,Pachra,084,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25648,Singpur,085,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25651,Gobindapur  (86),086,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25653,Kuorer Ayma,087,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25655,Umabatipur,088,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25657,Bhatuigerya,089,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25659,Mohanpur  (90),090,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25661,Tatarpur,091,186,2015-11-04 18:36:12.000000,2015-11-04 18:36:12.000000
25663,Bilatkuli,092,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25664,Garhsenapota,093,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25666,Birhimbar,096,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25668,Suratganj,097,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25670,Golaugrasanda,098,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25671,Ghodadauda,099,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25673,Miradangga,100,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25674,Memuya,102,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25677,Begunbari,103,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25679,Kharsu,104,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25681,Gopalgara,105,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25683,Laltehari,106,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25685,Mohanpur,107,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25687,Kalipur,108,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25689,Mangalpur,109,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25691,Chandipur   (110),110,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25693,BarRajagram,111,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25695,Rajagram,112,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25697,kharigerya  (113),113,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25698,Palashtorya,114,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25700,Ratanpur,115,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25703,Panchghara,116,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25704,Kukhachak,117,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25706,Dakshinbaharat,119,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25709,Chakamanggalpur,120,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25711,Kuntidanga,121,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25713,Bramhangram,122,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25715,Deulgerya,123,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25717,Mirjai,124,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25719,Amanpur,125,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25721,Krishnanagar,126,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25723,Tentulia,127,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25725,Baraiboni,128,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25726,Teghara,129,186,2015-11-04 18:36:13.000000,2015-11-04 18:36:13.000000
25728,Lopara,130,186,2015-11-04 18:36:14.000000,2015-11-04 18:36:14.000000
25730,Jadubarh,131,186,2015-11-04 18:36:14.000000,2015-11-04 18:36:14.000000
25733,Tukuriapat,132,186,2015-11-04 18:36:14.000000,2015-11-04 18:36:14.000000
25735,Kedarpur,133,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25737,Jadupur,134,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25739,Lakhapat,135,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25741,Khadika,136,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25743,Asakanda,137,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25745,Hansuya,138,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25747,Korudiya,139,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25749,Panchkhuri,140,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25750,Buryapat,141,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25752,Gohariya,142,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25755,Satdubi,143,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25757,Lakhuniya,144,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25758,Bhutgerya,145,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25761,Tathuya,146,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25763,Bahadurpatna,147,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25765,Uttarpiasala,148,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25767,Madhyapiasala,149,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25769,Dakshinpiashala,150,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25771,Eluni[151],151,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25773,Darkhola (152),152,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25775,Shyamchak,153,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25777,Gamarkuda,154,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25778,Bishnuchak,155,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25780,Jaytorh,156,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25783,Chakabrahman Gram,157,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25785,Khetua,158,186,2015-11-04 18:36:15.000000,2015-11-04 18:36:15.000000
25787,Basudebpur(159),159,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25789,Kalaberya,160,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25791,Kota,161,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25793,Gardri,162,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25794,Belerya-163,163,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25795,Shashaboni,164,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25796,Chitka,165,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25798,Mohaboni,166,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25800,Uttarshirsha,170,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25802,Sirsha,171,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25804,Emuya,172,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25805,Jamboni   (173),173,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25806,Jheta Jamboni,174,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25807,Sankuya,175,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25808,Bahirsanda,176,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25809,Nanna,178,186,2015-11-04 18:36:16.000000,2015-11-04 18:36:16.000000
25867,Habirchak,228,186,2015-11-04 18:36:17.000000,2015-11-04 18:36:17.000000
25868,Markha,229,186,2015-11-04 18:36:17.000000,2015-11-04 18:36:17.000000
25977,Mugbasan,346,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25978,Kuchiara,347,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25979,Benuya,348,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25980,Barbariya,349,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25981,Puranberya,350,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25982,Chak Puranberya,351,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25983,Imadchak,352,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25984,Khorda-radhaballavpur    353,353,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25985,Harina   (354),354,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25986,Kulbahara,355,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25988,Pidrashol,357,186,2015-11-04 18:36:19.000000,2015-11-04 18:36:19.000000
25990,Duryaradhaballavpur,358,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
25992,Radhaballabhapur,359,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
25993,Jagannathpurayma,360,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
25995,Kismat Jagannathpur,361,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
25998,Baldebkhamar,362,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26000,Jagannathapur,363,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26002,Bhashadah,364,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26004,Kamarbandhi,365,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26006,Koranggapota,366,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26008,Bibekpur,368,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26010,Bhagirathbarh(369),369,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26012,Lauriya,370,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26014,Sangrambarh,371,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26016,Basantabarh,372,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26017,Ganganarayanbarh,373,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26019,Gamariya,374,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26021,Jhatiara,375,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26024,Ranpara,376,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26025,Lepsya,377,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26028,Anandapur,378,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26030,Gopalnagar,379,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26032,Ganta,380,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26034,Teghari                  381,381,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26036,Majura,382,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26038,Kashidanga,384,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26040,Chandabila   -385,385,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26042,Mantaboni,386,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26044,Dhak Kata,387,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26045,Astakola,388,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26047,Talchara,389,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26050,Pukurkona,391,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
26052,Ramakata,392,186,2015-11-04 18:36:20.000000,2015-11-04 18:36:20.000000
