0,1,2,3,4,5
4171,ADDA BLOCK-64,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4172,Bidhan Nagar (Sec-2B)_RN Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4173,ADDA BLOCK-65,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4174,Bidhan Nagar (Sec-2B)_RB Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4175,Fatepur,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4176,Sankrai,110,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4177,Channa,111,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4178,ADDA BLOCK-67,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4179,Bidhan Nagar (Sec-2B)_RC Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4180,Hitta,112,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4181,Bidhan Nagar (Sec-2B)_RD Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4182,ADDA BLOCK-68,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4183,Kishorkona,113,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4184,Bidhan Nagar (Sec-2B)_RF Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4185,ADDA BLOCK-69,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4186,Bidhan Nagar (Sec-2B)_RN Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4187,ADDA BLOCK-70,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4188,Satinandi,114,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4189,ADDA BLOCK-71,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4190,Kurmuna,115,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4191,Bidhan Nagar (Sec-2B)_EN Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4192,ADDA BLOCK-72,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4193,Chandanpur,116,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4194,Bidhan Nagar (Sec-2B)_GN Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4195,Bidhan Nagar (Sec-2B)_Bulk (cop),000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4196,ADDA BLOCK-73,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4197,Belgram,117,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4198,Sanknara,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4199,Sasanga,118,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4200,Bidhan Nagar (Sec-2C)_A Resi,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4201,ADDA BLOCK-74,000,23,2015-11-04 18:29:32,2015-11-04 18:29:32
4202,Sanko,119,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4203,ADDA BLOCK-75,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4204,Bidhan Nagar (Sec-2C)_B Resi,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4205,Bidhan Nagar (Sec-2C)_C Resi,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4206,Mohanpur,120,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4207,ADDA BLOCK-76,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4208,Ghoshkamalpur,121,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4209,Bidhan Nagar (Sec-2C)_AS Resi,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4210,Bidhan Nagar (Sec-2C)_Bulk Comm.,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4211,Ketna,122,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4212,North of J.L. Avenue at Phuljhore,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4213,ADDA BLOCK-77,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4214,Jujuti,123,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4215,North of J.L. Avenue at Phuljhore(ORA)_Resi,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4216,ADDA BLOCK-78,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4217,North of J.L. Avenue at Phuljhore(ORB)_Resi,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4218,ADDA BLOCK-79,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4219,North of J.L. Ave.at Phuljhore(OCA)_Resi & comm.,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4220,ADDA BLOCK-80,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4221,North of J.L. Ave.at Phuljhore(OCB)_Resi & comm.,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4222,ADDA BLOCK-81,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4223,North of J.L. Ave.at Phuljhore(OCC)_Resi & comm.,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4224,ADDA BLOCK-82,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4225,North of J.L. Ave.at Phuljhore(OCD)_Resi & comm.,000,23,2015-11-04 18:29:33,2015-11-04 18:29:33
4226,ADDA BLOCK-83,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4227,ADDA BLOCK-84,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4228,North of J.L. Ave.at Phuljhore(Bulk)_Resi,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4229,ADDA BLOCK-85,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4230,North of J.L. Ave.at Phuljhore(Bulk)_comm.,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4231,ADDA BLOCK-86,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4232,ADDA BLOCK-87,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4233,ADDA BLOCK-88,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4234,ADDA BLOCK-89,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4235,ADDA BLOCK-90,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4236,ADDA BLOCK-91,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4237,ADDA BLOCK-92,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4238,ADDA BLOCK-93,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4239,ADDA BLOCK-94,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4240,ADDA BLOCK-95,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4241,ADDA BLOCK-96,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4242,ADDA BLOCK-97,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4243,ADDA BLOCK-98,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4244,ADDA BLOCK-99,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4245,ADDA BLOCK-100,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4246,Sahalal,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4247,Kanaichatra,048,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4248,ADDA BLOCK-101,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4249,ADDA BLOCK-102,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4250,Belar,049,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4251,ADDA BLOCK-103,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4252,Bhurkunda,050,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4253,Darbeshpur,051,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4254,ADDA BLOCK-104,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4255,ADDA BLOCK-105,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4256,Sundarpur,052,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4257,Chak Fakirpur,053,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4258,ADDA BLOCK-106,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4259,ADDA BLOCK-107,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4260,Bajekumarpur,054,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4261,Serpur,055,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4262,ADDA BLOCK-108,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4263,Guagora,056,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4264,ADDA BLOCK-109,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4265,ADDA BLOCK-110,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4266,Chakmustafa,057,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4267,ADDA BLOCK-111,000,23,2015-11-04 18:29:34,2015-11-04 18:29:34
4268,Bhadiyara,058,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4269,Painta,059,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4270,ADDA BLOCK-112,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4271,ADDA BLOCK-113,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4272,Sandhipur,060,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4273,ADDA BLOCK-114,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4274,Chak  Bhura,061,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4275,Brahmandanga,062,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4276,ADDA BLOCK-115,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4277,Durgabati,063,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4278,ADDA BLOCK-116,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4279,Kaity,064,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4280,ADDA BLOCK-117,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4281,ADDA BLOCK-118,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4282,Borojpota,065,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4283,ADDA BLOCK-119,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4284,Kurchigaria,066,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4285,ADDA BLOCK-120,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4286,Chhotobainan,067,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4287,Momrejpur,068,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4288,ADDA BLOCK-121,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4289,Dakshinmohanpur,069,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4290,ADDA BLOCK-122,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4291,Benodpur,070,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4292,ADDA BLOCK-123,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4293,ADDA BLOCK-124,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4294,Chottofakirpur,071,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4295,ADDA BLOCK-125,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4296,Pahalanpur,072,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4297,Rupsara,073,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4298,ADDA BLOCK-126,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4299,ADDA BLOCK-127,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4300,Kamarhati,074,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4301,ADDA BLOCK-128,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4302,Akhina,075,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4303,ADDA BLOCK-129,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4304,Chatadighi,076,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4305,ADDA BLOCK-130,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4306,Dakshin Gopalpur,077,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4307,Noley,078,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4308,ADDA BLOCK-131,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4309,Bhanjopur,079,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4310,ADDA BLOCK-132,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4311,ADDA BLOCK-133,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4312,Jotraghab,080,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4313,ADDA BLOCK-134,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4314,ChakBasantabati,081,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4315,ADDA BLOCK-135,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4316,Arui,082,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4317,Alampur,083,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4318,ADDA BLOCK-136,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4319,ADDA BLOCK-137,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4320,Madhabdihi,084,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4321,ADDA BLOCK-138,000,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4322,Lohai,085,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4323,Kongarpur,086,23,2015-11-04 18:29:35,2015-11-04 18:29:35
4324,ADDA BLOCK-139,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4325,Pasanda,087,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4326,ADDA BLOCK-140,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4327,Barpur,088,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4328,ADDA BLOCK-141,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4329,Birpur,089,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4330,ADDA BLOCK-142,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4331,ADDA BLOCK-143,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4332,Dighura,090,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4333,ADDA BLOCK-144,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4334,Nilut,091,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4335,Chabukpur,092,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4336,ADDA BLOCK-145,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4337,ADDA BLOCK-146,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4338,Kamargoria,093,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4339,Subaldah,094,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4340,ADDA BLOCK-147,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4341,Barobainan,095,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4342,ADDA BLOCK-148,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4343,Baidyapur,096,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4344,ADDA BLOCK-149,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4345,Jashapur,097,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4346,ADDA BLOCK-150,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4347,Barati,098,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4348,ADDA BLOCK-151,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4349,Nijampur,099,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4350,ADDA BLOCK-152,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4351,ADDA BLOCK-153,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4352,Daminya,100,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4353,ADDA BLOCK-154,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4354,Tailara,101,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4355,Gotan,102,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4356,ADDA BLOCK-155,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4357,Bataspur,103,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4358,ADDA BLOCK-156,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4359,Chaknarasinghapur,104,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4360,ADDA BLOCK-157,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4361,Singerpur,105,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4362,ADDA BLOCK-158,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4363,Narasinghapur,106,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4364,ADDA BLOCK-159,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4365,ADDA BLOCK-160,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4366,Atapur,107,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4367,ADDA BLOCK-161,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4368,Kot  Shimul,108,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4369,ADDA BLOCK-162,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4370,ADDA BLOCK-163,000,23,2015-11-04 18:29:36,2015-11-04 18:29:36
4371,ADDA BLOCK-164,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4372,ADDA BLOCK-165,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4373,ADDA BLOCK-167,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4374,ADDA BLOCK-166,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4375,ADDA BLOCK-168,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4376,ADDA BLOCK-169,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4377,ADDA BLOCK-170,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4378,ADDA BLOCK-171,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4379,ADDA BLOCK-172,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4380,ADDA BLOCK-173,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4381,ADDA BLOCK-174,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4382,ADDA BLOCK-175,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4383,ADDA BLOCK-176,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4384,ADDA BLOCK-177,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4385,ADDA BLOCK-178,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4386,ADDA BLOCK-179,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4387,ADDA BLOCK-180,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4388,ADDA BLOCK-181,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4389,ADDA BLOCK-182,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4390,ADDA BLOCK-183,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4391,ADDA BLOCK-184,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4392,ADDA BLOCK-185,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4393,ADDA BLOCK-186,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4394,ADDA BLOCK-187,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4395,ADDA BLOCK-188,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4396,ADDA BLOCK-189,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4397,ADDA BLOCK-190,000,23,2015-11-04 18:29:37,2015-11-04 18:29:37
4398,ADDA BLOCK-191,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4399,ADDA BLOCK-192,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4400,ADDA BLOCK-193,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4401,ADDA BLOCK-194,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4402,ADDA BLOCK-195,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4403,ADDA BLOCK-196,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4404,ADDA BLOCK-197,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4405,ADDA BLOCK-198,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4406,ADDA BLOCK-199,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4407,ADDA BLOCK-200,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4408,KRHE BLOCK-1,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4409,KRHE BLOCK-2,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4410,KRHE BLOCK-3,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4411,KRHE BLOCK-4,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4412,KRHE BLOCK-5,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4413,KRHE BLOCK-6,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4414,KRHE BLOCK-7,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4415,KRHE BLOCK-8,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4416,KRHE BLOCK-9,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4417,KRHE BLOCK-10,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4418,KRHE BLOCK-11,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4419,KRHE BLOCK-12,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4420,KRHE BLOCK-13,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4421,KRHE BLOCK-14,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4422,KRHE BLOCK-15,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4423,KRHE BLOCK-16,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4424,KRHE BLOCK-17,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4425,KRHE BLOCK-18,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4426,KRHE BLOCK -19,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4427,KRHE BLOCK-20,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4428,KRHE BLOCK-21,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4429,KRHE BLOCK-22,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4430,KRHE BLOCK-23,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4431,KRHE BLOCK-24,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4432,KRHE BLOCK-25,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4433,KRHE BLOCK-26,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4434,KRHE BLOCK-27,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4435,KRHE BLOCK-28,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4436,KRHE BLOCK-29,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4437,KRHE BLOCK-30,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4438,W. B. H. B. City Centre L. I. G.,330,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4439,W. B. H. B. City Centre M. I. G. 1,331,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4440,KRHE BLOCK-31,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4441,W. B. H. B. City Centre M. I. G. 2,332,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4442,KRHE BLOCK-32,000,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4443,W. B. H. B. City Centre H. I. G. ,333,23,2015-11-04 18:29:38,2015-11-04 18:29:38
4444,KRHE BLOCK-33,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4445,W. B. H. B. Bidban Nagar L. I. G. ,334,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4446,KRHE BLOCK-34,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4447,KRHE BLOCK-35,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4448,W. B. H. B. Bidban Nagar L. I. G. ,335,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4449,W. B. H. B. Bidban Nagar M. I. G. 1,336,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4450,KRHE BLOCK-36,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4451,KRHE BLOCK-37,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4452,W. B. H. B. Bidban Nagar M. I. G. 2,337,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4453,KRHE BLOCK-38,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4454,W. B. H. B. Bidban Nagar H. I. G. ,338,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4455,KRHE BLOCK-39,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4456,KRHE BLOCK-40,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4457,KRHE BLOCK-41,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4458,KRHE BLOCK-42,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4459,KRHE BLOCK-43,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4460,KRHE BLOCK-44,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4461,KRHE BLOCK-45,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4462,KRHE BLOCK-46,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4463,KRHE BLOCK-47,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4464,KRHE BLOCK-48,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4465,KRHE BLOCK-49,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4466,Bidhan Nagar ( Sec-2 A)_ D K,350,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4467,KRHE BLOCK-50,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4468,Bidhan Nagar ( Sec-2 B)_ R A,351,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4469,KRHE BLOCK-51,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4470,Bidhan Nagar ( Sec-2 B)_ K,352,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4471,KRHE BLOCK-52,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4472,Bidhan Nagar ( Sec-2 B)_ D N,353,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4473,KRHE BLOCK-53,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4474,Bidhan Nagar ( Sec-2 B)_ C S,354,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4475,KRHE BLOCK-54,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4476,Bidhan Nagar Zonal Market Sec 1 B,355,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4477,KRHE BLOCK-55,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4478,Bidhan Nagar ( Sec-1 A) Commercial,356,23,2015-11-04 18:29:39,2015-11-04 18:29:39
4479,KRHE BLOCK-56,000,23,2015-11-04 18:29:39,2015-11-04 18:29:39
