0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
4611,10152,1232.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.5,0.04,0.63,447,50.4,370,12.57,0.55,0.28,38.18,18.89,0.92,10-26-26,True,10027062020,2016-06-28 13:40:44.193289,2016-06-28 13:40:44.551464
4612,10153,1233.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.04,0.41,287,54.0,392,10.64,0.71,0.31,40.24,7.97,0.81,10-26-26,True,10027156013,2016-06-28 13:40:44.864089,2016-06-28 13:40:45.115461
4613,10154,1234.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.8,0.07,0.35,248,64.8,327,8.47,0.72,0.27,46.23,11.47,1.07,10-26-26,True,10027062021,2016-06-28 13:40:45.357100,2016-06-28 13:40:45.641412
4614,10155,1235.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,6.0,0.09,0.36,256,39.6,347,10.91,0.84,0.24,36.22,16.59,1.12,10-26-26,True,10027156014,2016-06-28 13:40:45.924207,2016-06-28 13:40:46.257349
4615,10156,1236.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.2,0.13,0.59,411,50.4,305,11.43,0.54,0.31,35.28,8.69,0.88,10-26-26,True,10027062022,2016-06-28 13:40:46.534661,2016-06-28 13:40:46.749124
4616,10157,1237.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.8,0.19,0.32,227,54.1,38.3,12.83,0.71,0.31,40.38,14.9,0.75,10-26-26,True,10027062023,2016-06-28 13:40:47.003175,2016-06-28 13:40:47.205725
4617,10158,1238.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.8,0.03,0.41,287,57.6,291,12.63,0.64,0.3,42.92,19.98,0.77,10-26-26,True,10027156015,2016-06-28 13:40:47.411719,2016-06-28 13:40:47.644726
4618,10159,1239.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.5,0.02,0.36,256,61.2,267,10.46,0.55,0.24,38.68,8.49,1.15,10-26-26,True,10027156016,2016-06-28 13:40:47.869308,2016-06-28 13:40:48.125611
4619,10160,1240.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.3,0.07,0.35,248,43.2,468,11.23,0.81,0.25,36.85,12.6,0.42,10-26-26,True,10027156017,2016-06-28 13:40:48.357266,2016-06-28 13:40:48.583239
4620,10161,1241.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.1,0.01,0.57,402,68.4,348,10.46,0.47,0.27,37.44,17.7,1.17,10-26-26,True,10027156018,2016-06-28 13:40:48.769642,2016-06-28 13:40:48.955980
4621,10162,1242.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.2,0.03,0.42,302,45.0,410,12.47,0.59,0.28,41.44,9.91,1.2,10-26-26,True,10027156019,2016-06-28 13:40:49.150537,2016-06-28 13:40:49.346399
4622,10163,1243.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.4,0.05,0.41,288,48.6,393,10.59,0.64,0.25,28.48,15.5,1.27,10-26-26,True,10027062024,2016-06-28 13:40:49.581342,2016-06-28 13:40:49.769726
4623,10164,1244.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.7,0.23,0.29,207,63.0,354,11.42,0.65,0.31,28.44,20.61,0.41,10-26-26,True,10027062025,2016-06-28 13:40:49.992964,2016-06-28 13:40:50.222283
4624,10165,1245.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.8,0.18,0.35,248,54.0,415,12.48,0.67,0.31,30.82,9.72,0.4,10-26-26,True,10027062026,2016-06-28 13:40:50.456822,2016-06-28 13:40:50.677898
4625,10166,1246.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.9,0.15,0.62,438,63.0,376,12.26,0.94,0.36,26.72,13.93,0.49,10-26-26,True,10027188001,2016-06-28 13:40:50.986340,2016-06-28 13:40:51.300723
4626,10167,1247.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.01,0.23,162,72.0,400,10.61,0.65,0.33,25.87,5.99,1.11,10-26-26,True,10027188002,2016-06-28 13:40:51.577846,2016-06-28 13:40:51.815711
4627,10168,1248.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.3,0.05,0.8,563,50.4,383,12.38,0.71,0.35,33.82,18.51,0.44,10-26-26,True,10027188003,2016-06-28 13:40:52.062353,2016-06-28 13:40:52.241691
4628,10169,1249.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.07,0.39,275,50.2,505,11.92,0.84,0.31,35.28,10.74,0.43,10-26-26,True,10027188004,2016-06-28 13:40:52.458399,2016-06-28 13:40:52.637450
4629,10170,1250.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.66,0.56,392,36.0,370,10.26,0.89,0.27,41.26,5.43,0.81,10-26-26,True,10027188005,2016-06-28 13:40:52.863981,2016-06-28 13:40:53.031901
4630,10171,1251.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.2,0.04,0.32,227,50.2,393,10.31,0.92,0.24,42.66,13.55,0.62,10-26-26,True,10027156020,2016-06-28 13:40:53.223517,2016-06-28 13:40:53.450809
4631,10172,1252.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.6,0.03,0.18,129,43.2,381,8.56,0.72,0.27,38.67,20.62,0.73,10-26-26,True,10027062027,2016-06-28 13:40:53.691089,2016-06-28 13:40:53.930039
4632,10173,1253.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.9,0.07,0.62,438,63.0,360,12.27,0.81,0.28,36.87,11.69,0.54,10-26-26,True,10027156021,2016-06-28 13:40:54.159906,2016-06-28 13:40:54.389517
4633,10174,1254.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.08,0.39,275,72.0,410,13.92,0.72,0.31,42.08,18.8,0.75,10-26-26,True,10027156022,2016-06-28 13:40:54.621767,2016-06-28 13:40:54.814217
4634,10175,1255.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.05,0.35,246,54.0,271,10.52,0.84,0.32,41.26,6.44,0.86,10-26-26,True,10027156023,2016-06-28 13:40:55.002331,2016-06-28 13:40:55.203706
4635,10176,1256.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.1,0.06,0.33,234,81.0,341,11.87,0.92,0.3,42.06,14.56,0.77,10-26-26,True,10027156024,2016-06-28 13:40:55.408292,2016-06-28 13:40:55.666845
4636,10177,1257.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.9,0.05,0.39,276,57.6,381,12.54,0.64,0.36,43.86,21.63,0.68,10-26-26,True,10027062028,2016-06-28 13:40:55.906113,2016-06-28 13:40:56.136618
4637,10178,1258.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.6,0.02,0.41,287,59.4,396,12.73,0.72,0.35,40.23,12.7,0.59,10-26-26,True,10027156025,2016-06-28 13:40:56.402181,2016-06-28 13:40:56.612369
4638,10179,1259.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.8,0.03,0.42,302,70.2,359,10.32,0.81,0.36,41.26,19.45,0.8,10-26-26,True,10027062029,2016-06-28 13:40:56.830252,2016-06-28 13:40:57.044882
4639,10180,1260.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.6,0.07,0.56,392,63.0,423,9.42,0.77,0.36,38.82,7.57,0.71,10-26-26,True,10027156026,2016-06-28 13:40:57.269021,2016-06-28 13:40:57.467978
4640,10181,1261.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.6,0.04,0.38,266,57.6,330,10.26,0.81,0.34,42.07,15.64,0.51,10-26-26,True,10027082001,2016-06-28 13:40:57.660241,2016-06-28 13:40:57.832284
4641,10182,1262.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.04,0.39,276,50.4,272,11.37,0.82,0.34,43.67,6.71,0.7,10-26-26,True,10027082002,2016-06-28 13:40:58.029234,2016-06-28 13:40:58.222923
4642,10183,1263.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.8,0.01,0.07,404,54.0,247,11.53,0.65,0.32,37.26,13.82,0.59,10-26-26,True,10027082003,2016-06-28 13:40:58.413235,2016-06-28 13:40:58.625648
4643,10184,1264.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.4,0.07,0.33,234,57.6,262,12.83,0.54,0.31,44.23,8.46,0.7,10-26-26,True,10027082004,2016-06-28 13:40:58.814307,2016-06-28 13:40:58.996301
4644,10185,1265.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.6,0.02,0.62,437,72.0,298,14.44,0.55,0.24,33.38,16.58,0.88,10-26-26,True,10027082005,2016-06-28 13:40:59.226262,2016-06-28 13:40:59.437895
4645,10186,1266.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.04,0.35,248,81.0,281,10.44,0.56,0.25,42.26,7.65,0.47,10-26-26,True,10027082006,2016-06-28 13:40:59.676514,2016-06-28 13:40:59.861110
4646,10187,1267.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.3,0.03,0.39,275,57.6,341,12.28,0.64,0.26,43.06,14.72,0.9,10-26-26,True,10027075001,2016-06-28 13:41:00.089598,2016-06-28 13:41:00.256324
4647,10188,1268.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.1,0.05,0.36,256,68.4,262,12.54,0.66,0.27,44.27,20.84,0.86,10-26-26,True,10027075002,2016-06-28 13:41:00.502476,2016-06-28 13:41:00.703269
4648,10189,1269.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.8,0.08,0.59,416,54.0,318,16.7,0.72,0.29,40.26,94.47,0.85,10-26-26,True,10027075003,2016-06-28 13:41:00.911499,2016-06-28 13:41:01.161554
4649,10190,1270.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.03,0.38,267,63.0,262,10.12,0.62,0.3,42.05,17.59,0.7,10-26-26,True,10027075004,2016-06-28 13:41:01.411732,2016-06-28 13:41:01.678106
4650,10191,1271.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.8,0.08,0.8,564,50.4,303,11.92,0.83,0.31,40.26,8.66,0.54,10-26-26,True,10027075005,2016-06-28 13:41:01.898132,2016-06-28 13:41:02.089170
4651,10192,1272.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.9,0.11,0.39,275,43.2,339,12.34,0.72,0.27,41.27,15.73,0.83,10-26-26,True,10027075006,2016-06-28 13:41:02.357264,2016-06-28 13:41:02.616760
4652,10193,1273.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.5,0.17,0.59,417,75.6,274,10.46,0.84,0.28,43.27,10.85,0.32,10-26-26,True,10027075007,2016-06-28 13:41:02.832529,2016-06-28 13:41:03.106157
4653,10194,1274.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5,0.03,0.36,257,54.0,325,11.29,0.72,0.32,28.26,18.49,0.63,10-26-26,True,10027188006,2016-06-28 13:41:03.368898,2016-06-28 13:41:03.561353
4654,10195,1275.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.8,0.05,0.78,551,39.6,249,12.31,0.64,0.31,42.03,9.6,0.8,10-26-26,True,10027188007,2016-06-28 13:41:03.754503,2016-06-28 13:41:03.962586
4655,10196,1276.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.3,0.27,0.63,446,63.0,318,10.76,0.55,0.33,26.9,16.67,0.74,10-26-26,True,10027156027,2016-06-28 13:41:04.167276,2016-06-28 13:41:04.377682
4656,10197,1277.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.8,0.11,0.41,292,68.4,287,11.63,0.65,0.36,35.26,11.74,0.55,10-26-26,True,10027062030,2016-06-28 13:41:04.648407,2016-06-28 13:41:04.837642
4657,10198,1278.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.03,0.42,297,75.6,258,12.67,0.85,0.34,38.29,19.5,0.4,10-26-26,True,10027156028,2016-06-28 13:41:05.044103,2016-06-28 13:41:05.266159
4658,10199,1279.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.2,0.13,0.33,234,54,236,10.81,0.75,0.28,39.62,10.68,0.74,10-26-26,True,10027062031,2016-06-28 13:41:05.549288,2016-06-28 13:41:05.862931
4659,10200,1280.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.19,0.57,403,50.4,282,9.23,0.59,0.24,34.65,17.78,0.53,10-26-26,True,10027156029,2016-06-28 13:41:06.216186,2016-06-28 13:41:06.532150
4660,10001,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.28,0.61,341,59,194,12,0.73,0.51,4.46,1.11,0.43,10-26-26,True,01003125002,2016-06-28 13:41:19.303302,2016-06-28 13:41:19.677819
4661,10002,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.09,0.93,565,51,253,14,0.68,0.42,5.17,1.12,0.32,10-26-26,True,01003123001,2016-06-28 13:41:20.105744,2016-06-28 13:41:20.461394
4662,10003,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.13,0.68,372,48,173,15,0.91,0.61,4.19,1.42,0.24,10-26-26,True,01003125003,2016-06-28 13:41:20.940082,2016-06-28 13:41:21.339980
4663,10004,,Bankura 1 - STL Bankura,2016-06-28,5,0.18,0.49,275,61,206,18,0.69,0.43,5.24,1.1,0.36,10-26-26,True,01003125004,2016-06-28 13:41:21.848681,2016-06-28 13:41:22.177993
4664,10005,,Bankura 1 - STL Bankura,2016-06-28,5.3,0.12,0.58,317,47,304,17,0.25,0.36,5.35,0.96,0.41,10-26-26,True,01003125005,2016-06-28 13:41:22.552344,2016-06-28 13:41:22.853387
4665,10006,,Bankura 1 - STL Bankura,2016-06-28,4.8,0.23,0.84,502,60,182,14,1.01,0.71,4.61,1.12,0.32,10-26-26,True,01003125006,2016-06-28 13:41:23.278816,2016-06-28 13:41:23.588256
4666,10007,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.14,0.62,341,55,176,19,0.86,0.54,4.75,1.15,0.42,10-26-26,True,01003125007,2016-06-28 13:41:24.016064,2016-06-28 13:41:24.306939
4667,10008,,Bankura 1 - STL Bankura,2016-06-28,5.5,0.3,0.72,400,65,159,21,0.94,0.59,5.49,1.21,0.31,10-26-26,True,01003125008,2016-06-28 13:41:24.769087,2016-06-28 13:41:25.087878
4668,10009,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.21,0.6,336,68,228,16,0.87,0.6,4.31,1.08,0.42,10-26-26,True,01003125009,2016-06-28 13:41:25.478282,2016-06-28 13:41:25.784345
4669,10010,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.26,0.49,276,70,243,14,0.83,0.49,4.46,1.01,0.52,10-26-26,True,01003125010,2016-06-28 13:41:26.257441,2016-06-28 13:41:26.610243
4670,10011,,Bankura 1 - STL Bankura,2016-06-28,5.5,0.12,0.61,342,65,257,18,0.86,0.48,4.16,1.32,0.32,10-26-26,True,01003123002,2016-06-28 13:41:27.022639,2016-06-28 13:41:27.337169
4671,10012,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.2,0.65,364,47,159,14,0.94,0.51,4.72,1.51,0.4,10-26-26,True,01003108001,2016-06-28 13:41:27.791586,2016-06-28 13:41:28.105061
4672,10013,,Bankura 1 - STL Bankura,2016-06-28,5,0.11,0.68,378,48,206,15,0.87,0.49,4.42,1.36,0.46,10-26-26,True,01003108002,2016-06-28 13:41:28.535305,2016-06-28 13:41:28.854655
4673,10014,,Bankura 1 - STL Bankura,2016-06-28,4.8,0.16,0.93,564,64,217,16,0.86,0.38,4.46,1.21,0.29,10-26-26,True,01003108003,2016-06-28 13:41:29.344341,2016-06-28 13:41:29.649097
4674,10015,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.09,0.84,502,59,273,17,0.76,0.65,4.17,131,0.32,10-26-26,True,01003123003,2016-06-28 13:41:30.095024,2016-06-28 13:41:30.400893
4675,10016,,Bankura 1 - STL Bankura,2016-06-28,5.4,0.24,0.48,272,54,209,18,0.73,0.83,3.46,1.25,0.4,10-26-26,True,01003123004,2016-06-28 13:41:30.882076,2016-06-28 13:41:31.186905
4676,10017,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.18,0.68,372,61,112,19,0.69,0.42,4.75,1.24,0.39,10-26-26,True,01003123005,2016-06-28 13:41:31.585373,2016-06-28 13:41:31.874333
4677,10018,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.22,0.93,558,65,182,15,0.89,0.56,4.61,1.02,0.25,10-26-26,True,01003015001,2016-06-28 13:41:32.351807,2016-06-28 13:41:32.690134
4678,10019,,Bankura 1 - STL Bankura,2016-06-28,5,0.16,0.49,280,57,124,16,0.84,0.61,4.74,1.16,0.39,10-26-26,True,01003015002,2016-06-28 13:41:33.128360,2016-06-28 13:41:33.439999
4679,10020,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.21,0.65,364,43,209,14,0.91,0.51,4.61,1.22,0.36,10-26-26,True,01003123006,2016-06-28 13:41:33.885358,2016-06-28 13:41:34.179742
4680,10021,,Bankura 1 - STL Bankura,2016-06-28,5.3,0.28,0.86,514,54,185,16,0.84,0.47,4.55,1.16,0.21,10-26-26,True,01003015003,2016-06-28 13:41:34.631323,2016-06-28 13:41:34.991214
4681,10022,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.26,0.6,336,41,133,17,0.72,0.43,4.62,1.25,0.26,10-26-26,True,01003015004,2016-06-28 13:41:35.417362,2016-06-28 13:41:35.718934
4682,10023,,Bankura 1 - STL Bankura,2016-06-28,4.7,0.22,0.93,549,72,177,16,0.88,0.49,4.17,1.21,0.32,10-26-26,True,01003015005,2016-06-28 13:41:36.155015,2016-06-28 13:41:36.506024
4683,10024,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.21,0.68,368,65,228,13,0.91,0.62,4.19,1.3,0.43,10-26-26,True,01003015006,2016-06-28 13:41:36.911401,2016-06-28 13:41:37.255752
4684,10025,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.24,0.58,314,67,253,17,0.86,0.36,4.45,1.12,0.41,10-26-26,True,01003015007,2016-06-28 13:41:37.710977,2016-06-28 13:41:38.074184
4686,10027,,Bankura 1 - STL Bankura,2016-06-28,4.7,0.17,0.77,445,43,228,21,0.49,0.39,5.16,1.07,0.42,10-26-26,True,01003015008,2016-06-28 13:41:39.341447,2016-06-28 13:41:39.647230
4687,10028,,Bankura 1 - STL Bankura,2016-06-28,5,0.13,0.68,374,54,264,15,0.86,0.42,4.56,1.07,0.39,10-26-26,True,01003015009,2016-06-28 13:41:40.074656,2016-06-28 13:41:40.399224
4688,10029,,Bankura 1 - STL Bankura,2016-06-28,5.4,0.09,0.86,519,64,242,14,0.75,0.63,3.49,1.12,0.51,10-26-26,True,01003123008,2016-06-28 13:41:40.911287,2016-06-28 13:41:41.214932
4689,10030,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.26,0.53,300,60,228,18,0.85,0.46,5.86,1.26,0.46,10-26-26,True,01003123009,2016-06-28 13:41:41.723720,2016-06-28 13:41:42.127734
4690,10031,,Bankura 1 - STL Bankura,2016-06-28,5,0.14,0.46,261,67,212,19,0.91,0.53,4.59,1.17,0.42,10-26-26,True,01003123010,2016-06-28 13:41:42.637124,2016-06-28 13:41:42.966308
4691,10032,,Bankura 1 - STL Bankura,2016-06-28,4.8,0.1,0.84,502,57,178,22,0.87,0.56,4.78,1.18,0.32,10-26-26,True,01003123011,2016-06-28 13:41:43.401795,2016-06-28 13:41:43.719940
4692,10033,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.22,0.49,272,61,278,18,1.02,0.43,4.34,1.12,0.48,10-26-26,True,01003123012,2016-06-28 13:41:44.119215,2016-06-28 13:41:44.448135
4693,10034,,Bankura 1 - STL Bankura,2016-06-28,5,0.17,0.72,402,54,158,15,0.74,0.84,5.01,1.27,0.47,10-26-26,True,01003123013,2016-06-28 13:41:44.891500,2016-06-28 13:41:45.433513
4694,10035,,Bankura 1 - STL Bankura,2016-06-28,5.3,0.26,0.77,455,59,146,17,0.87,0.82,3.86,1.09,0.42,10-26-26,True,01003015010,2016-06-28 13:41:45.889392,2016-06-28 13:41:46.202317
4695,10036,,Bankura 1 - STL Bankura,2016-06-28,4.7,0.21,0.46,259,46,242,15,1.12,0.42,4.42,1.02,0.49,10-26-26,True,01003127001,2016-06-28 13:41:46.839957,2016-06-28 13:41:47.216662
4696,10037,,Bankura 1 - STL Bankura,2016-06-28,5.4,0.28,0.43,233,54,205,16,1.21,0.28,4.39,1.15,0.5,10-26-26,True,01003123014,2016-06-28 13:41:47.676529,2016-06-28 13:41:48.012969
4697,10038,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.15,0.84,501,68,187,17,0.94,0.29,4.26,1.21,0.42,10-26-26,True,01003123015,2016-06-28 13:41:48.447825,2016-06-28 13:41:48.800615
4698,10039,,Bankura 1 - STL Bankura,2016-06-28,4.8,0.09,0.6,336,64,285,19,0.82,0.81,4.52,1.24,0.48,10-26-26,True,01003108004,2016-06-28 13:41:49.351736,2016-06-28 13:41:49.665427
4699,10040,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.18,0.49,278,67,179,20,1.15,0.25,4.63,1.21,0.43,10-26-26,True,01003127002,2016-06-28 13:41:50.084997,2016-06-28 13:41:50.382751
4700,10041,,Bankura 1 - STL Bankura,2016-06-28,5,0.12,0.93,551,57,301,17,0.95,0.39,4.49,1.36,0.48,10-26-26,True,01003108005,2016-06-28 13:41:50.911983,2016-06-28 13:41:51.337750
4701,10042,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.3,0.84,501,61,156,15,0.86,0.46,4.21,1.24,0.43,10-26-26,True,01003108006,2016-06-28 13:41:51.772667,2016-06-28 13:41:52.081605
4702,10043,,Bankura 1 - STL Bankura,2016-06-28,5.3,0.16,0.43,240,46,224,16,0.76,0.42,3.65,1.09,0.5,10-26-26,True,01003015011,2016-06-28 13:41:52.671440,2016-06-28 13:41:53.020913
4703,10044,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.19,0.77,471,60,207,18,0.87,0.52,4.84,1.21,0.46,10-26-26,True,01003125011,2016-06-28 13:41:53.468933,2016-06-28 13:41:53.783149
4704,10045,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.1,0.86,512,64,156,19,0.98,0.36,4.32,1.25,0.43,10-26-26,True,01003125012,2016-06-28 13:41:54.189431,2016-06-28 13:41:54.556010
4705,10046,,Bankura 1 - STL Bankura,2016-06-28,5,0.14,0.49,279,48,198,20,0.84,0.42,4.15,1.31,0.49,10-26-26,True,01003125013,2016-06-28 13:41:54.975445,2016-06-28 13:41:55.267778
4706,10047,,Bankura 1 - STL Bankura,2016-06-28,5.1,0.09,0.72,401,61,142,15,0.75,0.81,4.81,1.2,0.36,10-26-26,True,01003125014,2016-06-28 13:41:55.718876,2016-06-28 13:41:56.087013
4707,10048,,Bankura 1 - STL Bankura,2016-06-28,4.8,0.2,0.43,231,54,212,17,0.85,0.65,4.75,1.11,0.48,10-26-26,True,01003125015,2016-06-28 13:41:56.635643,2016-06-28 13:41:56.981450
4708,10049,,Bankura 1 - STL Bankura,2016-06-28,4.9,0.22,0.64,359,76,187,15,0.73,0.7,4,0.93,0.22,10-26-26,True,01008077001,2016-06-28 13:41:57.560307,2016-06-28 13:41:57.893595
4709,10050,,Bankura 1 - STL Bankura,2016-06-28,5.2,0.15,0.56,314,36,156,16,0.79,0.4,3,0.89,0.28,10-26-26,True,01008217001,2016-06-28 13:41:58.227265,2016-06-28 13:41:58.457286
4710,10201,1281.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.5,0.05,0.35,248,72,209,10.92,0.64,0.31,38.12,12.52,0.82,10-26-26,True,10027156030,2016-06-28 13:47:06.971511,2016-06-28 13:47:07.233507
4711,10202,1282.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.5,0.03,0.59,416,64.8,232,8.28,0.72,0.32,35.39,6.73,0.85,10-26-26,True,10027062032,2016-06-28 13:47:07.582635,2016-06-28 13:47:07.902437
4712,10203,1283.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.8,0.05,0.39,276,63.0,220,10.64,0.64,0.24,38.03,13.85,1.0,10-26-26,True,10027156031,2016-06-28 13:47:08.174477,2016-06-28 13:47:08.361985
4713,10204,1284.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.9,0.02,0.63,445,75.6,258,12.57,0.55,0.28,40.15,20.13,1.05,10-26-26,True,10027156032,2016-06-28 13:47:08.825199,2016-06-28 13:47:09.184235
4714,10205,1285.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.07,0.38,268,72.0,209,12.38,0.61,0.27,37.08,10.74,1.09,10-26-26,True,10027156033,2016-06-28 13:47:09.604086,2016-06-28 13:47:09.927633
4715,10206,1286.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.08,0.62,437,81.0,290,11.42,0.54,0.27,38.19,16.86,0.62,10-26-26,True,10027156034,2016-06-28 13:47:10.247412,2016-06-28 13:47:10.440924
4716,10207,1287.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.8,0.03,0.35,248,86.4,246,10.29,0.56,0.29,21.25,91.18,0.66,10-26-26,True,10027156035,2016-06-28 13:47:10.688772,2016-06-28 13:47:10.888881
4717,10208,1288.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,4.9,0.04,0.62,438,93.6,218,12.16,0.64,0.3,40.43,7.75,0.82,10-26-26,True,10027156036,2016-06-28 13:47:11.088003,2016-06-28 13:47:11.251075
4718,10209,1289.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.3,0.08,0.41,291,99.0,276,13.26,0.67,0.31,38.62,14.88,0.81,10-26-26,True,10027156037,2016-06-28 13:47:11.609367,2016-06-28 13:47:11.976317
4719,10210,1290.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.0,0.09,0.59,416,72.0,225,10.31,0.74,0.32,38.86,5.2,0.72,10-26-26,True,10027062033,2016-06-28 13:47:12.263425,2016-06-28 13:47:12.429682
4720,10211,1291.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.2,0.31,0.35,248,75.6,290,11.46,0.75,0.33,33.0,11.7,0.75,10-26-26,True,10027040001,2016-06-28 13:47:12.782813,2016-06-28 13:47:13.178111
4721,10212,1292.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.9,0.37,0.38,267,63.0,205,12.57,0.64,0.27,34.06,17.76,1.03,10-26-26,True,10027040002,2016-06-28 13:47:13.719377,2016-06-28 13:47:14.155931
4722,10213,1293.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.5,0.22,0.41,291,108,301,8.21,0.56,0.32,42.05,8.89,0.92,10-26-26,True,10027040003,2016-06-28 13:47:14.903325,2016-06-28 13:47:15.299402
4723,10214,1294.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-28,5.7,0.23,0.57,403,99.0,250,10.87,0.72,0.36,40.25,15.22,0.99,10-26-26,True,10027040004,2016-06-28 13:47:16.088180,2016-06-28 13:47:16.595246
