0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
5344,10374,6564.0,Burdwan 1 - STL Burdwan,2016-06-29,5.38,0.21,0.49,229,131,60,13.94,1.56,0.82,10.52,6.63,4.68,10-26-26,True,02009063049,2016-06-29 06:29:04.995730,2016-06-29 06:29:05.422478
5345,10375,6565.0,Burdwan 1 - STL Burdwan,2016-06-29,6.07,0.8,0.42,210,110,130,12.48,2.36,0.72,19.38,3.46,2.39,10-26-26,True,02009063050,2016-06-29 06:29:06.005841,2016-06-29 06:29:06.518929
5346,10376,6566.0,Burdwan 1 - STL Burdwan,2016-06-29,6.18,0.72,0.31,157,48,125,13.96,2.64,0.86,17.16,4.57,3.61,10-26-26,True,02009063051,2016-06-29 06:29:07.057356,2016-06-29 06:29:07.455405
5347,10377,6567.0,Burdwan 1 - STL Burdwan,2016-06-29,6.22,0.62,0.59,257,32,100,17.27,2.62,0.64,12.56,6.92,4.57,10-26-26,True,02009063052,2016-06-29 06:29:07.910346,2016-06-29 06:29:08.250067
5348,10378,6568.0,Burdwan 1 - STL Burdwan,2016-06-29,5.94,0.5,0.49,225,228,140,16.32,2.86,0.62,13.48,8.08,5.69,10-26-26,True,02009063053,2016-06-29 06:29:08.681134,2016-06-29 06:29:09.064124
5349,10379,6569.0,Burdwan 1 - STL Burdwan,2016-06-29,5.18,0.4,0.21,190,155,155,16.08,2.72,0.76,14.92,8.48,6.42,10-26-26,True,02009063054,2016-06-29 06:29:09.548128,2016-06-29 06:29:09.927071
5350,10380,6570.0,Burdwan 1 - STL Burdwan,2016-06-29,5.7,0.23,0.42,212,80,225,17.16,2.86,0.86,15.08,7.36,7.21,10-26-26,True,02009063055,2016-06-29 06:29:10.367864,2016-06-29 06:29:10.721045
5351,10381,6571.0,Burdwan 1 - STL Burdwan,2016-06-29,5.66,0.2,0.39,188,43,205,17.62,1.86,0.72,16.92,6.42,3.46,10-26-26,True,02009028076,2016-06-29 06:29:11.137875,2016-06-29 06:29:11.482060
5352,10382,6572.0,Burdwan 1 - STL Burdwan,2016-06-29,5.89,0.19,0.35,174,62,45,18.48,1.92,0.69,17.36,7.09,3.92,10-26-26,True,02009028077,2016-06-29 06:29:12.096986,2016-06-29 06:29:12.420402
5353,10383,6573.0,Burdwan 1 - STL Burdwan,2016-06-29,5.95,0.3,0.67,301,94,55,19.37,1.08,0.76,12.46,6.62,4.86,10-26-26,True,02009028078,2016-06-29 06:29:12.921410,2016-06-29 06:29:13.274273
5354,10384,6574.0,Burdwan 1 - STL Burdwan,2016-06-29,5.61,0.29,0.63,277,104,60,19.16,1.02,0.52,13.02,7.45,3.72,10-26-26,True,02009028079,2016-06-29 06:29:13.821188,2016-06-29 06:29:14.162014
5355,10385,6575.0,Burdwan 1 - STL Burdwan,2016-06-29,5.55,0.38,0.59,254,126,135,20.32,1.62,0.46,14.21,8.92,2.62,10-26-26,True,02009028080,2016-06-29 06:29:14.640446,2016-06-29 06:29:14.958865
5356,10386,6576.0,Burdwan 1 - STL Burdwan,2016-06-29,5.7,0.31,0.49,228,150,110,21.36,1.58,0.69,15.32,2.62,2.84,10-26-26,True,02009028081,2016-06-29 06:29:15.486425,2016-06-29 06:29:15.915197
5357,10387,6577.0,Burdwan 1 - STL Burdwan,2016-06-29,5.72,0.27,0.53,242,230,95,22.56,1.54,0.7,16.46,2.84,2.96,10-26-26,True,02009028082,2016-06-29 06:29:16.592107,2016-06-29 06:29:17.034627
5358,10388,6578.0,Burdwan 1 - STL Burdwan,2016-06-29,5.88,0.2,0.45,215,250,170,18.92,2.09,0.62,16.54,3.62,2.48,10-26-26,True,02009028083,2016-06-29 06:29:17.529180,2016-06-29 06:29:17.888364
5359,10389,6579.0,Burdwan 1 - STL Burdwan,2016-06-29,6.11,0.12,0.56,240,64,155,21.32,2.12,0.82,19.32,3.76,3.92,10-26-26,True,02009028084,2016-06-29 06:29:18.355723,2016-06-29 06:29:18.720864
5360,10390,6580.0,Burdwan 1 - STL Burdwan,2016-06-29,6.1,0.06,0.42,210,78,160,19.36,2.62,0.44,18.72,3.54,4.56,10-26-26,True,02009063056,2016-06-29 06:29:19.180159,2016-06-29 06:29:19.614121
5361,10391,6581.0,Burdwan 1 - STL Burdwan,2016-06-29,5.99,0.16,0.28,142,137,145,18.12,2.68,0.46,19.32,4.5,3.71,10-26-26,True,02009028085,2016-06-29 06:29:20.118908,2016-06-29 06:29:20.450028
5362,10392,6582.0,Burdwan 1 - STL Burdwan,2016-06-29,5.94,0.11,0.45,220,158,105,19.07,3.42,0.52,20.57,3.92,4.92,10-26-26,True,02009028086,2016-06-29 06:29:20.864572,2016-06-29 06:29:21.194501
5363,10393,6583.0,Burdwan 1 - STL Burdwan,2016-06-29,5.75,0.09,0.67,302,123,115,20.57,1.96,0.6,19.07,2.91,5.62,10-26-26,True,02009028087,2016-06-29 06:29:21.699691,2016-06-29 06:29:22.035501
5364,10394,6584.0,Burdwan 1 - STL Burdwan,2016-06-29,5.8,0.13,0.73,334,110,130,17.48,2.57,0.48,10.39,3.71,6.94,10-26-26,True,02009028088,2016-06-29 06:29:22.533757,2016-06-29 06:29:23.044748
5369,10405,1485.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.5,0.09,0.33,235,108.0,211,10.32,0.81,0.22,37.65,13.6,0.56,10-26-26,True,10016191010,2016-06-29 06:51:12.495199,2016-06-29 06:51:13.068757
5370,10406,1486.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.9,0.04,0.57,403,118.8,137,11.42,0.72,0.26,38.75,11.1,0.51,10-26-26,True,10016010001,2016-06-29 06:51:13.860187,2016-06-29 06:51:14.270329
5371,10407,1487.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.1,0.05,0.47,334,111.6,168,12.68,0.92,0.25,35.78,25.69,0.49,10-26-26,True,10016066001,2016-06-29 06:51:14.773125,2016-06-29 06:51:15.243704
5372,10408,1488.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.06,0.39,276,97.2,196,12.32,0.76,0.29,36.66,11.39,0.42,10-26-26,True,10016076006,2016-06-29 06:51:15.787347,2016-06-29 06:51:16.260537
5373,10409,1489.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.03,0.39,275,90.0,158,14.68,0.81,0.24,40.55,13.6,0.44,10-26-26,True,10016191011,2016-06-29 06:51:16.694332,2016-06-29 06:51:17.227175
5374,10410,1490.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.05,0.59,417,108.0,176,10.44,0.92,0.31,42.41,18.73,0.58,10-26-26,True,10016010002,2016-06-29 06:51:17.872085,2016-06-29 06:51:18.314865
5375,10411,1491.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.5,0.07,0.38,269,111.6,182,11.62,0.78,0.33,44.29,28.79,0.55,10-26-26,True,10016076007,2016-06-29 06:51:18.846305,2016-06-29 06:51:19.238931
5376,10412,1492.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.4,0.04,0.32,226,122.4,170,12.59,0.81,0.3,45.29,9.6,0.57,10-26-26,True,10016076008,2016-06-29 06:51:19.706437,2016-06-29 06:51:20.159716
5377,10413,1493.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.9,0.03,0.36,256,126.6,126,14.36,0.72,0.26,48.23,19.59,0.59,10-26-26,True,10016191012,2016-06-29 06:51:20.741713,2016-06-29 06:51:21.292347
5378,10414,1494.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.05,0.39,276,122.4,144,10.21,0.81,0.27,28.22,18.73,0.5,10-26-26,True,10016066002,2016-06-29 06:51:21.805334,2016-06-29 06:51:22.167840
5379,10415,1495.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.6,0.07,0.33,235,108.0,154,10.19,0.92,0.24,26.22,19.55,0.49,10-26-26,True,10016191013,2016-06-29 06:51:22.507976,2016-06-29 06:51:22.838582
5380,10416,1496.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.04,0.18,127,111.6,115,8.69,0.27,0.29,29.77,12.11,0.42,10-26-26,True,10016191014,2016-06-29 06:51:23.404614,2016-06-29 06:51:23.900603
5381,10417,1497.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.5,0.02,0.63,443,104.4,177,10.08,0.78,0.31,30.68,15.73,0.48,10-26-26,True,10016076009,2016-06-29 06:51:24.411246,2016-06-29 06:51:24.845564
5382,10418,1498.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.07,0.35,248,93.6,144,11.46,0.39,0.3,33.56,17.79,0.47,10-26-26,True,10016191015,2016-06-29 06:51:25.222369,2016-06-29 06:51:25.407009
5383,10419,1499.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.7,0.03,0.42,298,102.6,126,12.23,0.57,0.33,34.57,18.8,0.48,10-26-26,True,10016076010,2016-06-29 06:51:25.638544,2016-06-29 06:51:25.840358
5384,10420,1500.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.05,0.41,292,99.0,54,10.54,0.81,0.36,35.42,19.73,0.62,10-26-26,True,10016191016,2016-06-29 06:51:26.098785,2016-06-29 06:51:26.404295
5385,10421,1501.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.05,0.18,127,86.4,186,12.35,0.84,0.34,39.38,20.57,0.44,10-26-26,True,10016191017,2016-06-29 06:51:26.731580,2016-06-29 06:51:26.992805
5386,10422,1502.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.05,0.47,334,81.0,170,10.91,0.72,0.29,40.32,19.53,0.67,10-26-26,True,10016076011,2016-06-29 06:51:27.287187,2016-06-29 06:51:27.553466
5387,10423,1503.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.07,0.57,403,75.6,74,11.26,0.65,0.24,42.3,17.2,0.6,10-26-26,True,10016066003,2016-06-29 06:51:27.920314,2016-06-29 06:51:28.254376
5388,10424,1504.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.05,0.44,312,63.0,46,12.38,0.54,0.28,44.4,24.37,0.59,10-26-26,True,10016191018,2016-06-29 06:51:28.680432,2016-06-29 06:51:29.138855
5389,10425,1505.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.08,0.33,234,72.0,110,10.15,0.42,0.38,40.12,18.3,0.6,10-26-26,True,10016076012,2016-06-29 06:51:29.705730,2016-06-29 06:51:30.241634
5390,10426,1506.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.08,0.42,298,64.8,155,10.29,0.72,0.25,40.28,11.1,0.82,10-26-26,True,10016191019,2016-06-29 06:51:30.917129,2016-06-29 06:51:31.502454
5391,10427,1507.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.07,0.41,292,55.8,102,8.57,0.81,0.35,34.17,12.37,0.59,10-26-26,True,10016076013,2016-06-29 06:51:32.016956,2016-06-29 06:51:32.274481
5392,10428,1508.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.7,0.06,0.33,235,54.0,144,10.38,0.84,0.27,36.71,18.8,1.0,10-26-26,True,10016076014,2016-06-29 06:51:32.586905,2016-06-29 06:51:32.802138
5393,10429,1509.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.11,0.62,437,57.6,126,11.48,0.52,0.34,39.22,17.77,1.12,10-26-26,True,10016191020,2016-06-29 06:51:33.095745,2016-06-29 06:51:33.292091
5394,10430,1510.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.04,0.39,275,54.0,49,12.72,0.49,0.3,41.28,25.5,1.02,10-26-26,True,10016191021,2016-06-29 06:51:33.560584,2016-06-29 06:51:33.767184
5395,10431,1511.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.2,0.03,0.56,396,66.6,196,11.81,0.56,0.31,42.38,16.17,0.59,10-26-26,True,10016076015,2016-06-29 06:51:33.973238,2016-06-29 06:51:34.155623
5396,10432,1512.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.4,0.06,0.41,292,72.0,250,10.08,0.64,0.29,40.36,12.53,0.55,10-26-26,True,10016010003,2016-06-29 06:51:34.349948,2016-06-29 06:51:34.514977
5397,10433,1513.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.01,0.35,248,64.8,217,9.73,0.48,0.26,33.45,17.01,0.42,10-26-26,True,10016191022,2016-06-29 06:51:34.854883,2016-06-29 06:51:35.190355
5398,10434,1514.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.05,0.44,312,55.8,182,12.92,0.7,0.27,29.43,18.23,1.02,10-26-26,True,10016066004,2016-06-29 06:51:35.370813,2016-06-29 06:51:35.551661
5399,10435,1515.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.5,0.09,0.48,128,63.0,154,12.23,0.72,0.24,35.25,25.05,1.09,10-26-26,True,10016191023,2016-06-29 06:51:35.809841,2016-06-29 06:51:36.075399
5400,10436,1516.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.06,0.56,397,81.0,214,10.38,0.84,0.28,37.75,26.79,0.49,10-26-26,True,10016076016,2016-06-29 06:51:36.321561,2016-06-29 06:51:36.544475
5401,10437,1517.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.6,0.08,0.38,269,73.8,142,13.76,0.45,0.27,31.63,13.77,0.44,10-26-26,True,10016066005,2016-06-29 06:51:36.834412,2016-06-29 06:51:37.098705
5402,10438,1518.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.6,0.08,0.39,275,70.2,229,10.12,0.61,0.31,36.54,18.11,0.51,10-26-26,True,10016191024,2016-06-29 06:51:37.490430,2016-06-29 06:51:37.973462
5403,10439,1519.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.03,0.32,228,59.4,167,12.09,0.72,0.27,40.71,19.53,1.03,10-26-26,True,10016076017,2016-06-29 06:51:38.476809,2016-06-29 06:51:38.909235
5404,10440,1520.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.06,0.57,403,63.0,285,10.58,0.81,0.32,43.83,18.79,0.58,10-26-26,True,10016066006,2016-06-29 06:51:39.448947,2016-06-29 06:51:39.945688
5405,10441,1521.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.07,0.47,334,81.0,223,11.93,0.72,0.34,44.48,13.01,0.55,10-26-26,True,10016056001,2016-06-29 06:51:40.476155,2016-06-29 06:51:40.792036
5406,10442,1522.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.09,0.35,248,90.0,157,12.46,0.34,0.29,45.94,19.53,1.05,10-26-26,True,10016191025,2016-06-29 06:51:41.477891,2016-06-29 06:51:41.987387
5407,10443,1523.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.11,0.41,292,86.4,126,10.75,0.55,0.27,39.96,16.15,0.92,10-26-26,True,10016076018,2016-06-29 06:51:42.271581,2016-06-29 06:51:42.523063
5408,10444,1524.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.06,0.42,298,50.4,212,9.26,0.61,0.25,38.12,7.79,0.52,10-26-26,True,10016076019,2016-06-29 06:51:42.861886,2016-06-29 06:51:43.128886
5409,10445,1525.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.2,0.1,0.33,234,72.0,163,10.39,0.47,0.36,33.22,11.19,0.55,10-26-26,True,10016076020,2016-06-29 06:51:43.409292,2016-06-29 06:51:43.646830
5410,10446,1526.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.07,0.47,335,46.8,101,11.82,0.71,0.24,36.24,21.53,0.57,10-26-26,True,10016191026,2016-06-29 06:51:43.947691,2016-06-29 06:51:44.171613
5411,10447,1527.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.19,0.36,257,54.0,181,12.66,0.85,0.28,35.28,17.51,0.59,10-26-26,True,10016076021,2016-06-29 06:51:44.436517,2016-06-29 06:51:44.647323
5412,10448,1528.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.1,0.06,0.33,233,64.8,140,10.08,0.56,0.27,31.36,13.33,0.42,10-26-26,True,10016191027,2016-06-29 06:51:44.930966,2016-06-29 06:51:45.155906
5413,10449,1529.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.3,0.03,0.63,443,57.6,196,10.18,0.61,0.31,29.3,17.57,1.09,10-26-26,True,10016010004,2016-06-29 06:51:45.364642,2016-06-29 06:51:45.549721
5414,10450,1530.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.06,0.38,269,63.0,71,8.29,0.75,0.32,34.8,16.01,1.12,10-26-26,True,10016076022,2016-06-29 06:51:45.807281,2016-06-29 06:51:46.189717
5415,10451,1531.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.3,0.02,0.41,293,72.0,183,10.84,0.54,0.32,35.88,18.17,0.59,10-26-26,True,10016066007,2016-06-29 06:51:46.503679,2016-06-29 06:51:46.699188
5416,10452,1532.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.0,0.02,0.38,269,75.0,144,11.35,0.49,0.24,29.82,17.17,0.46,10-26-26,True,10016076023,2016-06-29 06:51:46.935910,2016-06-29 06:51:47.208802
5417,10453,1533.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.02,0.57,403,84.6,99,12.37,0.56,0.26,25.83,18.7,0.49,10-26-26,True,10016010005,2016-06-29 06:51:47.439379,2016-06-29 06:51:47.658898
5418,10454,1534.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.04,0.42,298,93.6,131,12.38,0.61,0.25,26.92,5.6,1.11,10-26-26,True,10016010006,2016-06-29 06:51:47.940749,2016-06-29 06:51:48.162999
5419,10455,1535.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.5,0.07,0.32,227,72.0,142,10.06,0.71,0.28,22.94,17.71,0.55,10-26-26,True,10016076024,2016-06-29 06:51:48.364345,2016-06-29 06:51:48.543780
5420,10456,1536.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.7,0.01,0.35,248,86.4,163,10.81,0.45,0.27,37.02,13.5,1.12,10-26-26,True,10016076025,2016-06-29 06:51:48.704339,2016-06-29 06:51:48.952803
5421,10457,1537.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.6,0.02,0.57,403,68.4,156,8.29,0.51,0.31,40.44,16.71,0.49,10-26-26,True,10016076026,2016-06-29 06:51:49.179053,2016-06-29 06:51:49.388618
5422,10458,1538.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.1,0.04,0.39,275,73.8,126,10.18,0.61,0.26,41.12,16.6,0.53,10-26-26,True,10016076027,2016-06-29 06:51:49.568462,2016-06-29 06:51:49.776193
5423,10459,1539.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.9,0.07,0.62,437,86.4,185,8.66,0.56,0.25,35.71,14.32,0.42,10-26-26,True,10016076028,2016-06-29 06:51:50.030802,2016-06-29 06:51:50.245768
5424,10460,1540.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.03,0.36,257,81.0,47,12.28,0.72,0.27,33.28,11.13,1.05,10-26-26,True,10016076029,2016-06-29 06:51:50.501779,2016-06-29 06:51:50.693955
5425,10461,1541.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.05,0.39,275,84.6,126,12.41,0.81,0.28,40.26,13.79,0.59,10-26-26,True,10016076030,2016-06-29 06:51:50.919621,2016-06-29 06:51:51.209257
5426,10462,1542.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.06,0.41,292,68.4,176,9.27,0.72,0.26,37.62,26.59,0.49,10-26-26,True,10016056002,2016-06-29 06:51:51.579328,2016-06-29 06:51:51.941835
5427,10463,1543.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.2,0.09,0.8,563,63.0,155,10.37,0.56,0.29,39.63,27.1,0.44,10-26-26,True,10016066008,2016-06-29 06:51:52.402452,2016-06-29 06:51:52.699077
5428,10464,1544.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.0,0.05,0.57,403,70.2,143,12.29,0.64,0.32,29.14,24.1,0.56,10-26-26,True,10016076031,2016-06-29 06:51:53.100190,2016-06-29 06:51:53.383371
5429,10465,1546.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.0,0.06,0.41,292,93.6,191,10.31,0.92,0.31,33.28,17.53,0.65,10-26-26,True,10016076032,2016-06-29 06:51:53.623458,2016-06-29 06:51:53.863338
5430,10466,1547.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.1,0.02,0.38,269,99.0,167,12.28,0.65,0.27,40.71,8.09,0.63,10-26-26,True,10016076033,2016-06-29 06:51:54.109624,2016-06-29 06:51:54.309870
5431,10467,1548.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.7,0.06,0.18,127,108.0,143,10.29,0.84,0.27,44.42,9.53,0.81,10-26-26,True,10016010007,2016-06-29 06:51:54.541071,2016-06-29 06:51:54.766720
5432,10468,1549.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.01,0.42,298,86.4,131,8.38,0.92,0.29,39.43,17.13,0.8,10-26-26,True,10016010008,2016-06-29 06:51:55.066953,2016-06-29 06:51:55.299867
5433,10469,1550.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.1,0.38,271,81.0,173,10.41,0.65,0.28,37.63,14.53,0.6,10-26-26,True,10016010009,2016-06-29 06:51:55.581185,2016-06-29 06:51:55.774890
5434,10470,1551.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.4,0.09,0.33,234,104.4,156,12.66,0.55,0.32,35.81,14.79,0.59,10-26-26,True,10016010010,2016-06-29 06:51:56.037324,2016-06-29 06:51:56.257723
5435,10471,1552.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.7,0.04,0.63,437,108.0,169,10.28,0.64,0.29,30.84,24.7,0.48,10-26-26,True,10016010011,2016-06-29 06:51:56.552403,2016-06-29 06:51:56.807044
5436,10472,1553.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.6,0.03,0.62,443,118.8,196,12.27,0.72,0.26,31.86,29.5,0.53,10-26-26,True,10016010012,2016-06-29 06:51:57.150869,2016-06-29 06:51:57.431425
5437,10473,1554.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.1,0.04,0.57,403,129.6,139,12.41,0.66,0.29,26.88,19.03,0.55,10-26-26,True,10016010013,2016-06-29 06:51:57.681160,2016-06-29 06:51:57.908922
5438,10474,1555.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.3,0.05,0.47,332,90.0,165,8.28,0.72,0.27,40.12,23.23,0.59,10-26-26,True,10016076034,2016-06-29 06:51:58.323565,2016-06-29 06:51:58.724641
5439,10475,1556.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.0,0.04,0.56,397,109.8,168,10.28,0.84,0.31,41.9,18.01,0.52,10-26-26,True,10016010014,2016-06-29 06:51:59.015517,2016-06-29 06:51:59.222097
5440,10476,1557.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.12,0.42,297,99.0,156,12.45,0.72,0.35,29.12,13.6,0.51,10-26-26,True,10016066009,2016-06-29 06:51:59.455059,2016-06-29 06:51:59.656123
5441,10477,1558.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.8,0.04,0.63,443,81.0,180,11.19,0.65,0.26,33.19,17.59,0.53,10-26-26,True,10016010015,2016-06-29 06:51:59.884495,2016-06-29 06:52:00.100144
5442,10478,1559.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.4,0.11,0.48,338,86.4,145,10.44,0.72,0.33,35.09,16.16,1.17,10-26-26,True,10016010016,2016-06-29 06:52:00.315484,2016-06-29 06:52:00.521581
5443,10479,1560.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.5,0.04,0.59,411,81.0,173,12.28,0.84,0.31,34.01,13.53,1.03,10-26-26,True,10016010017,2016-06-29 06:52:00.851099,2016-06-29 06:52:01.119136
5444,10480,1561.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.4,0.13,0.39,275,100.8,209,10.68,0.7,0.28,38.11,18.63,1.11,10-26-26,True,10016191028,2016-06-29 06:52:01.448437,2016-06-29 06:52:01.690412
5445,10481,1562.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.9,0.06,0.57,403,82.8,184,11.31,0.65,0.26,39.25,19.53,0.59,10-26-26,True,10016191029,2016-06-29 06:52:01.988231,2016-06-29 06:52:02.282539
5446,10482,1563.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.2,0.27,0.47,332,93.6,226,12.72,0.59,0.33,32.94,17.79,0.48,10-26-26,True,10016191030,2016-06-29 06:52:02.618510,2016-06-29 06:52:02.925976
5447,10483,1564.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.8,0.05,0.41,286,126.0,143,10.46,0.92,0.28,31.82,13.03,0.44,10-26-26,True,10016076035,2016-06-29 06:52:03.164682,2016-06-29 06:52:03.374677
5448,10484,1565.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.9,0.22,0.62,437,81.0,181,12.42,0.72,0.27,35.87,12.59,0.48,10-26-26,True,10016076036,2016-06-29 06:52:03.623497,2016-06-29 06:52:03.806897
5449,10485,1566.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.7,0.06,0.32,227,63.0,271,10.26,0.84,0.35,34.25,11.17,0.47,10-26-26,True,10016076037,2016-06-29 06:52:03.995014,2016-06-29 06:52:04.198432
5450,10486,1567.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.9,0.09,0.35,248,75.6,209,11.31,0.56,0.31,39.17,17.23,0.44,10-26-26,True,10016191031,2016-06-29 06:52:04.504615,2016-06-29 06:52:04.775674
5451,10487,1568.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,7.2,0.06,0.39,274,84.6,266,12.42,0.72,0.28,40.23,27.5,0.62,10-26-26,True,10016191032,2016-06-29 06:52:05.073972,2016-06-29 06:52:05.329394
5452,10488,1569.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,6.7,0.03,0.18,128,93.6,240,10.91,0.84,0.32,37.3,29.01,0.59,10-26-26,True,10016191033,2016-06-29 06:52:05.620309,2016-06-29 06:52:05.848770
5453,10489,1570.0,Paschim Medinipur 1 -  STL Paschim Medinipore,2016-06-29,5.1,0.01,0.39,276,81.0,314,10.27,0.72,0.24,38.27,11.23,0.59,10-26-26,True,10020406001,2016-06-29 06:52:06.456554,2016-06-29 06:52:07.181031
