,id,name,jl_number,block_id,created_at,updated_at
4000,5053,Kabirpur,204,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4001,5054,Mahespur,205,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4002,5055,Amudpur,206,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4003,5056,Sasinara,207,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4004,5057,Kalsi,208,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4005,5058,Nudipur,209,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4006,5059,Simla,210,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4007,5060,Sonara,211,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4008,5061,Ilamdanga,212,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4009,5062,Sura,213,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4010,5063,Durgapur,214,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4011,5064,Chot Khanda,215,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4012,5065,Alipur,216,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4013,5066,Shyamnagar,217,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4014,5067,Maglampur,218,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4015,5068,Katapur,219,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4016,5069,Benapur,220,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4017,5070,Birsimul,221,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4018,5071,Krishnajibanpur,222,25.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4019,5072,Malamba,001,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4020,5073,Bhagabanpur,002,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4021,5074,Bamuna,003,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4022,5075,Sargachi,004,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4023,5076,Haladharpur,005,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4024,5077,Unte,006,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4025,5078,Mandalgram,007,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4026,5079,Bara Polasan,008,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4027,5080,Dihi Palashan,009,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4028,5081,Kantabari,010,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4029,5082,Gorapur,011,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
4030,5083,Bijur,012,26.0,2015-11-04 18:29:51.000000,2015-11-04 18:29:51.000000
