id,name,jl_number,block_id
2891,Lep-am,180,16.0
2892,Shuknibasa,181,16.0
2893,Majgerya,182,16.0
2894,Birbandh,183,16.0
2895,Dudhenala,184,16.0
2896,Khuntabanda,185,16.0
2897,Kharujhor,186,16.0
2898,Bhagabandh,001,17.0
2899,Binodbati,002,17.0
2900,Arjunpur,003,17.0
2901,Nityanandapur,004,17.0
2902,Balarampur,005,17.0
2903,Sancha,006,17.0
2904,Damodarpur,007,17.0
2905,Patlapur,008,17.0
2906,Loharara,009,17.0
2907,Ayodhya,010,17.0
2908,Antaree,011,17.0
2909,Jangalmahal,012,17.0
2910,Layekbandh,013,17.0
2911,Tarajurigangarampur,014,17.0
2912,Narikala,015,17.0
2913,Karoya,016,17.0
2914,Chuamasina,017,17.0
2915,Langalbhanga,018,17.0
2916,Chakchuamasina,019,17.0
2917,Tentulara,020,17.0
2918,Saluka,021,17.0
2919,Dharmapur,022,17.0
2920,Harinagar,023,17.0
2921,Bhara,024,17.0
2922,Bhagarara,025,17.0
2923,Sanatanpur,026,17.0
2924,Tala,027,17.0
2925,Mathurabihari,028,17.0
2926,Maula,029,17.0
2927,Ramchandrapur,030,17.0
2928,Matukpur,031,17.0
2929,Purbanishchintapur,032,17.0
2930,Patlapur,033,17.0
